Periods: 100
Task Arrival Rate: 10
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 1
Period: 1
Tasks:11
id	x	y	end	c
1	174.12	146.5	4	87.5
2	105.06	37.6	7	62.6
3	195.75	78.37	4	98.16
4	113.44	179.09	3	80.22
5	48.79	48.15	3	72.88
6	104.42	52.95	2	47.26
7	94.3	130.53	5	31.06
8	122.61	198.71	3	101.27
9	65.16	26.44	2	81.39
10	122.64	151.37	4	56.14
11	46.09	60.44	3	66.87
Drivers: 16
id	x	y	end	sensitivity
1	158.33	124.72	4	1.69
2	10.51	41.36	2	0.63
3	156.48	71.74	2	1.78
4	98.95	88.51	2	1.67
5	136.45	55.38	2	1.11
6	121.64	196.66	2	1.32
7	68.84	78.38	4	1.75
8	179.55	106.41	1	0.99
9	152.89	146.55	2	1.64
10	82.94	6.78	2	0.82
11	147.72	168.27	2	1.61
12	57.56	29.66	2	0.97
13	171.81	123.3	3	1.5
14	25.43	157.43	1	1.05
15	48.92	136.53	1	0.78
16	153.88	75.53	2	1.05
Period: 2
Tasks:10
id	x	y	end	c
12	90.93	19.85	2	80.66
13	123.47	49.15	3	56.01
14	86.48	165.69	5	67.07
15	94.49	139.54	2	39.92
16	90.69	105.25	4	10.69
17	126.36	196.18	5	99.73
18	16.11	139.6	3	92.77
19	72.63	86.65	4	30.45
20	81.17	6.09	4	95.78
21	28.74	167.69	5	98.28
Drivers: 11
id	x	y	end	sensitivity
17	17.77	10.28	4	1.28
18	79.82	118.16	3	0.91
19	156.01	178.48	3	1.79
20	166.74	19.14	2	0.92
21	150.5	119.43	2	1.14
22	6.37	106.66	4	0.79
23	172.64	49.83	2	1.25
24	53.62	108.44	2	1.78
25	133.26	141.24	5	0.87
26	126.96	15.6	3	1.43
27	16.89	89.88	4	1.89
Period: 3
Tasks:7
id	x	y	end	c
22	170.35	1.08	4	121.38
23	133	127.09	5	42.7
24	27.84	68.7	6	78.66
25	31.67	94.3	6	68.57
26	116.78	42.93	4	59.49
27	183.13	168.11	4	107.47
28	194.34	150.64	6	107.07
Drivers: 14
id	x	y	end	sensitivity
28	91.73	122.43	5	1.67
29	190.48	167.75	3	1.42
30	64.42	94.34	4	1.91
31	191.53	68.66	4	0.62
32	180.53	120.81	4	0.79
33	192.38	119.25	3	0.95
34	44.72	189.01	3	1.61
35	168.35	50.04	6	1.74
36	94.45	28.06	4	1.95
37	0.1	115.51	4	1.75
38	130.78	196.96	5	0.91
39	153.35	168.16	3	0.82
40	189.17	57.1	3	1.06
41	194.58	24.91	3	0.99
Period: 4
Tasks:9
id	x	y	end	c
29	86.4	176.29	4	77.49
30	92.49	164.47	4	64.91
31	80.27	50.52	8	53.27
32	78.79	34.33	4	69.01
33	124.88	186.21	7	89.73
34	109.91	126.6	6	28.39
35	92.4	77.47	5	23.78
36	95.16	164.82	7	65
37	180.28	158.3	4	99.22
Drivers: 13
id	x	y	end	sensitivity
42	161.64	28.64	5	1.9
43	146.94	96.03	4	0.62
44	165.46	72.42	4	1.1
45	182.72	35.68	7	1.36
46	72.54	59.23	4	1.52
47	28.9	106.45	4	1.5
48	157.91	70.48	4	0.86
49	192.89	44.32	5	0.93
50	3.33	165.34	6	0.68
51	126.32	198.08	6	0.9
52	19.22	137.57	4	1.58
53	28.79	121.82	6	0.85
54	152.07	107.08	4	0.63
Period: 5
Tasks:12
id	x	y	end	c
38	146.04	116.69	8	48.97
39	181.52	3.94	6	125.99
40	46.91	192.14	6	106.34
41	88.12	177.57	5	78.47
42	185.12	46.49	7	100.54
43	118.33	112.57	8	22.23
44	191.96	96.72	5	92.02
45	65.89	69.09	7	46.03
46	150.61	130.28	7	58.98
47	103.01	5.94	5	94.11
48	158.61	133.37	7	67.44
49	75.95	143.76	6	49.93
Drivers: 20
id	x	y	end	sensitivity
55	187.17	163.48	6	1.43
56	44	60.2	6	0.91
57	158.37	180.44	5	1.2
58	150.17	153.47	6	0.8
59	128.95	185.71	7	1.23
60	8.8	170.68	5	1.5
61	62.55	51.34	8	1.2
62	188.01	113.14	6	0.61
63	81.7	179.57	7	0.93
64	16.68	27.76	5	0.78
65	81.43	92.85	6	1.41
66	6.08	175.3	5	1.99
67	96.56	107.2	9	1.89
68	31.2	81.54	6	0.69
69	103.03	58.87	8	0.66
70	84.06	37.3	5	1.51
71	55.44	3.37	8	1.81
72	116.49	15.39	5	0.63
73	77.47	69.44	6	0.53
74	91.26	129.98	5	1.96
Period: 6
Tasks:7
id	x	y	end	c
50	156.19	188.23	8	104.6
51	193.94	148.58	9	105.76
52	104.88	86.02	8	14.81
53	31.82	28.75	9	98.62
54	193.18	64	8	99.89
55	127.1	152.17	9	58.79
