Periods: 100
Task Arrival Rate: 10
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 3
Period: 1
Tasks:7
id	x	y	end	c
1	176.06	128.37	4	81.18
2	81.46	63.61	4	40.84
3	157.41	186.62	1	103.92
4	176.1	122.83	2	79.45
5	57.67	188.35	3	97.97
6	148.02	18.84	4	94.3
7	108.44	73.81	3	27.52
Drivers: 9
id	x	y	end	sensitivity
1	113.94	65.44	4	0.77
2	69.64	171.9	3	1.32
3	193.69	123.2	5	1.93
4	0.18	20.44	5	0.85
5	19.35	99.43	4	0.83
6	39.94	99.41	4	1.7
7	166.99	62.57	5	1.94
8	154.12	44.09	4	1.04
9	15.14	100.72	3	0.85
Period: 2
Tasks:10
id	x	y	end	c
8	189.82	30.99	5	113.27
9	41.76	15.59	4	102.55
10	186.64	147.27	3	98.7
11	50.57	126.97	6	56.31
12	107.88	149.47	4	50.09
13	81.53	50.35	4	52.97
14	127.03	31.82	4	73.34
15	5.62	32.18	4	116.22
16	152.84	191.51	11	105.67
17	85.21	83.41	3	22.23
Drivers: 16
id	x	y	end	sensitivity
10	75.21	136.57	7	1.93
11	161.93	121.4	8	1.77
12	120.1	169.42	7	0.91
13	174.87	188.29	4	1.01
14	100.96	110.49	4	1.37
15	199.61	58.61	3	1.17
16	27.39	19.93	2	0.94
17	5.1	34.63	5	0.69
18	65.19	23.3	6	1.31
19	92.01	194.58	3	1.82
20	113.95	8.5	5	1.09
21	60.54	8.91	3	0.59
22	156.69	15.62	3	1.56
23	71.58	112.66	4	1.87
24	195.41	191.7	3	1.37
25	133.52	189.21	8	1.42
Period: 3
Tasks:9
id	x	y	end	c
18	146.88	119.03	7	50.6
19	198.89	166.12	7	118.96
20	112.17	34.15	7	66.97
21	84.09	15.25	9	86.23
22	196.03	176.74	4	122.93
23	13.95	48.57	5	100.25
24	7.23	1.62	7	135.22
25	43.94	62.11	5	67.66
26	43.96	55.15	6	71.78
Drivers: 14
id	x	y	end	sensitivity
26	67.97	141.21	4	1.76
27	167.31	154.99	9	1.19
28	29.36	58.64	7	0.54
29	173.54	46.47	8	0.77
30	196.9	173.24	6	0.91
31	199.2	15.86	6	1.56
32	17.89	17.55	5	1.27
33	0.5	132.17	5	0.63
34	172.69	123.12	6	0.9
35	4.04	114.98	5	1.01
36	194.28	106.12	6	0.7
37	80.01	23.24	4	1.23
38	79.03	96.41	4	0.57
39	175.79	77.09	12	0.79
Period: 4
Tasks:7
id	x	y	end	c
27	22.97	24.76	10	107.68
28	54.82	37.76	11	76.91
29	60.78	167.45	10	78.02
30	52.71	124.92	6	53.45
31	20.84	108.73	6	79.64
32	140.17	81.76	8	44.12
33	40.83	182.35	8	101.4
Drivers: 12
id	x	y	end	sensitivity
40	102.71	164.2	8	1.06
41	95.26	65.04	5	1.92
42	14.44	140.86	6	1.64
43	16.47	151.74	9	1.87
44	113.66	59.85	6	1.21
45	172.47	73.79	9	0.61
46	74.43	56.86	11	1.28
47	75.99	94.66	5	1.92
48	174.78	29.54	5	1.66
49	31.25	3.47	7	0.84
50	131.74	82.99	7	1.86
51	31.45	189.59	10	0.66
Period: 5
Tasks:23
id	x	y	end	c
34	78.72	31.41	14	71.82
35	141.29	27.45	6	83.48
36	80.75	120.32	6	27.99
37	84.43	177.13	8	78.69
38	93.62	66.49	5	34.11
39	80.26	139.87	10	44.49
40	0.17	39.31	10	116.83
41	23.62	51.51	12	90.47
42	151.26	22.99	9	92.51
43	132.75	198.14	7	103.46
44	113.06	141.53	9	43.54
45	104.93	84.13	8	16.62
46	67.07	49.32	8	60.44
47	149.77	16.23	8	97.44
48	23	27.36	12	105.86
49	174.93	150.59	9	90.41
50	165.33	118.11	7	67.79
51	162.95	24.46	6	98.33
52	116.07	166.16	6	68.08
53	180.03	139.94	8	89.44
