Periods: 100
Task Arrival Rate: 10
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:10
id	x	y	end	c
1	151.85	132.75	1	61.33
2	36.23	180.39	4	102.61
3	163.06	72.91	5	68.63
4	28.08	181.31	3	108.55
5	29.53	144.7	2	83.45
6	5.23	198.2	4	136.47
7	90.26	8.02	3	92.49
8	168.98	128.07	2	74.47
9	179.3	1.69	3	126.31
10	41.44	9.81	3	107.53
Drivers: 18
id	x	y	end	sensitivity
1	136.7	23.83	2	1.78
2	138.25	141.58	2	0.99
3	40.17	124.55	2	1.61
4	165.41	82.49	2	1.51
5	186.96	14.56	2	1.24
6	145.58	134.57	4	0.62
7	27.45	4.75	1	1.21
8	67.42	146.67	5	0.8
9	76.53	76.57	2	1.98
10	130.78	160.73	2	0.9
11	106.11	126.94	2	1.52
12	175.99	35.14	5	1.96
13	94.79	196.37	2	1.4
14	13.97	88.08	2	1.51
15	51.2	160.89	1	1.11
16	142.71	159.45	1	1.4
17	109.56	117.29	3	1.8
18	157.72	123.25	1	1.93
Period: 2
Tasks:10
id	x	y	end	c
11	32.88	24.44	4	101.07
12	106.06	79.87	8	21.02
13	167.76	118.62	4	70.27
14	155.37	78.23	7	59.5
15	78.11	190.38	4	92.99
16	71.09	2.41	5	101.78
17	99.06	67.81	7	32.2
18	61.7	46.25	7	66
19	90.88	26.77	4	73.8
20	152.58	114.03	3	54.42
Drivers: 18
id	x	y	end	sensitivity
19	136.02	111.6	4	1.6
20	160.89	65.78	2	1.41
21	31.19	42.15	2	1.92
22	170.12	131.59	6	0.79
23	84.66	194.07	3	1.25
24	117.21	78.88	3	0.61
25	117.49	130.87	3	0.76
26	105.69	152.1	3	1.53
27	134.17	183.39	4	0.97
28	37.2	62.11	4	0.53
29	198.74	133.39	4	0.55
30	134.08	139.92	5	1.96
31	190.25	176.53	5	1.32
32	57.13	61.01	4	1.81
33	195.1	31.59	5	1.28
34	126.7	71.87	9	1.96
35	155.22	179.47	2	0.67
36	89.61	2.48	5	0.55
Period: 3
Tasks:13
id	x	y	end	c
21	94.87	72.03	7	28.44
22	70.83	29.03	6	76.73
23	164.04	183.06	7	104.88
24	59.44	87.94	5	42.31
25	92.57	56.73	7	43.9
26	162.33	16.61	9	104.11
27	132.15	106.65	6	32.83
28	51.49	84.96	6	50.79
29	183.87	111.84	6	84.7
30	147	68.3	8	56.69
31	58.97	131.96	4	52.01
32	170.82	34.43	4	96.51
33	75.12	105.97	3	25.59
Drivers: 8
id	x	y	end	sensitivity
37	101.79	184.23	5	1.7
38	174.24	96.91	7	0.89
39	184.41	73.01	6	0.73
40	145.34	86.97	7	1.27
41	71.85	2.2	5	1.49
42	75.25	94.97	6	1.52
43	60.68	21.41	5	0.59
44	177.59	7.89	5	0.58
Period: 4
Tasks:12
id	x	y	end	c
34	42.69	12	5	105.02
35	173.29	191.6	7	117.31
36	73.74	85.47	8	30.01
37	89.23	85.2	7	18.3
38	38.18	42	7	84.77
39	88.78	64.73	9	37.01
40	19.31	81.88	5	82.7
41	79.53	134.92	8	40.48
42	90.69	78.92	6	23.04
43	82.42	23.78	6	78.22
44	56.83	4.38	6	104.91
45	109.66	61.83	7	39.37
Drivers: 10
id	x	y	end	sensitivity
45	111.75	90.6	6	0.55
46	134.86	25.54	9	1.72
47	86.3	145.61	7	1.44
48	37.63	110.35	4	1.94
49	186.35	194.43	4	1.54
50	126.79	96.5	6	1.16
51	93.49	83.9	5	0.96
52	11.21	105.55	7	1.36
53	9.19	160.49	6	1.34
54	132.22	72.75	6	1.93
Period: 5
Tasks:10
id	x	y	end	c
46	151.12	52.08	8	70.07
47	45.31	176.26	8	93.84
48	131.84	163.81	7	71.31
49	169.31	174.43	11	101.7
50	134.2	103.3	10	34.36
51	31.42	80.17	8	71.39
52	196.14	48.85	8	108.9
53	85.97	160.84	7	62.44
54	121.43	114.32	6	25.77
55	102.48	164.2	8	64.25
Drivers: 9
id	x	y	end	sensitivity
55	111.43	192.73	8	1.55
56	164.25	41.52	8	1.8
57	111.57	144.7	6	1.42
58	143.4	107.12	5	0.68
59	2.1	4.79	7	0.93
60	174.43	104.2	7	0.68
61	37.2	32.14	6	0.91
62	60.15	156.89	7	0.79
63	88.56	150.7	6	0.51
Period: 6
Tasks:8
id	x	y	end	c
56	40.77	189.02	7	106.92
57	184.95	142.83	11	95.14
58	67.63	165.61	7	73.16
59	114.06	161.51	8	63.1
60	9.34	179.7	11	120.71
61	77.83	73.76	8	34.35
62	70.1	199.56	11	103.95
63	2.88	199.22	10	138.84
Drivers: 9
id	x	y	end	sensitivity
64	115.56	50.04	10	1.88
65	97.14	96.25	8	1.38
66	149.12	10.87	7	0.91
67	125.37	159.13	8	0.94
68	185.04	11.6	6	0.58
69	103.82	45.48	6	1.8
70	151.84	20.3	8	0.82
71	71.03	4.93	9	0.79
72	45.79	119.63	6	1.19
Period: 7
Tasks:15
id	x	y	end	c
64	8.3	141.45	11	100.63
65	181.78	144.22	8	92.97
66	17.26	142.72	9	93.12
67	117.74	27.62	8	74.52
68	122.57	193.8	11	96.48
69	116.8	2.83	12	98.61
70	73.21	194.15	11	97.89
71	64.66	75.36	11	43.08
72	39.43	54.02	13	76.05
73	82.24	39.85	9	62.72
74	91.06	125.31	11	26.84
75	40.13	122.26	14	63.87
76	42.78	6.56	9	109.57
77	21.98	140.02	11	87.69
78	8.48	170.94	8	115.79
Drivers: 13
id	x	y	end	sensitivity
73	13.27	197.49	12	0.74
74	175.4	60.7	8	1.77
75	23.3	7.06	7	0.69
76	166.09	159.17	10	0.89
77	54.6	83.67	8	0.65
78	100.55	164.51	9	1.2
79	93.03	72.49	8	1.37
80	60.86	144.39	7	0.65
81	152.94	30.02	8	1.31
82	144.45	88.79	9	1.19
83	89.11	89.77	9	0.9
84	140.12	7.76	7	1.66
85	40.86	69.15	8	0.59
Period: 8
Tasks:7
id	x	y	end	c
79	97.07	184.66	8	84.71
80	111.92	113.02	10	17.65
81	144.59	53.2	11	64.64
82	4.78	36.8	12	114.29
83	127.46	180.1	13	84.68
84	180.1	110	11	80.72
85	112.91	30.83	10	70.36
Drivers: 17
id	x	y	end	sensitivity
86	122.69	104.11	10	1.03
87	29.65	120.8	10	0.84
88	117.47	94.61	8	0.69
89	43.79	60.08	11	1.68
90	34.69	31.38	9	1.85
91	19.29	184.68	12	0.68
92	118.86	120.52	11	0.73
93	16.14	179.69	12	1.94
94	91.76	83.46	8	1.95
95	142.79	175.88	9	0.94
96	47.49	172.14	9	1.45
97	122.56	112.82	9	1.69
98	86.68	66.75	9	0.83
99	182.43	63.18	9	1.54
100	22.17	146.03	10	0.6
101	150.62	48.29	9	0.52
102	57.96	9.31	11	0.95
Period: 9
Tasks:11
id	x	y	end	c
86	145.09	74.94	11	51.59
87	189.18	167.08	13	111.59
88	19.63	74.64	13	84.28
89	103.3	71.4	10	28.79
90	49.96	22.6	11	92.17
91	1.95	7.62	12	134.71
92	110.74	154.27	13	55.32
93	140.38	25.83	10	84.45
94	150.24	127.25	11	57.15
95	2.68	192.57	11	134.31
96	79.1	108.89	10	22.71
Drivers: 17
id	x	y	end	sensitivity
103	167.16	113.43	9	1
104	177.84	159.7	11	0.83
105	43.07	23.65	13	1.26
106	76.47	75.69	10	0.63
107	124.46	101.34	10	0.65
108	157.95	69.15	10	1.69
109	118.74	72.03	12	0.91
110	195.38	63.31	11	1.4
111	88.87	53.92	12	0.8
112	48.46	93.71	12	0.88
113	41.79	146.3	9	1.58
114	129.53	190.12	11	1.51
115	187.25	130.25	13	1.7
116	15.48	36.07	10	0.9
117	43.71	15.84	12	1.83
118	146.12	111.2	11	1.25
119	59.48	112.83	10	1.84
Period: 10
Tasks:5
id	x	y	end	c
97	113.28	166.54	15	67.85
98	35.53	23.44	11	100.09
99	141.24	8.4	14	100.46
100	18	68.32	13	87.91
101	42.17	187.94	12	105.25
Drivers: 14
id	x	y	end	sensitivity
120	136.13	35.26	11	0.74
121	176.16	35.96	11	1.83
122	113.69	40.59	13	1.51
123	28.55	132.64	11	1.04
124	83.61	5	11	1.6
125	81.1	0.72	11	1
126	80.98	17.54	13	1.97
127	189.04	135.9	10	1.05
128	28.16	151.04	11	1.62
129	57.67	35.63	11	0.54
130	84.55	18.48	11	1.64
131	165.68	111.95	11	1.41
132	147.72	16.63	12	0.83
133	42.61	20.5	11	1.27
Period: 11
Tasks:10
id	x	y	end	c
102	11.27	63.41	13	95.98
103	153.19	45.75	13	75.98
104	130.44	149.54	15	58.14
105	190.62	47.15	12	104.91
106	173.66	188.36	12	115.04
107	23.39	177.92	13	109.27
108	116.45	86.91	13	21.02
