Periods: 100
Task Arrival Rate: 10
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:10
id	x	y	end	c
1	29.07	10.36	4	114.31
2	8.55	23.02	5	119.54
3	17.1	57.49	3	93.16
4	67.32	96.26	3	32.89
5	86.99	121.06	5	24.75
6	168.64	87.57	7	69.76
7	79.38	79.02	2	29.42
8	134.14	26.09	5	81.41
9	82.21	134.52	4	38.83
10	19.67	12.67	4	118.66
Drivers: 8
id	x	y	end	sensitivity
1	36.94	134.61	3	1.13
2	78.39	164.57	3	0.62
3	158.16	41.82	3	0.61
4	68.48	118.23	1	1.19
5	44.26	50.47	2	1.15
6	33.63	147.3	3	1.28
7	158.51	68.79	3	1.64
8	108.02	51.13	1	1.37
Period: 2
Tasks:11
id	x	y	end	c
11	196.89	119.65	5	98.86
12	90.3	14.22	4	86.33
13	17.9	108.22	6	82.51
14	89.34	58.19	5	43.15
15	134.01	23.7	5	83.54
16	39.97	109.78	3	60.82
17	60.5	109.82	5	40.7
18	136.97	42.75	4	68.15
19	77.97	44.15	4	60.04
20	137.13	165.9	3	75.64
21	107.11	157.02	4	57.46
Drivers: 22
id	x	y	end	sensitivity
9	89.62	86.23	3	0.83
10	7.61	42.54	6	0.68
11	78.17	170.24	5	1.21
12	181.49	181.44	4	0.8
13	30.04	195.57	4	0.57
14	47.36	72.56	10	1.33
15	94.42	149.21	4	0.5
16	49.95	185.38	2	1.85
17	96.72	177.42	4	1.93
18	60.2	35.23	4	1.32
19	71.9	145.34	6	1.22
20	32.17	7.32	4	1.61
21	96.14	155.27	7	1.98
22	6.74	170.58	4	0.51
23	186.67	47.94	3	0.71
24	83.83	168.36	6	1.98
25	136.55	29.93	4	1.47
26	57.4	18.42	3	1.27
27	197.22	94.27	4	1.1
28	59.32	148.28	4	1.07
29	94.08	58.94	4	0.69
30	64.59	174.25	3	1.12
Period: 3
Tasks:9
id	x	y	end	c
22	139.56	103.73	8	39.74
23	159.93	36.58	6	87.26
24	113.14	162.23	4	63.6
25	186.62	3.89	7	129.38
26	97.25	116.05	8	16.28
27	2.64	181.14	7	126.74
28	52.71	16.45	7	96
29	7.71	42.51	6	108.73
