Periods: 100
Task Arrival Rate: 10
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:10
id	x	y	end	c
1	89.1	42.08	4	58.94
2	124.13	85.83	7	27.98
3	2.96	33.96	3	117.38
4	44.1	81.65	5	58.83
5	44.65	142.57	2	69.83
6	148.88	35.16	8	81.2
7	89.32	156.24	2	57.25
8	25.42	62.64	2	83.41
9	158.7	61.73	2	70.07
10	42.06	27.9	2	92.5
Drivers: 17
id	x	y	end	sensitivity
1	129.55	17.75	3	0.82
2	147.52	121.14	4	1.37
3	38.76	186.35	1	1.1
4	62.38	126.94	4	0.88
5	121.29	53.47	4	1.26
6	155.89	179.16	3	1.73
7	52.07	89.91	3	0.67
8	53.77	162.11	3	1.88
9	80.07	59.6	5	0.93
10	34.09	68.52	1	1.94
11	149.66	172.05	2	1.51
12	146.56	143.38	3	1
13	157.59	181.21	2	0.66
14	63.77	9.32	6	1.82
15	185.22	168.04	5	1.23
16	66.37	137.8	2	1.52
17	7.67	162.15	3	1.01
Period: 2
Tasks:6
id	x	y	end	c
11	56.64	192.59	8	102.24
12	34.86	23.78	5	100.26
13	161.24	53.23	3	77.06
14	148.11	76.16	4	53.69
15	62.69	64.27	6	51.66
16	78.27	68.82	3	38.01
Drivers: 10
id	x	y	end	sensitivity
18	99.52	150.87	3	1.54
19	66.73	186.01	3	1.65
20	1.84	119.79	3	1.89
21	91.01	96.74	2	0.63
22	187.4	139.16	6	1.27
23	41.32	78.63	5	1.09
24	120.29	8.65	6	0.71
25	67.52	8.64	5	1.66
26	122.98	166.71	4	0.96
27	25.59	66.91	5	1.74
Period: 3
Tasks:11
id	x	y	end	c
17	10.76	128.35	5	93.63
18	87.49	66.03	5	36.2
19	115.81	13.31	4	88.12
20	77.67	77.8	6	31.49
21	78.88	115.75	5	26.35
22	90.86	159.65	6	60.35
23	183.02	156.19	8	100.25
24	116.53	64.88	5	38.82
25	48.52	35.98	7	82.15
26	18.55	153.87	4	97.65
27	10.95	125.26	3	92.56
Drivers: 16
id	x	y	end	sensitivity
28	166.1	39.95	8	1.08
29	155.17	79.78	6	1.7
30	183.42	3.43	5	0.97
31	13.56	127.96	7	0.59
32	20.03	86.76	6	1.95
33	104.17	114.37	6	1.7
34	120.03	165.16	6	1.07
35	113.04	149.1	6	1.86
36	92.37	16.2	11	0.89
37	24.43	5.73	6	1.35
38	157.75	149.42	5	1.82
39	62.18	192.8	10	0.91
40	81.65	156.24	5	1.09
41	40.03	46.29	5	1.91
42	89.78	115.87	6	1.32
43	3.95	49.77	4	1.8
Period: 4
Tasks:13
id	x	y	end	c
28	31.43	132.48	6	75.87
29	132.2	113.56	9	34.94
30	117.36	21.25	11	80.64
31	3.52	0.48	7	138.61
32	89.89	172.27	5	72.97
33	172.06	54.42	10	85.27
34	184.89	6.43	7	126.34
35	26.03	27.97	8	103.25
36	124.7	8.18	6	95.08
37	52.04	56.95	7	64.45
38	158.1	153.44	9	78.94
39	134.69	12.2	6	94.4
40	127.83	102.77	7	27.97
Drivers: 27
id	x	y	end	sensitivity
44	69.55	2.99	6	1.9
45	53.02	89.65	4	0.99
46	132.1	83.32	5	2
47	140.64	179.31	4	1.41
48	154.45	150.67	7	0.76
49	8.39	191.39	8	0.74
50	139.09	14.32	5	1.87
51	122.1	102.31	10	1.97
52	194.99	193.83	7	1.99
53	66.32	62.18	7	1.94
54	185.5	126.36	7	1.47
55	79.65	184.94	6	1.86
56	39.49	188.67	6	0.95
57	194.13	149.71	7	1.36
58	19.35	81.59	6	1.14
59	188.71	166.77	6	0.85
60	128.35	199.43	6	1.03
61	31.13	73.12	6	1.88
62	123.71	29.87	4	1.4
63	12.63	189.86	7	1.7
64	119.6	84.15	6	0.76
65	165.38	143.76	6	1.65
66	188.4	126.61	4	1.42
67	191.65	142.7	6	1.45
68	151.62	182.26	7	0.61
69	147.72	182.01	5	1.34
70	197.64	169.5	6	0.73
Period: 5
Tasks:9
id	x	y	end	c
41	71.33	168.36	8	74.13
42	100.22	165.08	7	65.08
43	126.75	22.67	7	81.83
44	180.5	44.1	8	98.01
45	98.68	104.23	11	4.43
46	111.92	10.8	9	89.99
47	9.01	107.23	6	91.28
48	75.22	178.7	11	82.51
49	90.49	21.12	8	79.45
Drivers: 12
id	x	y	end	sensitivity
71	69.76	74.42	7	0.55
72	160.01	168.03	6	1.38
73	27.12	158.83	9	1.58
74	41.84	195.22	5	0.73
75	195.98	38.5	8	1.59
76	161.8	180.1	6	1.67
77	28.06	22.79	7	1.47
78	1	71.79	5	0.89
79	137.7	190.57	10	1.4
80	196.6	104.75	10	1.41
81	120.88	135.54	6	0.88
82	161.9	130.22	7	0.61
Period: 6
Tasks:11
id	x	y	end	c
50	14.52	121.46	14	88.13
51	76.9	46.66	12	58.13
52	15.34	141.53	10	94.3
53	95.11	89.44	9	11.64
54	78.09	149.56	9	54.19
55	147.45	83.56	7	50.22
56	88.35	81.42	6	21.93
57	131.19	112.87	8	33.74
58	94.02	180.63	9	80.85
59	66.04	133.51	7	47.71
60	113.56	110.82	8	17.35
Drivers: 16
id	x	y	end	sensitivity
83	79.57	69.79	8	1.37
84	51.14	141.17	9	0.83
85	92.63	162.91	6	1.36
86	45.94	159.53	8	0.87
87	137.91	158.17	8	1.97
88	176.11	126.48	8	1.9
89	25.54	152.79	10	1.03
90	144.27	95.07	9	0.67
91	178.19	45.01	7	1.46
92	138.13	8.86	8	1.65
93	47.58	93.14	9	0.78
94	189.91	97.69	7	0.7
95	44.55	122.42	8	0.91
96	178.75	7.56	9	1.39
97	90.83	88.86	8	0.97
98	186.25	6.04	7	0.8
Period: 7
Tasks:9
id	x	y	end	c
61	185.79	114.41	14	86.99
62	13.99	147.5	10	98.25
63	112.73	45.07	8	56.39
64	127.48	162.9	8	68.64
65	101.22	191.91	7	91.92
66	29	76.92	8	74.66
67	150.89	130.11	11	59.13
68	148.18	157.98	10	75.39
69	128.09	36.81	10	69.15
Drivers: 15
id	x	y	end	sensitivity
99	68.93	102.74	10	1.96
100	193.58	160.55	10	1.94
101	94.47	47.21	8	1.41
102	126.87	102.01	7	0.69
103	198.5	85.71	9	0.97
104	108.5	76.88	11	1.04
105	69.78	162.03	11	1.31
106	84.34	38.98	9	0.59
107	182.7	46.8	10	1.69
108	174.63	25.13	8	1.02
109	182.91	50.04	7	0.67
110	63.17	9.45	10	0.69
111	189.74	159.18	7	1.71
112	28.34	53.5	8	1.78
113	156.4	171.24	10	1.07
Period: 8
Tasks:12
id	x	y	end	c
70	59.2	11.59	11	97.37
71	53.14	166.17	12	81.08
72	27.29	178.08	9	106.69
73	124.95	90.95	12	26.54
74	63.75	89.11	9	37.85
75	82.49	154.22	12	56.98
76	173.06	44.59	14	91.7
77	191.31	99.96	11	91.31
78	180.58	188.96	11	120.03
79	141.9	120.09	8	46.47
80	75.25	74.76	13	35.35
81	23.13	47.67	11	92.99
Drivers: 17
id	x	y	end	sensitivity
114	192.56	84.24	12	0.94
115	42.96	138.74	10	0.88
116	41.8	199.57	11	0.55
117	33.5	149.43	13	1.45
118	107.29	100.57	9	1.83
119	92.43	113.91	12	1.42
120	35.25	34.11	11	1.63
121	6.61	103.39	9	1.33
122	169.9	93.77	13	1.86
123	177.2	102.08	12	1.34
124	152.23	60.48	9	1.34
125	140.77	176.56	10	1.26
126	59.58	173.55	12	0.55
127	114.18	163.84	12	0.77
128	194.21	157.21	9	0.84
129	19.3	79.09	11	0.84
130	79.1	118.62	10	0.74
Period: 9
Tasks:12
id	x	y	end	c
82	24.99	198.29	12	123.64
83	63.44	20.7	10	87.32
84	130.85	167.74	12	74.43
85	28.96	185.74	10	111.35
86	3.04	164.34	11	116.37
87	53.5	108.7	12	47.31
88	78.36	54.02	11	50.82
89	50.41	7.29	10	105.14
90	116.47	153.92	12	56.38
91	108.79	109.81	12	13.17
92	58.87	105.65	9	41.52
93	180.27	36.58	11	102.3
Drivers: 14
id	x	y	end	sensitivity
131	148.92	40.83	12	1.21
132	147.31	58.56	10	0.61
133	171.63	27.69	10	0.52
134	82.86	151.51	9	0.92
135	113.26	127.38	12	1.42
136	178.53	100.17	13	0.59
137	134.48	115.44	10	0.81
138	56.44	162.17	13	0.62
139	61.97	105.53	11	1.57
140	53.4	91.75	12	1.78
141	32.18	52.91	12	1.09
142	76.56	189.1	12	1.65
143	158.37	186.6	13	0.99
144	111.76	148.98	11	1.62
Period: 10
Tasks:8
id	x	y	end	c
94	123.47	141.69	13	47.84
95	72.69	83.5	12	31.91
96	123.01	22.39	14	80.95
97	71.04	176.07	16	81.4
98	166.37	97.65	12	66.41
99	129.24	104.64	12	29.61
100	13.26	34.83	17	108.49
101	4.28	156.25	13	111.02
Drivers: 9
id	x	y	end	sensitivity
145	82.1	107.6	11	1.31
146	43.31	161.49	15	1.14
147	53.05	74.59	12	1.37
148	27.14	14.43	11	0.65
149	21.21	125.26	11	1.13
150	178.06	150.5	14	1.07
151	96.07	190.65	13	1.73
152	132.09	159.88	15	1.04
153	69.5	102.81	12	1.43
Period: 11
Tasks:11
id	x	y	end	c
102	80.73	150.95	15	54.47
103	133.53	172.42	13	79.81
104	27.95	36.79	14	95.85
105	132.67	0.7	16	104.54
106	66.12	37.7	14	70.92
107	95.45	175.42	15	75.56
108	134.5	12.75	15	93.82
109	168.18	50.76	14	84.1
110	47.58	16.26	13	98.79
111	5.5	30.02	11	117.59
112	66.75	84.65	12	36.62
Drivers: 19
id	x	y	end	sensitivity
154	54.82	35.47	13	0.83
155	192.85	184.09	13	1.83
156	0.39	98.74	13	0.55
157	151.82	106.39	12	0.71
158	136.03	13.58	13	1.82
159	77.63	96.82	13	1.53
160	44.34	64.38	12	1.34
161	56.11	199.28	16	1.15
162	166.76	63.29	14	1.25
163	179.06	153.77	11	1.89
164	99.41	7.31	17	0.73
165	134.6	133.35	14	1.86
166	194.26	37.31	12	0.72
167	104.37	120.04	14	1.96
168	41.1	177.42	13	0.7
169	3.48	111	14	1.59
170	186.26	197.6	11	0.99
171	138.33	164.79	11	1.68
172	120.56	165.67	11	1.12
Period: 12
Tasks:11
id	x	y	end	c
113	29.52	151.71	13	87.41
114	194.97	21.49	14	123.22
115	86.5	89.3	18	17.23
116	167.41	142.33	16	79.6
117	113.54	161.46	15	62.93
118	171.37	165.18	16	96.65
119	33.58	142.16	14	78.67
120	7.34	99.61	14	92.66
121	115.76	102.16	14	15.91
122	199.26	6.7	14	136.23
123	64.21	90.33	17	37.07
Drivers: 12
id	x	y	end	sensitivity
173	96.91	189.17	14	1.07
174	110.45	189.92	13	1.54
175	63.67	161.32	14	0.98
176	102.17	173.61	13	1.93
177	4.2	145.73	14	1.22
178	87.68	48.91	13	1.41
179	19.77	178.25	13	1.59
180	196.57	147.43	16	1.59
181	35.9	117.29	15	1.85
182	183.63	81.42	14	0.69
183	94.06	185.32	14	0.8
184	52.58	67.86	14	1.15
Period: 13
Tasks:6
id	x	y	end	c
124	113.48	93.16	20	15.12
125	161.05	9.3	15	109.33
126	104.03	35.47	14	64.66
127	172.8	10.41	16	115.44
128	63.15	50.3	16	61.87
129	178.75	156.07	18	96.67
Drivers: 13
id	x	y	end	sensitivity
185	103.07	61.3	14	0.95
186	69.55	145.07	17	0.91
187	9.09	88.26	20	1.4
188	157.01	195.67	15	0.65
189	18.27	20.61	16	1.63
190	155.75	129	13	1.61
191	123.64	142.32	14	1.73
192	125.92	196.44	15	1.29
193	180.22	112.3	16	1.38
194	17.76	23.72	16	1.66
195	61.02	194.94	17	1.56
196	124.25	121.94	14	0.52
197	47.17	150.32	15	0.66
Period: 14
Tasks:9
id	x	y	end	c
130	21.69	184.27	16	115.04
131	121.76	121.12	17	30.32
132	94.22	137.79	20	38.23
133	95.53	110.46	17	11.38
134	167.54	89.07	18	68.42
135	125.9	44.35	17	61.38
136	45.92	157	19	78.57
137	182.42	24.69	19	111.65
138	151.86	73.76	16	58.12
Drivers: 14
id	x	y	end	sensitivity
198	90.1	191.67	16	0.66
199	28.07	122.34	14	1.92
200	116.41	79.63	17	0.72
201	17	134.68	18	1.35
202	55.31	120.03	14	1.52
203	41.6	190.47	20	0.77
204	13.09	107.53	18	1.18
205	15.58	158.86	16	1.88
206	85.06	39.73	14	1.13
207	101.01	19.07	15	0.8
208	29.1	15.61	15	1.44
209	7.07	0.46	16	1.56
210	140.97	49.7	15	0.84
211	146.56	1.14	15	1.77
Period: 15
Tasks:9
id	x	y	end	c
139	13.01	117.49	16	88.73
140	198.79	142.19	21	107.42
141	182.97	124.64	20	86.55
142	117.23	25.62	20	76.35
143	123.43	100.46	17	23.43
144	122.13	161.49	17	65.35
145	124.78	112.23	18	27.63
146	131.45	5.6	18	99.5
147	73.51	124.7	17	36.22
Drivers: 18
id	x	y	end	sensitivity
212	164.21	88.15	18	1.78
213	125.91	145.59	16	1.95
214	74.17	124.63	15	1.75
215	71.16	171.7	17	1.13
216	82.77	19.67	15	1.71
217	96.98	90.21	18	0.91
218	38.7	180.48	17	1.66
219	65.93	158.71	17	1.48
220	80.14	13.24	16	0.79
221	111.5	176.47	18	1.74
222	36.23	105.66	15	1.32
223	4.78	197.81	17	0.94
224	94.28	26.51	17	1.9
225	4.35	90.14	18	0.97
226	116.67	199.3	16	0.95
227	61.09	75.92	17	1.91
228	77.46	165.76	17	0.73
229	113.37	28.75	15	0.54
Period: 16
Tasks:15
id	x	y	end	c
148	136.64	194.34	19	101.21
149	125.16	163.02	18	67.86
150	13.88	31.35	21	110.13
151	182.45	121.82	21	85.29
152	32.12	92.73	20	68.27
153	119.46	190.29	19	92.36
154	109.38	190.61	21	91.09
155	194.82	5.02	17	134.21
156	0.38	184.95	20	130.92
157	108.37	101.28	19	8.47
158	40.34	114.14	19	61.31
159	75.03	102.07	19	25.06
160	90.03	187.37	18	87.94
161	64.65	93.68	20	35.91
162	112.32	155.41	25	56.76
Drivers: 8
id	x	y	end	sensitivity
230	185.02	124.29	17	0.83
231	55.19	121.26	19	1.72
232	50.76	123.11	19	1.37
233	50.79	156.78	18	0.7
234	138.98	18.46	19	0.8
235	126.45	116.75	19	0.77
236	111.98	44.74	16	1.26
237	153.81	4.4	19	1.22
Period: 17
Tasks:11
id	x	y	end	c
163	149.33	154.68	19	73.64
164	170.14	149.59	17	85.9
165	196.86	31.19	21	118.81
166	198.48	36.19	21	117.35
167	181.25	15.75	20	117.05
168	150.59	91.48	18	51.3
169	18.69	123.54	18	84.65
170	63.66	104.8	21	36.66
171	41.51	82.84	18	60.96
