Periods: 100
Task Arrival Rate: 10
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:11
id	x	y	end	c
1	183.02	170.91	3	109.18
2	9.28	149.98	2	103.58
3	41.15	153.96	4	79.84
4	17.01	78.37	4	85.76
5	154.37	110.89	4	55.45
6	93.31	5.86	4	94.38
7	109.19	112.92	1	15.86
8	108.89	108.39	6	12.22
9	36.14	109.62	2	64.58
10	142.22	177.85	3	88.56
11	7.98	115.64	5	93.34
Drivers: 16
id	x	y	end	sensitivity
1	62.41	44.47	3	1.1
2	160.87	7.66	2	0.89
3	89.41	3.64	4	1.93
4	180.64	42.5	4	1.3
5	112.73	175.33	4	1.85
6	19.8	185.59	5	0.79
7	101.23	105.22	1	0.69
8	109.77	194.54	5	1.25
9	29.74	186.29	6	1.73
10	166.76	113.89	3	0.88
11	40.12	120.27	2	0.84
12	7.08	77.73	3	0.82
13	142.8	58.39	1	1.04
14	156.76	33	1	0.99
15	151.06	59.12	2	1.6
16	60.64	84.68	2	0.73
Period: 2
Tasks:10
id	x	y	end	c
12	80.8	32.53	2	70.15
13	33.22	138.15	3	76.91
14	186.04	48.78	6	100.13
15	161.42	149.66	3	78.98
16	163.57	87.36	4	64.81
17	85.98	37.93	3	63.63
18	17.38	8.92	3	122.97
19	138.63	180.87	5	89.62
20	59.31	99.5	8	40.69
21	111.11	62.07	2	39.52
Drivers: 16
id	x	y	end	sensitivity
17	175.38	86.22	4	0.77
18	187.93	146.46	5	1.7
19	115.87	99.3	4	1.82
20	48.85	108.61	2	0.6
21	6.34	76.62	4	0.68
22	146.65	89.05	2	1.14
23	8.06	194.67	4	0.79
24	87.25	85	8	0.7
25	77.5	196.49	3	1.34
26	177.39	123.96	4	1.23
27	169.04	147.7	4	1.68
28	55.93	196.75	3	1.78
29	191.42	191.76	5	0.5
30	39.9	55.9	2	1.57
31	177.17	84.94	3	0.83
32	51.37	36.55	3	0.71
Period: 3
Tasks:4
id	x	y	end	c
22	180.7	48.43	7	95.77
23	115.16	74.54	6	29.63
24	115.33	199.25	4	100.43
25	61.68	173.16	6	82.59
Drivers: 9
id	x	y	end	sensitivity
33	94.1	43	7	0.52
34	49.93	154.7	4	1.2
35	62.14	47.79	4	0.59
36	4.82	135.61	7	1.31
37	93.5	140.72	5	1.09
38	49.14	83.66	5	0.84
39	37.12	191.46	3	1.7
40	80.11	52.16	5	0.57
41	18.47	76.06	5	1.51
Period: 4
Tasks:12
id	x	y	end	c
26	59.25	135.25	7	53.88
27	156.81	33.4	8	87.54
28	149.1	181.65	8	95.28
29	127.56	29.15	6	76.02
30	32.47	31.68	6	96.06
31	132.33	72.14	6	42.68
32	27.68	3.68	4	120.45
33	47.9	56.54	7	67.85
34	185.39	191.86	5	125.42
35	96.31	147.39	7	47.53
36	103.11	54.94	5	45.17
37	178.74	162.82	6	100.73
Drivers: 15
id	x	y	end	sensitivity
42	127.74	198.5	4	1.66
43	27.37	84.44	4	1.05
44	16.95	15.88	8	1.24
45	21.53	181.32	5	0.51
