NUM_DRIVERS: 50
NUM_TASKS: 100
PENALTY: 0%
UTILITY: 0%
DRIVERS
ID             X              Y              
1              26.86          6.64           
2              113.32         21.86          
3              181.29         138.08         
4              0.8            86.1           
5              92.67          192.26         
6              75.74          23.19          
7              69.49          77.69          
8              164.67         38.68          
9              56.46          174.19         
10             13.64          62.91          
11             95.38          101.29         
12             51.05          13.72          
13             37.25          73.21          
14             64.74          153.83         
15             81.22          60.6           
16             7.58           65.71          
17             174.59         115.95         
18             131.38         140.39         
19             35.59          186.38         
20             20.38          105.68         
21             172.96         147.55         
22             90.07          119.08         
23             71.17          4.17           
24             167.08         7.22           
25             188.34         94.68          
26             121.06         87.94          
27             16.16          87.02          
28             139.4          95.67          
29             23.11          108.81         
30             141.45         61.94          
31             149.48         88.78          
32             151.71         2.35           
33             5.63           62.81          
34             103.43         20.52          
35             76.68          59.74          
36             194.54         120.84         
37             14.27          101.87         
38             42.43          10.08          
39             76.96          75.97          
40             50.44          130.28         
41             27.77          59.33          
42             143.73         70.47          
43             71.12          173.34         
44             98.61          86.73          
45             50.13          47.5           
46             53.58          172.01         
47             190.42         128.19         
48             188.28         79.67          
49             191.73         158.35         
50             170.2          54.71          
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              72.89          101.55         27.1543        27.1543        
2              154.5          7.19           107.629        107.629        
3              146.98         124.33         52.9062        52.9062        
4              194.51         69.49          99.3126        99.3126        
5              148.03         188.39         100.597        100.597        
6              40.14          139.87         71.9224        71.9224        
7              75.46          188.27         91.6177        91.6177        
8              49.4           198.29         110.55         110.55         
9              170.99         52.22          85.5717        85.5717        
10             76.66          117.64         29.2562        29.2562        
11             125.12         167.27         71.8072        71.8072        
12             85.28          110.57         18.1219        18.1219        
13             95.16          133.87         34.2141        34.2141        
14             8.78           163.04         110.883        110.883        
15             185.24         82.62          86.9938        86.9938        
16             20.31          80.77          81.9774        81.9774        
17             144.08         167.75         80.8276        80.8276        
18             2.91           40.33          113.96         113.96         
19             58.63          105.3          41.7081        41.7081        
20             122.21         148.81         53.6256        53.6256        
21             164.81         113.49         66.1991        66.1991        
22             172.13         184.09         110.787        110.787        
23             79.04          199.27         101.459        101.459        
24             8.31           50.01          104.432        104.432        
25             142.47         137.4          56.5903        56.5903        
26             9.15           110.78         91.4873        91.4873        
27             86.25          177.41         78.6217        78.6217        
28             91.11          84.62          17.7645        17.7645        
29             87.34          11             89.8959        89.8959        
30             56.22          40.65          73.7503        73.7503        
31             80.27          30.16          72.5734        72.5734        
32             170.99         162.69         94.7081        94.7081        
33             176.63         107.12         76.9601        76.9601        
34             4.39           91.56          95.9818        95.9818        
35             10.05          148.2          102.05         102.05         
36             116.48         4.39           97.0199        97.0199        
37             22.9           163.48         99.8705        99.8705        
38             190.2          134.82         96.6875        96.6875        
39             59.04          130.88         51.2962        51.2962        
40             36.91          100.61         63.0929        63.0929        
41             58.16          156.09         69.9762        69.9762        
42             1.37           113.04         99.4883        99.4883        
43             88.23          107.16         13.7767        13.7767        
44             47.68          36.08          82.6024        82.6024        
45             60.25          111.15         41.2842        41.2842        
46             33.6           32.73          94.521         94.521         
47             11.77          4.79           129.806        129.806        
48             126.73         118.74         32.6448        32.6448        
49             160.8          120.53         64.1726        64.1726        
50             11.61          31.53          111.808        111.808        
51             50.33          40.3           77.6608        77.6608        
52             132.83         191.2          96.9291        96.9291        
53             23.72          88.97          77.0733        77.0733        
54             143.6          21.28          89.9878        89.9878        
55             157.96         124.43         62.8982        62.8982        
56             126.13         199.21         102.593        102.593        
57             19.78          86.9           81.2826        81.2826        
58             147.37         188.66         100.521        100.521        
59             77.07          177.18         80.5142        80.5142        
60             65.69          71.36          44.6926        44.6926        
61             180.78         67.74          86.9834        86.9834        
62             74.22          11.94          91.756         91.756         
63             29.52          73.27          75.3785        75.3785        
64             149.59         134.1          60.1829        60.1829        
65             52.91          112.72         48.7777        48.7777        
66             96.74          6.5            93.5568        93.5568        
67             88.56          96.74          11.8954        11.8954        
68             168.18         44.63          87.8314        87.8314        
69             144.66         102.82         44.7489        44.7489        
70             96.79          57.65          42.4715        42.4715        
71             94.51          111.87         13.0781        13.0781        
72             22.84          44.72          94.9186        94.9186        
73             53.25          40.81          75.4256        75.4256        
74             102.32         120.73         20.8594        20.8594        
75             127.13         92.22          28.2235        28.2235        
76             152.09         43.04          77.1868        77.1868        
77             173.42         17.75          110.252        110.252        
78             43.02          26.9           92.684         92.684         
79             41.72          15.6           102.567        102.567        
80             116.12         132.79         36.5382        36.5382        
81             70.13          140.58         50.388         50.388         
82             19.59          91.45          80.8633        80.8633        
83             175.29         147.86         89.2141        89.2141        
84             108.87         109.21         12.7868        12.7868        
85             30.83          181.78         107.11         107.11         
86             63.14          87.49          38.9251        38.9251        
87             167.31         94.8           67.5106        67.5106        
88             199.68         40.42          116.129        116.129        
89             111.29         32.63          68.3095        68.3095        
90             167.17         1.39           119.314        119.314        
91             34.61          80.29          68.2959        68.2959        
92             196.55         150.56         108.987        108.987        
93             34.84          194.89         115.108        115.108        
94             33.07          167.42         95.0004        95.0004        
95             163.39         56.8           76.7107        76.7107        
96             97.71          175.78         75.8146        75.8146        
97             128.79         199.76         103.831        103.831        
98             164.36         99.06          64.3669        64.3669        
99             124.56         132.85         41.016         41.016         
100            191.62         64.82          98.142         98.142         
ALPHA
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
