NUM_DRIVERS: 50
NUM_TASKS: 100
PENALTY: 10%
UTILITY: 20%
DRIVERS
ID             X              Y              
1              134.66         133.05         
2              181.9          147.55         
3              26.98          29.67          
4              104.89         90.85          
5              127.22         90.98          
6              54.13          50.64          
7              7.27           198.36         
8              10.06          189.69         
9              101.2          108.1          
10             114.8          164.4          
11             88.01          70.59          
12             65.29          147.55         
13             64.09          86.1           
14             180.88         81.71          
15             5.53           77.72          
16             149.44         131.08         
17             69.18          134.53         
18             120.04         162.85         
19             162.25         9.8            
20             157.86         167.59         
21             83.75          83.63          
22             126.54         30.93          
23             174.85         190.99         
24             10.59          57.02          
25             54.05          120.58         
26             166.02         129.83         
27             20.96          155.84         
28             115.71         185.02         
29             87.21          23.97          
30             94.57          104.5          
31             84.2           98.05          
32             75.3           158.41         
33             163.41         187.01         
34             43.8           58.45          
35             160.61         3.68           
36             191.86         28.68          
37             153.04         79.52          
38             3.54           79.78          
39             77.22          66             
40             185.09         192.28         
41             197.88         43.32          
42             162.89         76.64          
43             100.95         80.07          
44             176.52         16.07          
45             34.82          171.76         
46             42.86          79.58          
47             120.06         86.95          
48             106.04         11.11          
49             196.97         62.33          
50             121.67         7.54           
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              43.19          108.6          57.4573        63.203         
2              12.63          111.77         88.1592        96.9752        
3              104.37         157.39         57.5561        63.3118        
4              100.72         129.22         29.2289        32.1518        
5              24.1           94.22          76.1198        83.7317        
6              17.46          113.91         83.7039        92.0743        
7              86.71          168.34         69.6203        76.5823        
8              38.62          178            99.2547        109.18         
9              6.22           33.43          115.005        126.506        
10             62.77          77.34          43.5838        47.9422        
11             90.41          30.8           69.8613        76.8475        
12             57.26          192.73         102.106        112.316        
13             159.12         195.71         112.497        123.747        
14             164.96         188.21         109.548        120.503        
15             176.6          117.39         78.5492        86.4041        
16             26.07          17.47          110.801        121.881        
17             27.51          74.84          76.7322        84.4054        
18             57.03          52.8           63.8299        70.2129        
19             70.76          101.62         29.2848        32.2133        
20             66.99          18.62          87.8201        96.6021        
21             35.12          73.25          70.1782        77.196         
22             110.14         28.99          71.7303        78.9034        
23             102.65         131.2          31.3123        34.4436        
24             115.52         72.21          31.8301        35.0131        
25             109.72         54.75          46.2822        50.9104        
26             178.29         124.7          82.0939        90.3033        
27             199.01         7.25           135.667        149.234        
28             187.16         158.11         104.755        115.231        
29             78.75          51.24          53.1893        58.5082        
30             181.57         26.67          109.686        120.654        
31             37.44          115.93         64.5563        71.012         
32             175.19         99.27          75.1935        82.7129        
33             135.39         180.11         87.5789        96.3368        
34             9.9            142.9          99.7919        109.771        
35             109.19         55.52          45.4195        49.9614        
36             191.89         12.84          126.652        139.317        
37             81.7           47.26          55.8247        61.4072        
38             176.3          47.31          92.725         101.998        
39             157.18         56.32          71.9548        79.1503        
40             8.7            40.42          109.02         119.923        
41             164.69         58.73          76.7334        84.4067        
42             129.34         8.55           96.0413        105.645        
43             120.66         136.55         41.985         46.1835        
44             196.48         152.72         109.944        120.939        
45             80.61          62.54          42.1808        46.3989        
46             27             142.29         84.3649        92.8014        
47             13.97          118.05         87.9031        96.6935        
48             113.27         1.96           98.934         108.827        
49             23.4           82.46          78.5825        86.4408        
50             60.15          184            92.9732        102.271        
51             154.17         146.2          71.1957        78.3153        
52             164.18         149.89         81.2901        89.4191        
53             61.15          158.08         69.8757        76.8632        
54             13.98          136.27         93.3539        102.689        
55             176.45         66.46          83.4837        91.8321        
56             81.36          136.92         41.3586        45.4945        
57             165.92         158.35         88.035         96.8385        
58             106.81         39.59          60.7926        66.8719        
59             110.71         178.75         79.4749        87.4224        
60             59.52          138.41         55.8029        61.3831        
61             30.43          159.14         91.31          100.441        
62             101.22         7.36           92.648         101.913        
63             151.38         176.77         92.3771        101.615        
64             125.91         45.73          60.1378        66.1516        
65             144.7          82.61          47.9635        52.7599        
66             62.21          46.18          65.7623        72.3385        
67             133.65         5.15           100.642        110.706        
68             187.57         41.55          105.285        115.813        
69             99.14          0.33           99.6737        109.641        
70             53.94          10.1           101.013        111.114        
71             52.74          171.7          85.8743        94.4617        
72             110.82         101.6          10.9377        12.0314        
73             126.7          167.6          72.6818        79.95          
74             166.1          187.18         109.405        120.346        
