Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 1
Period: 1
Tasks:16
id	x	y	end	c
1	149.88	98.63	1	49.9
2	4.39	105.01	4	95.74
3	84.59	173.14	1	74.75
4	88.97	13.5	4	87.2
5	163.39	61.35	2	74.24
6	45.61	103.72	3	54.52
7	119.84	188.52	3	90.72
8	62.08	30.55	4	79.13
9	39.28	182.78	3	102.66
10	19.48	169.43	3	106.32
11	177.35	38.35	2	98.91
12	72.78	186.83	2	91
13	5.26	81.47	4	96.54
14	187.74	55.22	3	98.51
15	143.04	184.29	2	94.64
16	100.58	101.17	1	1.31
Drivers: 14
id	x	y	end	sensitivity
1	9.71	109.97	2	0.57
2	173.39	32.53	1	1.96
3	28.81	21.51	2	1.54
4	0.2	153.87	1	0.85
5	54.48	17	1	1.6
6	17.68	152.66	1	1.92
7	126.55	182.6	2	1.48
8	171.64	6.8	3	0.67
9	134.85	103.23	2	1.4
10	189.69	190.72	3	1.89
11	153.54	11.85	1	0.63
12	112.35	126.55	3	1.62
13	146.1	132.68	2	0.53
14	25.89	74.58	1	0.95
Period: 2
Tasks:15
id	x	y	end	c
17	93.87	33.94	3	66.34
18	10.41	21.27	5	119.27
19	113.28	48.92	4	52.78
20	127.65	164.84	6	70.49
21	77.6	125.54	3	33.97
22	18.02	91.69	4	82.4
23	129.88	118.14	3	34.96
24	140.08	59.75	2	56.8
25	75.8	123.66	3	33.84
26	61.47	78.5	6	44.12
27	75.07	179.01	2	82.85
28	136.09	144.75	6	57.49
29	140.44	83.48	4	43.68
30	144.61	107.67	2	45.26
31	52.45	68.51	4	57.03
Drivers: 11
id	x	y	end	sensitivity
15	165.6	43.03	4	1.21
16	47.25	4.97	5	1.82
17	76.58	77.19	4	1.55
18	134.29	170.72	2	1.51
19	86.96	146.69	3	1.11
20	110.67	71.34	4	1.03
21	129.26	92.89	2	1.5
22	61.39	156.54	3	1.56
23	173.89	63.07	2	1.06
24	101.17	91.58	6	1.72
25	55.43	15.04	3	0.69
Period: 3
Tasks:12
id	x	y	end	c
32	68.43	164.16	4	71.51
33	144.5	33.37	6	80.12
34	32.82	135.94	4	76.19
35	13.91	63.35	5	93.57
36	171.6	23	6	105.15
37	97.45	49	3	51.06
38	74.63	44.17	5	61.32
39	180.48	131.86	5	86.56
40	27.09	151.64	7	89.35
41	139.82	81.9	5	43.74
42	114.39	184.09	5	85.31
43	40.72	57.1	6	73.17
Drivers: 15
id	x	y	end	sensitivity
26	129.65	132.56	5	1.37
27	110.44	132.78	4	0.81
28	37.54	118.02	3	1.49
29	171.18	18.91	4	1.8
30	70.82	148.58	5	1.5
31	145.54	93.25	3	1.13
32	68.55	185.52	4	0.94
33	148.15	20.21	4	0.71
34	94.35	23.7	4	1.92
35	8.26	80.05	4	0.61
36	55.89	176.49	3	0.77
