Periods: 100
Task Arrival Rate: 15
Task Average Time: 1
Driver Arrival Rate: 10
Driver Average Time: 3
Period: 1
Tasks:15
id	x	y	end	c
1	123.23	16.53	1	86.64
2	111.29	136.9	1	38.59
3	170.44	3.55	1	119.43
4	117.39	11.41	5	90.28
5	108.75	7.97	3	92.45
6	139.26	76.53	4	45.74
7	93.96	4.38	2	95.81
8	159.14	100.57	3	59.14
9	190.83	135.75	2	97.61
10	10.2	159.65	1	107.81
11	25.83	31.32	3	101.08
12	137.33	61.08	2	53.93
13	179.38	131.81	2	85.52
14	38.57	9	1	109.79
15	37.23	141.68	3	75.35
Drivers: 6
id	x	y	end	sensitivity
1	32.92	148.03	2	0.75
2	171.12	67.59	3	1.81
3	14.5	126.43	5	1.84
4	98.28	22.39	5	1.49
5	128.89	18.27	1	1.61
6	113.5	161.74	5	0.93
Period: 2
Tasks:19
id	x	y	end	c
16	129.55	121.3	2	36.43
17	141.18	150.97	2	65.53
18	128.11	160.91	2	67.08
19	33.48	27.56	2	98.35
20	20.45	97.3	3	79.6
21	8.25	27.28	2	117.07
22	177.58	48.78	2	92.96
23	23.81	111.36	5	77.03
24	123.77	62.72	2	44.21
25	140.64	175.24	3	85.51
26	22.15	196.97	5	124.35
27	107.21	198.42	3	98.68
28	172.1	27.11	3	102.52
29	94.35	161.66	2	61.92
30	189.38	45.56	2	104.65
31	24.58	101.19	3	75.43
32	71.85	92.93	2	29.02
33	135.84	67.68	6	48.26
34	35.75	94.33	5	64.5
Drivers: 9
id	x	y	end	sensitivity
7	135.47	27.73	3	1.86
8	49.9	62.72	5	1.71
9	34.91	19.8	4	1.38
10	144.71	11.54	6	0.66
11	36.6	132.48	4	1.04
12	177.07	133.29	2	0.84
13	45.12	160.96	4	1.56
14	38.35	110.42	7	1.43
15	17.32	81.73	4	1.66
Period: 3
Tasks:15
id	x	y	end	c
35	153.34	162.67	6	82.3
36	18.99	93.04	3	81.31
37	103.9	12.19	4	87.9
38	171.52	105.96	5	71.77
39	6.39	49.77	5	106.24
40	48.54	100.84	4	51.47
41	116.53	91.22	3	18.72
42	20.48	106.45	6	79.78
43	13.69	172.29	3	112.58
44	174.47	66.37	4	81.71
45	75.97	92.94	4	25.05
46	58.73	167.56	4	79.17
47	33.86	138.06	5	76.31
48	119.67	89.8	4	22.16
49	68.79	197.41	5	102.29
Drivers: 13
id	x	y	end	sensitivity
16	52.57	164.66	9	1.05
17	193.99	110.97	5	0.96
18	19.98	125.61	5	0.8
19	51.13	144.77	9	0.93
20	56.61	180.64	6	1.09
21	105.57	135.33	9	1.5
22	4.01	102.29	9	1.06
23	118.4	77	6	1.4
24	158.55	185.31	7	1.92
25	136.91	164.23	7	1.67
26	97.61	33.89	3	1.45
27	6.46	97.51	5	1.72
28	116.72	113.05	6	0.7
Period: 4
Tasks:12
id	x	y	end	c
50	172.94	94.06	5	73.18
51	152.61	47	5	74.68
52	57.93	167.67	6	79.68
53	7.33	179.01	5	121.78
54	13.39	24.62	5	114.82
55	142.77	88.29	4	44.34
56	19.65	33.29	4	104.43
57	113.03	156.6	5	58.08
58	49.82	55.23	4	67.25
59	4.41	84.14	5	96.9
60	92.18	141.55	5	42.28
61	126.56	88.55	4	28.92
Drivers: 10
id	x	y	end	sensitivity
29	5.85	185.57	7	1.86
30	159.72	175.07	6	1.88
31	53.85	108.39	5	1.89
32	12.22	174.98	6	1.32
33	112.7	136.76	4	1.01
34	189.6	32.83	10	0.86
35	19.87	13.64	6	1.63
36	128.77	113.28	7	1.7
37	60.29	145.5	5	1.6
38	1.19	155.49	7	1.64
Period: 5
Tasks:10
id	x	y	end	c
62	0.71	64.52	5	105.44
63	195.18	174.4	9	120.81
64	193.54	134.84	7	99.82
65	77.44	184.73	5	87.68
66	133.31	13.76	6	92.45
67	79.98	153.41	5	57.04
68	81.55	63.75	5	40.68
69	22.69	148.03	5	91.01
70	114.48	136.83	9	39.57
71	93.25	111.5	5	13.33
Drivers: 9
id	x	y	end	sensitivity
39	57.59	198.52	7	1.78
40	48.88	148.57	8	1.64
41	49.38	163.13	9	0.85
42	164.33	158.49	7	1.72
43	39.85	179.56	7	0.57
44	10.54	35.58	9	0.5
45	143.24	172.2	8	1.41
46	140.01	33.45	11	1.2
47	119.88	161.22	7	1.22
Period: 6
Tasks:16
id	x	y	end	c
72	161.49	189.56	9	108.64
73	42.89	55.25	6	72.55
74	175.12	62.82	8	83.82
75	81.21	174.41	7	76.75
76	159.86	119.47	8	62.95
77	52.54	64.79	7	59.09
78	129.56	47.62	8	60.15
