Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 10
Driver Average Time: 1
Period: 1
Tasks:17
id	x	y	end	c
1	147.01	156.97	3	73.86
2	38.74	133.07	6	69.62
3	81.91	129.14	3	34.3
4	43.35	131.61	1	64.87
5	191.08	140.82	2	99.81
6	63.16	193.54	3	100.53
7	84.98	182.54	3	83.9
8	21.36	36.72	4	100.94
9	42.31	133.9	2	66.91
10	179.1	110.32	7	79.77
11	65.35	173.13	2	80.92
12	32.37	30.92	1	96.67
13	165.57	148.34	2	81.46
14	27.61	132.71	2	79.44
15	64.09	156.43	3	66.89
16	139.65	153.44	1	66.54
17	167.64	175.5	4	101.37
Drivers: 7
id	x	y	end	sensitivity
1	73.41	149.63	1	1.93
2	181.72	85.07	2	1.27
3	66.6	70.4	1	1.74
4	81.16	144.12	2	1.76
5	44.61	112.82	1	0.84
6	27.81	146.84	1	1.92
7	93.55	24.37	2	0.84
Period: 2
Tasks:18
id	x	y	end	c
18	47.15	72.48	3	59.59
19	104	114.79	3	15.32
20	18.88	19.54	4	114.26
21	28.76	18.01	4	108.62
22	100.42	17.61	3	82.39
23	90.68	47.26	5	53.56
24	191.08	99.7	5	91.08
25	180.21	21.98	4	111.9
26	16.43	106.92	3	83.86
27	151.95	100.95	3	51.96
28	19.65	50.01	4	94.63
29	49.99	113.56	2	51.82
30	198.78	57.76	5	107.43
31	136.12	52.83	2	59.41
32	181.45	161.65	5	102.15
33	59.56	163.37	2	75.17
34	133.88	17	3	89.65
35	48.55	174.9	7	90.87
Drivers: 8
id	x	y	end	sensitivity
8	96.35	104.32	3	0.97
9	128.07	120.36	4	1.87
10	9.87	145.59	3	1.06
11	89.36	145.64	2	1.85
12	12.62	7.28	3	1.25
13	19.49	57.24	2	0.9
14	12.87	151.25	2	0.96
15	30.75	90.55	2	1.38
Period: 3
Tasks:16
id	x	y	end	c
36	75.01	54.96	6	51.51
37	126.03	121.78	4	33.94
38	45.34	177.08	6	94.49
39	77.41	189.44	5	92.25
40	107.91	103.42	3	8.62
41	122.34	14.37	3	88.5
42	86.85	15.48	3	85.54
43	114.34	196.12	6	97.18
44	119.26	147.61	3	51.36
45	52.04	105.1	4	48.23
46	30.33	42.72	4	90.19
47	142.98	176.58	4	87.82
48	68.59	89.45	5	33.13
49	13.9	72.13	5	90.5
50	89	2.02	4	98.6
51	65.56	70.29	4	45.48
Drivers: 10
id	x	y	end	sensitivity
16	59.27	46.19	3	0.91
17	51.56	106.95	3	1.89
18	128.78	112.95	4	0.67
19	115.64	119.85	5	1.52
20	34.21	5.15	3	1.34
21	118.31	90.82	3	0.52
22	125.34	67.91	5	1.12
23	94.08	3.64	3	1.99
24	181.09	114.42	3	0.94
25	138.27	11.96	4	1.58
Period: 4
Tasks:11
id	x	y	end	c
52	26.3	169.73	6	101.46
53	87.66	71.42	4	31.13
54	83.48	5.59	8	95.84
55	126.66	32.92	7	72.18
56	49.74	9.32	5	103.68
57	73.44	170.43	5	75.27
58	79.01	198.09	6	100.31
59	35.5	115.01	7	66.22
60	175.29	4.59	5	121.54
61	184.26	119.34	5	86.45
62	6.34	126.88	5	97.44
