Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 10
Driver Average Time: 3
Period: 1
Tasks:15
id	x	y	end	c
1	139.79	89.19	3	41.23
2	40.6	13.46	3	104.96
3	26.4	116.94	1	75.52
4	173.92	3.94	4	121.21
5	143.47	70.52	3	52.52
6	67.4	25.95	3	80.91
7	26.06	156.91	1	93.31
8	144.51	43.73	4	71.75
9	132.1	84.99	3	35.44
10	152.87	98.7	2	52.89
11	11.07	71.69	2	93.33
12	84.83	47.54	1	54.61
13	152.79	135.58	2	63.66
14	66.08	72.34	1	43.77
15	68.17	38.8	1	68.98
Drivers: 6
id	x	y	end	sensitivity
1	63.16	4.7	3	1.03
2	188.04	44.07	2	0.94
3	10.18	119.21	5	0.6
4	98.55	61.8	6	1.49
5	8.94	128.93	2	1.3
6	130.5	159.27	5	1.83
Period: 2
Tasks:13
id	x	y	end	c
16	111.12	28.46	2	72.4
17	2.69	102.96	5	97.36
18	10.52	157.67	6	106.45
19	49.42	175.84	5	91.16
20	189.59	1.86	3	132.88
21	54.82	2.37	2	107.58
22	9.86	59.55	4	98.8
23	192.64	90.49	3	93.13
24	134.54	47.67	4	62.7
25	87.07	14.95	2	86.03
26	170.97	146.45	3	84.82
27	187.16	137.43	2	94.86
28	15.89	145.98	3	95.86
Drivers: 4
id	x	y	end	sensitivity
7	165.08	179.48	6	1.46
8	59.4	196.78	9	1.96
9	62.74	153.38	5	1.95
10	113.08	31.14	5	0.64
Period: 3
Tasks:11
id	x	y	end	c
29	135.82	82.78	5	39.74
30	27.66	185.08	4	111.68
31	98.52	7.7	7	92.31
32	177.27	143.2	3	88.53
33	0.91	84.38	4	100.31
34	196.46	64.2	6	102.89
35	153.25	46.74	6	75.31
36	27.77	129.58	4	78.05
37	39.72	56.3	4	74.45
38	36.48	144.53	3	77.57
39	184.89	3.5	3	128.52
Drivers: 15
id	x	y	end	sensitivity
11	150.31	101.49	9	1.13
12	93.04	32.47	9	1.5
13	112.44	65.74	9	0.98
14	55.72	153.22	7	1.39
15	50.47	17.04	7	0.6
16	137.19	73.46	13	0.63
17	117.91	27.66	7	0.67
18	152.15	48.03	6	1.69
19	87.58	82.96	8	0.59
20	31.47	13.01	7	0.71
21	124.85	110.99	6	1.7
22	76.34	164.66	7	1.51
23	139.93	167.11	5	1.82
24	182.57	8.67	7	1.31
25	28.48	100.77	4	1.89
Period: 4
Tasks:15
id	x	y	end	c
40	113.53	116.51	6	21.35
41	190.67	198.98	5	134.23
42	44.31	149.1	4	74.24
43	53.32	95.14	6	46.93
44	139.4	93.21	8	39.98
