Periods: 100
Task Arrival Rate: 15
Task Average Time: 3
Driver Arrival Rate: 10
Driver Average Time: 1
Period: 1
Tasks:19
id	x	y	end	c
1	106.3	60.37	5	40.13
2	84.18	113.23	3	20.62
3	154.84	135.23	5	65.18
4	161.53	184.48	1	104.51
5	88.77	155.1	6	56.23
6	31.21	104.32	7	68.93
7	153.4	169.28	6	87.47
8	0.57	46.6	5	112.86
9	186.3	20.35	2	117.44
10	13.91	138.42	5	94.27
11	165.05	126.26	2	70.15
12	174.69	105.56	2	74.9
13	192.86	49.77	4	105.57
14	89.92	81.74	3	20.86
15	182.81	199.63	4	129.55
16	83.37	137.17	7	40.72
17	130.92	135.88	4	47.36
18	189.53	153.94	6	104.52
19	139.72	141.47	2	57.42
Drivers: 11
id	x	y	end	sensitivity
1	28.2	25.9	3	0.64
2	131.06	98.58	2	1.38
3	42.3	88.6	1	0.81
4	69.51	118.63	2	1.76
5	17.62	42.5	2	0.77
6	96.18	22.25	1	0.75
7	151.62	43.68	2	1.27
8	61.8	9	2	1.08
9	153.79	121.87	1	0.54
10	80.89	23.38	2	1.1
11	63.74	106.12	2	1.33
Period: 2
Tasks:15
id	x	y	end	c
20	100.43	88.58	4	11.43
21	156.02	13.85	6	102.76
22	167.43	97.72	4	67.47
23	98.26	118.51	8	18.59
24	9.55	165.76	8	111.83
25	90.89	133.62	4	34.83
26	85.38	52.41	8	49.79
27	142.22	184.05	4	94.06
28	41.04	42.88	4	82.09
29	41.21	77.4	4	62.98
30	148.74	152.65	7	71.75
31	171.28	88.03	7	72.28
32	139.78	129.32	6	49.42
33	42.22	88.16	3	58.98
34	191.34	165.46	3	112.37
Drivers: 8
id	x	y	end	sensitivity
12	31.4	40.32	2	0.75
13	109.52	177.18	2	0.52
14	140.3	190.67	2	1.42
15	167.05	78.64	3	0.8
16	149.9	179.64	3	1.06
17	8.48	101.67	2	0.88
18	166.69	43.79	4	0.85
19	71.47	128.93	3	0.55
Period: 3
Tasks:15
id	x	y	end	c
35	20.81	195.4	6	123.98
36	178.34	39.8	6	98.8
37	1.22	8.99	11	134.31
38	38.25	52.72	3	77.77
39	175.54	63.6	9	83.85
40	41.93	45.3	7	79.78
41	144.91	107.38	5	45.51
42	143.44	63.85	8	56.51
43	180.33	146.1	6	92.62
44	181.76	180.9	5	115.02
45	47.1	164.34	4	83.29
46	18.21	34.27	5	104.93
47	128.08	38.19	7	67.89
48	188.28	14.84	7	122.66
49	181.63	120.51	9	84.17
Drivers: 11
id	x	y	end	sensitivity
20	76.95	182.89	4	1.34
21	104.14	9.64	8	1.98
22	18.81	160.83	5	0.93
23	145.92	9.2	4	1.63
24	118.96	111.51	4	0.95
25	128.95	81.7	4	1.8
26	186.82	182.05	5	0.95
27	151.01	54.87	5	0.63
28	32.58	46.47	3	0.87
29	117.91	61	3	1.54
30	26.47	15.1	3	1.86
Period: 4
Tasks:13
id	x	y	end	c
50	177.6	132.92	6	84.29
51	144.99	50.07	7	67.21
52	84.56	156.94	5	59
53	186.15	38.96	7	105.58
54	129	109.73	9	30.59
55	190.37	14.64	5	124.31
56	198.75	89.32	9	99.33
57	127.67	111.2	9	29.85
58	79.66	170.96	7	73.82
59	191.82	190.74	8	129.09
60	23.5	73.66	6	80.91
61	170.26	183.6	8	109.2
62	9.99	143.73	5	100.07
Drivers: 13
id	x	y	end	sensitivity
31	112	13.5	5	0.59
32	78.47	138.04	4	1.18
33	78.31	175.15	5	1.51
34	122.47	0.33	4	1.7
35	77.97	12.8	6	1.18
36	168.38	63.84	7	1.83
37	132.55	166.4	7	0.68
38	181.03	103.3	6	0.74
39	127.27	169.11	5	0.78
40	51.79	86.53	6	0.73
41	0.83	162.63	6	0.67
42	109.7	107.37	8	1.4
43	198.02	153.42	5	1.67
Period: 5
Tasks:17
id	x	y	end	c
63	58.76	100.73	6	41.25
64	75.48	113.84	9	28.16
65	53.27	179.57	8	92.28
66	131.39	47.9	8	60.83
67	177.78	120.07	8	80.33
68	121.41	99.54	8	21.41
69	22.3	66.25	8	84.71
70	121.51	87.49	6	24.88
71	38.5	109.77	6	62.27
72	150.24	178.86	12	93.5
73	82.28	182.64	10	84.52
74	8.91	96.3	8	91.17
75	178.58	101.67	10	78.6
76	105.37	24.55	5	75.64
77	67.08	71.92	9	43.27
78	67.68	122.84	8	39.58
79	179.98	108.04	8	80.38
Drivers: 12
id	x	y	end	sensitivity
44	72.13	90.3	6	0.95
45	36.52	80.49	7	1.59
46	172.74	45.18	5	1.2
47	62.95	164.53	6	1.31
48	25.95	58.01	5	1.27
49	46.98	135.85	6	0.6
50	42.9	19.52	6	1.68
51	7.34	10.55	6	1.53
52	12.49	142.45	6	0.63
53	128.55	132.87	8	1.14
54	188.93	162.06	7	0.61
55	144.7	185.42	5	1.59
Period: 6
Tasks:18
id	x	y	end	c
80	67.15	110.08	7	34.36
81	52.41	66.18	10	58.38
82	28.02	188.93	10	114.41
83	95.53	171.01	9	71.15
84	5.81	38.76	8	112.35
85	137.3	60.47	11	54.35
86	4.12	91.68	8	96.24
87	151.63	121.92	7	56.09
88	96.98	155.32	8	55.4
89	181.2	25.73	8	110.04
90	177.54	16.28	12	114.11
91	175.16	100.95	10	75.17
92	56.88	121.61	11	48.23
93	194.28	78.25	8	96.76
94	177.89	155.8	10	95.81
95	191.87	143.03	9	101.45
96	15.62	76.21	8	87.67
97	169.3	138.49	9	79.27
Drivers: 6
id	x	y	end	sensitivity
56	88.34	136.7	7	1.46
57	93.84	92.96	7	1.36
58	167.47	80.79	10	1.3
59	20.96	10.79	6	1.92
60	24.11	64.51	8	1.99
61	51.27	18.98	7	1.41
Period: 7
Tasks:13
id	x	y	end	c
98	102.59	59.3	12	40.78
99	148.57	51.15	11	68.89
100	78.37	79.08	11	30.09
101	141.81	23.37	13	87.29
102	140.51	111.76	10	42.18
103	78.88	36.48	8	66.94
104	70.47	71.34	9	41.15
105	94.97	180.86	10	81.02
106	193.42	45	12	108.41
107	77.27	111.9	10	25.66
108	17.95	185.59	10	118.57
109	181.3	75.54	11	84.9
110	15.74	128.87	9	89.07
Drivers: 7
id	x	y	end	sensitivity
62	171.65	3.9	8	1.6
63	5.19	184.8	8	1.49
64	34.51	138.78	8	1.76
65	171.02	126.55	9	0.94
66	133.98	80.7	8	1.25
67	23.27	59.37	8	1.31
68	102.69	3.73	7	1.37
Period: 8
Tasks:19
id	x	y	end	c
111	54.8	0.12	10	109.63
112	112.3	95.16	12	13.22
113	164.6	94.5	11	64.83
114	78.67	96.89	11	21.56
115	24.28	153.26	12	92.58
116	140.6	192.23	13	100.77
117	73.2	193.12	12	96.9
118	1.51	161.7	11	116.22
119	30.49	109.75	11	70.19
120	38.79	139.61	11	72.91
121	197.72	190.97	10	133.51
122	75.77	33.54	10	70.74
123	101.03	138.87	12	38.88
124	175.09	2.96	11	122.7
125	87.58	170.09	10	71.18
126	62.09	148.89	11	61.87
127	51.23	87.24	11	50.41
128	12.68	5.71	9	128.51
129	175.4	0.43	11	124.9
Drivers: 8
id	x	y	end	sensitivity
69	131.62	4.65	10	0.75
70	30.17	121.23	8	1.28
71	83.77	59.63	10	0.66
72	62.88	94.67	10	1.32
73	2.59	12.34	9	1.75
74	71.39	143.97	8	0.97
75	17.08	192.79	9	1.97
76	124.84	86.24	9	0.81
Period: 9
Tasks:19
id	x	y	end	c
130	62.3	126.11	13	45.86
131	162.09	78.4	11	65.74
132	170.04	195.03	13	118.05
133	55.52	11.44	12	99.1
134	96.44	12.25	11	87.82
135	105.74	31.85	11	68.39
136	154.39	122.83	10	58.99
137	131.36	21.05	12	84.95
138	23.6	83.89	9	78.08
139	33.81	53.88	14	80.67
140	132.64	137.68	11	49.85
141	97.66	180.57	10	80.6
142	178.58	13.18	11	117.1
143	56.29	50.62	14	65.95
144	38.55	110.79	12	62.39
145	97.64	165.24	10	65.28
146	25.63	29.54	12	102.45
147	142.21	159.99	15	73.35
148	79.05	48.48	11	55.62
Drivers: 4
id	x	y	end	sensitivity
77	182.79	145.84	9	1.61
78	53.84	43.45	10	1.37
79	19.18	139.9	11	1.96
80	122.63	62.25	10	1.27
Period: 10
Tasks:13
id	x	y	end	c
149	35.56	53.6	11	79.41
150	98.4	97.15	14	3.27
151	9.3	45.23	10	105.95
152	148.18	49.01	11	70.15
153	56.95	152.72	12	68.06
154	129.59	164.82	13	71.25
155	142.25	116.3	10	45.29
156	30.57	60.47	13	79.89
157	124.99	34.8	14	69.83
158	66.25	64.71	12	48.83
159	190.03	114.27	14	91.15
160	182.76	144.8	10	94.11
161	121.13	74.01	16	33.5
Drivers: 7
id	x	y	end	sensitivity
81	189.06	53.32	11	0.61
82	81.74	197.75	11	1.13
83	116.65	111.02	12	1.06
84	17.11	135.27	11	1.86
85	195.78	35.02	12	1.85
86	90.55	86.37	13	1.76
87	27.31	175.87	11	1.79
Period: 11
Tasks:16
id	x	y	end	c
162	95.22	45.7	14	54.51
163	178.2	129.51	15	83.58
164	49.42	196.57	15	109.01
165	49.62	102.02	14	50.42
166	102.37	194.77	13	94.8
167	193.29	179.71	17	122.71
168	90.72	185.88	13	86.38
169	45.7	88.92	15	55.42
170	24.94	118.94	15	77.41
171	152.07	24.78	15	91.48
172	152.76	14.48	15	100.49
173	132.03	63.57	15	48.51
174	149.9	92.28	15	50.49
175	199.87	180.08	13	128.01
176	161.17	49.5	16	79.32
177	186.73	62.43	14	94.52
Drivers: 9
id	x	y	end	sensitivity
88	40.7	147.35	11	0.92
89	61.8	95.96	12	1.51
90	39.58	172.36	12	1.14
91	111.76	110.61	12	1.9
92	186.08	102.72	12	1.2
93	111.83	13.53	12	0.9
94	77.95	89.58	11	0.74
95	80.83	47.95	12	0.56
96	95.63	58.9	11	0.9
Period: 12
Tasks:18
id	x	y	end	c
178	45.05	193.94	15	108.83
179	182.74	180.19	13	115.22
180	161.47	148.06	15	78.03
181	55.3	183.09	16	94.35
182	147.14	95.89	13	47.32
183	144.05	76.6	12	49.88
184	2.21	3.94	14	137.08
185	127.11	164.77	18	70.21
186	48.33	75.72	18	57.09
187	76.46	166.87	19	70.89
188	153.73	53.35	14	71.16
189	107.12	191.97	15	92.25
190	125.19	133.76	17	42.12
191	7.95	111.9	16	92.82
192	42.98	9.99	15	106.55
193	110.84	99.61	15	10.85
194	150.96	47.55	15	73.13
195	70.86	84.48	16	33.02
Drivers: 9
id	x	y	end	sensitivity
97	61.15	194.59	13	0.89
98	160.96	113.63	14	1.25
99	105.43	106.1	13	1.42
100	103.63	99.93	13	1.35
101	96.89	37.34	14	1.61
102	94.29	118.79	13	1.85
103	35.96	196.03	13	1.25
104	158.13	43.97	12	0.97
105	137.59	198.3	14	0.67
Period: 13
Tasks:17
id	x	y	end	c
196	159.39	10.57	15	107.35
197	5.39	57.88	19	103.56
198	99.34	17.15	22	82.85
199	192.23	25.39	19	118.63
200	123.42	177.5	14	80.96
201	15.72	57.36	14	94.45
202	198.99	116.68	15	100.39
203	100.09	18.35	18	81.65
204	27.17	67.92	16	79.58
205	119.72	84.88	21	24.85
206	178.04	84.38	17	79.59
207	77.33	138.59	14	44.76
208	142.86	177.73	17	88.76
209	43.29	95.41	17	56.9
210	191.07	92.97	16	91.34
211	65.63	11.9	20	94.57
212	23.34	156.13	15	95.01
Drivers: 13
id	x	y	end	sensitivity
106	92.65	129.86	14	1.16
107	197.11	164.28	14	1.89
108	167.6	153.34	13	1.85
109	9.65	25.5	14	1.42
110	6.91	85.62	16	1.29
111	44.03	171.4	14	1.66
112	32.68	21.37	15	1.13
113	62.21	153.36	14	0.76
114	163.38	27.16	13	1.43
115	159.41	47.47	13	1.03
116	144.14	151.31	15	0.94
117	5.06	117.07	13	1.13
118	4.64	109.6	13	1.62
Period: 14
Tasks:13
id	x	y	end	c
213	18.11	101.98	17	81.91
214	46.87	130.89	18	61.46
215	166.87	26.69	21	99.23
216	132.64	24.77	18	82.01
217	184.73	150.97	14	98.88
218	168.16	181.67	15	106.38
219	138.64	61.43	15	54.6
220	69.46	113.6	15	33.43
221	155.65	101.84	18	55.68
222	196.82	167.78	24	118.19
223	86.5	187.09	16	88.13
224	81.6	109.07	18	20.51
225	180	82.85	15	81.82
Drivers: 12
id	x	y	end	sensitivity
119	37.95	57.48	14	1.32
120	118.29	78.53	16	1.75
121	40.24	121.88	15	1.21
122	145.69	158.85	14	1.57
123	183.01	160.07	15	1.24
124	84.25	177.38	14	1.26
125	89.57	60.9	14	1.68
126	61.5	190.88	14	1.13
127	58.93	103.54	14	0.87
128	54.9	14.74	15	1.53
129	16.32	69.03	14	1.84
130	92.47	36.62	16	0.54
Period: 15
Tasks:13
id	x	y	end	c
226	39.4	74.97	18	65.57
227	127.85	12.37	19	91.95
228	95.04	24.72	18	75.44
229	147.45	32.65	17	82.39
230	168.26	49.92	17	84.66
231	92.4	184	17	84.34
232	126.78	25.67	18	79.01
233	90.57	32.08	18	68.57
234	170.08	83.02	20	72.11
235	63.87	111.19	20	37.82
236	100.68	11.69	18	88.31
237	60.62	169.99	19	80.31
238	188.54	93.38	17	88.79
Drivers: 17
id	x	y	end	sensitivity
131	10.55	123.28	16	1.84
132	50.27	177.08	17	0.61
133	162.77	199.28	17	1.77
134	178.27	146.32	15	1.14
135	91.93	124.68	17	1.32
136	46.91	10.52	16	0.76
137	169.9	34.61	16	1.97
138	11.9	71.51	18	1.17
139	137.45	35.2	16	0.93
140	49.9	136.39	19	1.13
141	125.81	110.04	19	1.08
142	44.43	82.76	18	0.53
143	109.94	16.44	15	1.76
144	14.04	0.81	15	1.25
145	128.1	179.25	16	0.55
146	186.57	180.88	16	1.34
147	84.39	150	17	0.67
Period: 16
Tasks:14
id	x	y	end	c
239	7.36	1.37	18	135.31
240	141.36	3.36	19	105.12
241	100.98	34.71	21	65.3
242	42.1	183.29	20	101.44
243	48.27	82.97	17	54.46
244	90.66	45.39	21	55.4
245	86.43	138.76	18	41.07
246	105.52	174.81	18	75.01
247	123.86	56.88	20	49.28
248	35.51	187.72	21	108.87
249	34.22	161.9	18	90.33
250	84.74	100.1	18	15.26
251	153.48	170.11	23	88.18
252	190.79	53.75	16	101.89
Drivers: 11
id	x	y	end	sensitivity
148	147.38	124.67	16	1.76
149	172.31	11.56	16	1.73
150	38.5	124.59	17	1.02
151	65.56	14.34	16	1.82
152	140.82	113.97	17	0.76
153	88.4	134.59	17	1.37
154	193.5	12.38	16	1.85
155	199.94	47.74	18	1.73
156	78.54	147.54	16	1.86
157	159.93	132.68	16	0.9
158	52.98	128.65	16	0.7
Period: 17
Tasks:10
id	x	y	end	c
253	139.08	69.35	24	49.67
254	183.14	42.61	23	101.02
255	171.29	71	20	76.96
256	86.32	131.48	20	34.32
257	5.39	59.4	18	102.95
258	96.39	174.15	19	74.24
259	2.17	52.32	19	108.83
260	107.76	52.62	21	48.01
261	109.19	135.5	20	36.67
262	144.38	154.17	20	70.03
Drivers: 15
id	x	y	end	sensitivity
159	169.53	125.73	18	1.9
160	66.38	100.93	18	1.6
161	3.31	131.72	18	1.02
162	103.18	41.7	17	0.85
163	66.87	110.01	18	1.49
164	167.67	97.65	18	1.32
165	95.89	3.61	19	0.87
166	40.6	128.67	17	1.6
167	126.38	196.43	20	1.26
168	105.9	143.6	18	0.87
169	151.75	76.78	18	1.88
170	197.95	116.96	17	1.92
171	71.95	22.25	18	1.12
172	136.37	33.35	17	1.28
173	88.2	164.51	17	1.36
Period: 18
Tasks:17
id	x	y	end	c
263	58.57	110.67	18	42.78
264	79.26	178.56	20	81.25
265	57.16	134.05	21	54.72
266	65.95	86.58	19	36.6
267	89.58	42.06	20	58.87
268	126.33	85.4	20	30.11
269	186.45	154.94	23	102.43
270	81.21	123.08	20	29.76
271	105.7	167.67	20	67.91
272	142.26	193.27	23	102.4
273	113.09	89.74	23	16.63
274	131.63	52.51	23	57.06
275	170.44	174.17	20	102.29
276	158.47	144.19	20	73.29
277	119.55	143.18	21	47.4
278	68.03	135.43	22	47.72
279	17.52	177.13	21	112.92
Drivers: 14
id	x	y	end	sensitivity
174	77.48	152.45	20	1.93
175	127.23	173.13	19	0.66
176	167.48	174.21	18	1.41
177	48.92	5.83	20	1.23
178	183.36	197.86	19	1.22
179	140.48	59.67	19	1.79
180	138.15	56.92	18	1.5
181	129.25	135.41	19	0.57
182	68.72	182.68	20	1.97
183	82.22	7.05	19	1.2
184	169.7	47.89	19	0.54
185	96.06	6.47	19	1.54
186	80.14	118.43	18	1.4
187	25.28	174	18	1.45
