Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:13
id	x	y	end	c
1	174.66	9.66	5	117.2
2	173.49	4.67	2	120.37
3	56.25	62.94	2	57.34
4	162.53	29.85	3	93.97
5	43.05	62.62	2	68.12
6	143.59	126.2	3	50.86
7	173.62	55.17	8	86.2
8	154.07	179.15	2	95.86
9	146.79	140.17	3	61.67
10	194.84	61.22	5	102.46
11	26.91	130.59	1	79.23
12	49.63	169.96	3	86.21
13	42.56	18.58	3	99.64
Drivers: 10
id	x	y	end	sensitivity
1	168.21	163.34	1	0.82
2	165.98	174.36	3	0.83
3	66.16	102.17	2	0.66
4	197.6	150.31	1	1.88
5	41.97	50.39	2	1.05
6	30.27	132.67	6	1.52
7	175.94	83.68	3	1.49
8	97.29	114.02	2	1.01
9	142.26	164.33	3	1.02
10	20.57	155.57	7	1.4
Period: 2
Tasks:16
id	x	y	end	c
14	175.46	65.93	2	82.79
15	197.91	97.97	3	97.93
16	128.98	108.01	5	30.07
17	132.84	151.42	2	61.01
18	9.09	31.07	4	114.09
19	114.59	151.98	5	53.99
20	30.94	195.2	5	117.61
21	57.95	170.06	2	81.71
22	137.25	65.73	6	50.62
23	62.16	156.47	3	67.98
24	171.82	99.65	3	71.82
25	86.85	76.91	5	26.57
26	71.82	134.23	4	44.34
27	82.11	89.95	4	20.52
28	76.71	12.01	4	91.02
29	76.04	26.42	4	77.38
Drivers: 12
id	x	y	end	sensitivity
11	64.16	39.45	2	0.84
12	129.13	160.75	2	1.18
13	28.9	187.73	2	0.86
14	172.5	196.65	7	0.93
15	153.75	76.75	4	1.36
16	89.05	136.9	2	0.69
17	143.83	189.24	5	1.95
18	72.97	149.76	2	1.94
19	119.92	92.55	4	1.55
20	119.41	126.88	5	1.38
21	48.34	92.89	3	1.13
22	124.32	135.02	5	0.81
Period: 3
Tasks:16
id	x	y	end	c
30	197.12	49.35	4	109.53
31	186.79	193.94	8	127.9
32	40.45	161.71	3	85.76
33	82.13	108.41	3	19.75
34	100.7	170.59	7	70.59
35	142.36	181.99	7	92.29
36	130.73	177.02	5	82.92
37	140.85	183.78	4	93.21
38	109.3	87.31	6	15.73
39	70.36	71.49	4	41.13
40	2.1	44.68	9	112.45
41	94.61	41.57	5	58.68
42	48.19	174.88	3	91.06
43	81.22	57.97	5	46.03
44	112.06	186.03	4	86.87
45	48.67	29.87	5	86.91
Drivers: 20
id	x	y	end	sensitivity
23	144.76	109.32	6	1.11
24	100.69	75.52	4	1.17
25	136.32	46.88	5	1.15
26	31.88	67.36	6	1.88
27	105.56	17.78	4	0.56
28	176.04	17.38	4	1.66
29	117.16	196.97	7	1.05
30	166.5	10.62	6	0.6
31	183.75	30.05	7	0.72
32	126.43	51.48	5	0.62
33	168.76	109.57	5	1.63
34	123.54	107.73	7	1.17
35	110.79	112.92	3	0.8
36	124.3	30.73	3	0.72
37	86.23	74.85	5	1.31
38	4.19	122.42	5	1.24
39	178.81	140.82	5	1.89
40	36.11	69.54	5	1.7
41	148.3	88.95	4	1.53
42	106.81	165.06	5	1.01
Period: 4
Tasks:16
id	x	y	end	c
46	117.37	73.42	8	31.75
47	75.62	121.24	7	32.33
48	112.34	187.36	5	88.23
49	104.38	184.02	4	84.13
50	187.5	175.71	6	115.71
51	22.61	102.88	5	77.44
52	98.39	24.38	7	75.64
53	64.19	56.28	5	56.51
54	4.55	7.96	4	132.6
55	20.61	125.93	5	83.52
56	43.49	142.93	7	70.97
57	147.82	167.75	5	82.93
58	89.26	173.76	5	74.54
59	158.39	169.24	9	90.57
60	27.79	26.34	7	103.15
61	79.63	122.37	9	30.25
Drivers: 21
id	x	y	end	sensitivity
43	58.35	163.72	6	1.24
44	163.1	189.2	6	1.92
45	103.88	36.34	5	0.74
46	15.15	129.98	9	1.93
47	145.86	38.78	6	0.86
48	189.78	1.52	9	1.94
49	90.16	26.38	6	0.84
50	155.39	157.55	6	1.06
51	121.48	137.9	6	1.17
52	49.27	144.9	6	1.7
53	127.2	45.63	5	1.75
54	159.97	191.91	6	0.78
55	198.07	31.4	4	0.93
56	48.68	27.48	10	1.44
57	131.13	57.1	6	1.88
58	104.86	157.24	8	0.8
59	172.08	168.92	6	1.35
60	184.92	191.09	5	1.05
61	113.44	69.75	5	0.84
62	119.41	190.61	6	0.66
63	65.32	151.77	5	0.7
Period: 5
Tasks:14
id	x	y	end	c
62	166.46	168.62	7	95.53
63	151.2	162.61	7	80.88
64	20.07	71.87	9	84.74
65	149.96	157.8	6	76.4
66	60.53	106.77	6	40.05
67	182.17	110.39	10	82.82
68	59.69	144.82	8	60.28
69	80.32	79.9	9	28.13
70	4.47	62.18	10	102.74
71	108.76	181.16	5	81.63
72	171.55	89.79	6	72.27
73	139.93	62.26	7	54.94
74	116.01	44.22	8	58.03
75	155.22	9.12	5	106.34
Drivers: 17
id	x	y	end	sensitivity
64	0.79	6.08	8	0.76
65	33.88	26.32	6	1.38
66	104.21	100.3	7	1.64
67	146.97	25.69	8	0.63
68	27.58	130.3	7	0.87
69	48.66	113.75	7	0.95
70	163.87	152.35	9	1.44
71	56.59	25.4	7	1.92
72	108.29	43.09	6	0.84
73	47.65	6.2	6	1.72
74	139.79	79.59	6	1.75
75	29.7	20	5	1.14
76	61.75	64.15	6	1.55
77	124.95	119.49	5	0.54
78	25.56	91.77	6	0.96
79	66.26	86.92	7	1.98
80	161.2	156.19	7	0.55
Period: 6
Tasks:15
id	x	y	end	c
76	111.21	153.6	7	54.76
77	37.51	41.41	6	85.66
78	116.44	174.53	7	76.32
79	195.22	99.03	6	95.22
80	65.1	145.25	6	57.15
81	71.02	82.31	6	33.95
82	164.54	149.67	9	81.44
83	146.74	122.7	6	51.96
84	26.74	59.56	8	83.68
85	9.08	51.68	7	102.96
86	94.84	29.6	6	70.59
87	105.86	147.72	9	48.08
88	27.03	19.42	6	108.71
89	124.4	80.78	8	31.06
90	55.56	129.06	10	53.1
Drivers: 20
id	x	y	end	sensitivity
81	130.18	165.72	8	1.48
82	141.54	150.62	8	0.6
83	75.64	185.07	9	1.45
84	187.34	103.12	8	0.81
85	34.37	80.08	8	1.13
86	97.07	92.55	8	1.73
87	132.62	98.83	10	0.52
88	150.11	101.67	7	1.82
89	171.48	127.25	8	0.75
90	177.7	59.15	8	1.85
91	111.7	62.78	9	1.75
92	190.12	48.36	8	1.4
93	119.77	183.04	9	1.99
94	57.47	148.31	9	0.59
95	17.25	49.49	7	1.99
96	9.39	135.36	9	0.51
97	171.19	26.68	6	0.76
98	129.99	92.09	7	0.63
99	80.02	73.85	8	1.36
100	47.16	92.42	7	1.8
Period: 7
Tasks:18
id	x	y	end	c
91	56.38	0.41	9	108.72
92	193.01	114.93	7	94.2
93	75.63	116.57	8	29.47
94	35.71	125.53	7	69.17
95	108.56	147.53	8	48.29
