Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 5
Driver Average Time: 3
Period: 1
Tasks:19
id	x	y	end	c
1	72	158.11	4	64.5
2	123.77	32.92	5	71.17
3	76.38	122.77	3	32.81
4	38.15	5.03	3	113.33
5	28.88	123.27	4	74.83
6	38.85	133.19	4	69.58
7	55.23	12.87	3	97.96
8	47.74	44.4	2	76.31
9	10.93	150.04	3	102.16
10	3.37	58.42	2	105.2
11	29.13	5.31	4	118.27
12	151.44	125.88	1	57.58
13	112.78	80.55	3	23.27
14	5.07	160.42	2	112.53
15	19.31	12.65	3	118.92
16	113.08	163.53	1	64.86
17	87.34	61.34	3	40.68
18	199.83	170.2	3	122.04
19	197.71	162.88	3	116.19
Drivers: 6
id	x	y	end	sensitivity
1	52.36	67.68	5	1.15
2	41.46	6.05	3	1.78
3	5.41	164.82	4	1.1
4	148.27	104.91	5	1.41
5	193.24	92.94	3	1.21
6	118	162.81	3	0.94
Period: 2
Tasks:18
id	x	y	end	c
20	71.94	5.24	2	98.83
21	44.15	62.36	4	67.35
22	44.21	160.51	3	82.3
23	188.61	81.8	3	90.46
24	53.35	180	3	92.61
25	198.52	28	3	122.03
26	68.51	185.38	6	91
27	58.49	89.96	7	42.71
28	101	156.19	4	56.2
29	140.5	27.06	4	83.43
30	189.8	112.28	2	90.64
31	149.75	11.42	4	101.59
32	100.03	27.17	2	72.83
33	85.92	8.25	3	92.82
34	4.15	166.22	3	116.5
35	111.37	165.44	7	66.42
36	177.85	8.67	4	120.01
37	152.9	56.21	5	68.67
Drivers: 11
id	x	y	end	sensitivity
7	130.62	196.62	5	1.8
8	176.8	195.13	3	0.94
9	3.35	36.52	4	1.98
10	182.57	109.73	6	1.25
11	142.76	178.95	5	1.63
12	74.06	0.49	5	0.61
13	143.47	173.58	5	1.6
14	154.42	172.57	5	0.9
15	99.34	50.79	2	1.02
16	168.23	117.37	4	1.62
17	143.82	21.15	4	1.64
Period: 3
Tasks:15
id	x	y	end	c
38	4.28	9.83	4	131.5
39	193.12	104.28	5	93.22
40	119.72	198.37	5	100.33
