Periods: 100
Task Arrival Rate: 15
Task Average Time: 1
Driver Arrival Rate: 15
Driver Average Time: 1
Period: 1
Tasks:14
id	x	y	end	c
1	22.55	16.68	1	113.76
2	197.39	131.49	2	102.35
3	80.92	112.87	4	23.01
4	178.85	189.35	2	119.17
5	183.38	76.89	2	86.52
6	89.4	101.65	2	10.73
7	179.8	195.13	2	124.17
8	171.94	20.26	2	107.4
9	189.02	141.74	3	98.32
10	73.83	108.01	1	27.37
11	109.94	193.49	3	94.02
12	183.92	117.85	1	85.8
13	98.61	100.92	3	1.67
14	140.98	55.59	2	60.43
Drivers: 11
id	x	y	end	sensitivity
1	40.21	126.05	1	1.51
2	186.8	151.84	1	1.85
3	13.62	28.45	3	1.31
4	0.81	117.25	2	1.88
5	52.14	27.29	3	1.58
6	13.56	51.64	3	1.77
7	84.41	143.37	1	1.24
8	137.49	184.55	3	0.99
9	55.48	199.77	5	1.29
10	4.88	33.47	1	0.85
11	123.38	50.04	3	0.94
Period: 2
Tasks:13
id	x	y	end	c
15	134.07	188.55	4	94.88
16	114.05	30.89	2	70.52
17	140.5	5.12	4	103.16
18	182.75	64.3	3	90.12
19	108.48	60.9	4	40.01
20	184.06	25.15	4	112.55
21	2.12	145.03	2	107.74
22	158.04	132.19	2	66.37
23	40.88	32.12	4	90.02
24	18.13	193.34	3	124.16
25	65.5	83.98	3	38.04
26	51.4	127.24	4	55.71
27	169.44	59.76	3	80.26
Drivers: 10
id	x	y	end	sensitivity
12	115.81	105.96	2	0.53
13	7.51	26.84	3	0.54
14	199.42	0.51	5	0.51
15	18.8	41.62	4	0.88
16	110.42	29.62	2	1.69
17	110.25	111.69	2	1.55
18	73.02	59.35	3	1.12
19	101.03	151.39	2	0.79
20	189.28	170.57	2	1.14
21	103.96	69.13	2	0.84
Period: 3
Tasks:13
id	x	y	end	c
28	0.3	148.67	3	110.95
29	83.01	128.93	3	33.55
30	92.46	147.56	4	48.15
31	191.92	91.95	6	92.27
32	99.87	66.61	3	33.39
33	149.35	145.85	3	67.36
34	133.33	178.88	4	85.63
35	42.36	34.16	5	87.51
36	114.83	51.14	4	51.06
37	30.38	122.83	3	73.27
38	4.1	88.3	3	96.61
39	58.41	101.17	4	41.61
40	45.11	136.48	3	65.91
Drivers: 21
id	x	y	end	sensitivity
22	58.32	30.51	4	0.89
23	55.87	165.92	4	1.97
24	73.42	117.72	4	1.66
25	10.61	95.49	4	1.5
