Periods: 100
Task Arrival Rate: 15
Task Average Time: 3
Driver Arrival Rate: 10
Driver Average Time: 1
Period: 1
Tasks:15
id	x	y	end	c
1	95.59	81.96	5	18.57
2	164.66	146.91	4	79.88
3	14.17	57.23	3	95.9
4	81.91	12.9	5	88.96
5	92.31	117.84	2	19.43
6	70.09	151.62	1	59.66
7	99.03	61.29	4	38.72
8	63.58	146.61	3	59.15
9	22.94	61.41	2	86.18
10	131.78	124	6	39.82
11	125.03	69.43	6	39.51
12	177.18	168.26	4	103.03
13	173.73	133.15	2	80.84
14	60	128.03	2	48.84
15	52.36	41.13	2	75.73
Drivers: 14
id	x	y	end	sensitivity
1	105.93	45.95	3	1.55
2	106.35	157.99	1	1.6
3	90.59	57.5	1	0.65
4	3.68	102.64	2	1.76
5	50.87	93.17	2	0.5
6	69.91	68.93	2	1.19
7	47.29	171.06	3	0.66
8	33.41	147.58	2	1.47
9	39.7	159.34	2	1.43
10	183.65	62.27	1	0.91
11	177.87	161.65	3	1.85
12	114.39	61.42	3	1.15
13	1.25	128.41	3	1.33
14	160.06	116.71	1	1.04
Period: 2
Tasks:12
id	x	y	end	c
16	155.35	188.99	4	104.8
17	87.46	24.42	5	76.61
18	187.35	151.36	3	101.33
19	155.77	187.7	5	103.93
20	197.15	171.99	5	120.92
21	61.43	103.71	4	38.75
22	84.05	179.35	7	80.94
23	49.76	39.78	3	78.43
24	113.25	145	7	46.91
25	155.85	66.03	3	65.37
26	22.72	80.14	6	79.79
27	91.11	20.24	2	80.25
Drivers: 8
id	x	y	end	sensitivity
15	84.15	135.89	3	0.9
16	43.74	148.81	2	1.43
17	168.87	171.45	4	1.33
18	177.99	135.45	3	1.08
19	104.84	104.09	2	1.42
20	158.49	28.2	2	1.69
21	146.92	155.95	3	1.57
22	149.19	2.7	3	1.86
Period: 3
Tasks:19
id	x	y	end	c
28	163.83	149.92	8	81.03
29	92.52	83.24	4	18.35
30	49.7	3.72	7	108.63
31	25.99	56.37	11	85.91
32	147.52	197.85	13	108.78
33	147.94	188.82	7	100.93
34	167.82	162.95	5	92.53
35	106.22	27.36	7	72.91
36	54.32	77.19	6	51.06
37	196.57	166.24	8	117.1
38	191.32	177.66	6	119.88
39	95.2	59.25	4	41.03
40	110.07	6.62	5	93.92
41	125.68	117.9	3	31.3
42	168.32	132.33	7	75.58
43	158.54	179.94	6	99.08
44	168.79	112.79	5	69.97
45	125.84	45.47	5	60.34
46	63.41	35.56	8	74.1
Drivers: 14
id	x	y	end	sensitivity
23	129.97	13.29	5	0.7
24	89.94	125.14	3	1.47
25	88	160.6	4	0.99
26	187.09	113.93	3	0.72
27	161.48	3.16	3	1.89
28	130.07	63.26	3	1.46
29	147.95	149.88	4	1.64
30	80.17	79.34	4	1.94
31	28.77	192.39	5	1.55
32	14.27	56.36	5	1.49
33	158.72	79.57	4	1.83
34	4.08	74.39	4	1.5
35	197.57	5.25	3	0.7
36	77.35	62.79	5	1.26
Period: 4
Tasks:11
id	x	y	end	c
47	114.83	164.85	6	66.52
48	156.65	117.43	8	59.27
49	5.98	97.37	6	94.06
50	99.19	43.58	6	56.43
51	94.5	23.77	10	76.43
52	34.14	30.04	9	96.08
53	108.92	96.42	7	9.61
54	148.31	89.36	8	49.47
55	145.14	163.86	10	78.2
56	48.29	146.65	6	69.64
57	132.25	32.8	9	74.54
Drivers: 9
id	x	y	end	sensitivity
37	187.48	166.94	6	1.16
38	47.65	187.8	4	0.95
39	189.28	88.62	4	1.45
40	133.1	117.91	5	1.98
41	25.3	60.29	5	1.56
42	96.97	108.82	4	1.27
43	74.47	158.09	4	1.02
44	70.14	24.97	5	1.02
45	119.55	18.9	4	1.11
Period: 5
Tasks:10
id	x	y	end	c
58	92.11	108.42	10	11.54
59	34.87	98.74	7	65.14
60	76.84	102.27	7	23.27
61	177.41	6.98	7	121.02
62	2.36	89.45	7	98.21
63	59.22	112.55	8	42.67
64	72.65	60.36	7	48.16
65	150.3	140.39	10	64.51
66	78.29	187.36	7	90.02
67	185.84	169.14	8	110.22
Drivers: 15
id	x	y	end	sensitivity
46	168.63	34.55	7	1.26
47	90.46	138.99	5	1.1
48	136.02	151.63	5	1.36
49	184.99	61	5	1.04
50	85.35	105.4	5	1.02
51	32.08	158.13	5	1.04
52	153.28	89.96	7	1.17
53	119.35	86.61	6	1.66
54	135.7	142.53	9	1.8
55	94.23	112.21	6	1.58
56	145.74	160.41	6	1.76
57	83.82	100.41	6	1.03
58	5.06	56.54	5	0.86
59	144.68	121.16	5	0.75
60	124.83	171.94	6	1.06
Period: 6
Tasks:15
id	x	y	end	c
68	148	120.38	11	52.15
69	116.59	60.22	9	43.1
70	37.82	72.26	7	68.09
71	155.86	46.71	7	77.2
72	17.12	117.14	8	84.63
73	4.82	132.55	10	100.59
74	174.35	77.79	7	77.6
75	35.03	42.29	9	86.9
76	65.04	17.92	8	89.22
77	114.59	175.51	9	76.91
78	18.34	196	7	126.03
79	46.17	173.64	11	91.22
80	160.84	172.72	8	94.81
81	114.4	94.61	9	15.38
82	162.93	110.29	7	63.77
Drivers: 18
id	x	y	end	sensitivity
61	198.89	102.78	7	1.68
62	132.46	138.98	7	1.12
63	115.02	15.04	7	1.21
64	73.89	187.71	6	1.29
65	5.75	92.28	9	1.29
66	126.3	5.53	8	1.56
67	10.77	174.32	8	1.62
68	157.52	53.47	9	1.11
69	150.83	176.17	7	1.38
70	92.09	178.74	7	0.91
71	147.57	40.53	7	1.54
72	50.85	171.55	6	1.77
73	40.55	92.5	6	1.75
74	191.63	86.61	6	1.5
75	136.3	82.91	7	1.65
76	168.77	90.55	7	1.96
77	149.66	92.67	8	1.18
78	57.49	74.72	8	1.26
Period: 7
Tasks:16
id	x	y	end	c
83	82.32	55.9	9	47.51
84	180.83	138.96	12	89.73
85	124.64	130.93	10	39.54
86	1.02	131.91	12	104
87	137.64	137.71	9	53.28
88	116.69	126.22	11	31.08
89	86.09	24.29	12	76.98
90	64.41	162.59	9	72
91	51.98	179.3	11	92.71
92	19.42	41.95	10	99.31
93	66.59	113.85	9	36.17
94	138.02	154.71	11	66.62
95	106.94	94.3	7	8.98
96	9.96	24.71	9	117.37
97	108.99	64.57	11	36.55
98	62.32	68.63	9	49.03
Drivers: 8
id	x	y	end	sensitivity
79	119.95	8.55	8	1.34
80	83.31	193.32	8	1.45
81	87.94	45.48	8	2
82	186.47	81.62	8	1.85
83	3.93	114.3	8	1.8
84	75.05	54.08	8	1.74
85	106.59	71.37	8	1.57
86	119.07	5.99	8	1.17
Period: 8
Tasks:15
id	x	y	end	c
99	92.38	83.29	11	18.37
100	65.35	153.82	9	64.01
101	100.21	193.48	10	93.48
102	29.13	11.24	11	113.58
103	18.51	127.03	13	85.86
104	164.4	25.81	13	98.24
105	192.86	148.51	11	104.77
106	90.38	176.28	10	76.88
107	96.32	149.83	13	49.97
108	106.53	142.55	11	43.05
109	153.96	150.03	12	73.58
110	171.67	33.6	10	97.7
111	72.71	13.38	12	90.82
112	105.67	168.73	13	68.96
113	103.29	60.56	8	39.58
Drivers: 10
id	x	y	end	sensitivity
87	151.39	99.42	9	1.5
88	131.16	71.72	8	1.77
89	160.25	117.83	9	1.98
90	180.32	191.4	8	1.48
91	119.39	134.75	10	0.83
92	90.17	144.11	8	1.52
93	111.96	172.36	9	1.95
94	15.42	44.1	8	1.52
95	24.33	138.21	8	1.28
96	5.5	82.47	9	1.58
Period: 9
Tasks:20
id	x	y	end	c
114	149.33	68.43	14	58.57
115	117.06	183.05	12	84.78
116	41.3	197.28	13	113.62
117	170.41	49.43	12	86.69
118	176.41	187.69	14	116.31
119	79.62	158.2	14	61.67
120	114.02	136.96	12	39.53
121	144.96	54.67	9	63.85
122	175.63	185.73	14	114.32
123	144.36	91.34	11	45.2
124	108.27	152.25	12	52.9
125	70.14	143.76	12	52.98
126	35.81	97.28	13	64.25
127	36.26	184.28	13	105.67
128	80.21	180.41	14	82.81
129	10.33	98.26	14	89.69
130	70.23	71.16	12	41.45
131	52.34	15.22	12	97.26
132	129.81	141.98	13	51.49
133	8.93	179.31	11	120.76
Drivers: 8
id	x	y	end	sensitivity
97	105.08	39.62	10	0.53
98	191.22	12.79	9	0.96
99	104.61	107.79	9	1.39
100	111.93	121.58	10	0.98
101	113.72	81.08	10	0.93
102	82.47	26.64	9	0.85
103	65.4	85.09	9	1.43
104	121.32	49.85	10	0.65
