Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 5
Driver Average Time: 1
Period: 1
Tasks:19
id	x	y	end	c
1	76.42	75.61	1	33.92
2	120.26	191.83	2	94.04
3	126.84	119.25	2	33.03
4	92.61	19.6	2	80.74
5	132.35	126.46	2	41.79
6	180.19	75.45	4	83.86
7	61.77	60.99	3	54.62
8	142.72	93.63	3	43.19
9	141.07	25.98	4	84.65
10	151.9	58.28	1	66.59
11	119.77	64.68	3	40.48
12	184.81	146.49	1	96.72
13	96.37	115.73	2	16.14
14	151.34	14.9	3	99.39
15	129.66	19.85	1	85.46
16	115.67	30.01	4	71.72
17	4.42	194.69	1	134.54
18	109.01	130.28	1	31.59
19	4.33	29.21	3	119.01
Drivers: 5
id	x	y	end	sensitivity
1	119.56	41.83	1	0.58
2	121.16	11.98	1	1.19
3	62.95	148.68	2	1.75
4	118.58	157.42	1	1.89
5	36.43	164.69	3	1.57
Period: 2
Tasks:18
id	x	y	end	c
20	40.06	103.66	3	60.05
21	134.15	67.42	4	47.2
22	59.11	147.22	3	62.46
23	74.38	31.81	6	72.84
24	160.25	19.88	2	100.25
25	191.55	104.31	2	91.65
26	34.37	11.62	3	110.08
27	31.12	86.95	3	70.11
28	30	170.02	4	99.01
29	62.34	191.78	3	99.21
30	80.78	79.23	2	28.3
31	3.59	43.02	4	111.99
32	132.69	162.34	3	70.39
33	145.15	147.2	5	65.32
34	4.05	50.73	6	107.86
35	84.1	127.83	7	32.05
36	66.44	67.37	3	46.81
37	170.28	188.14	6	112.73
Drivers: 9
id	x	y	end	sensitivity
6	123.81	126.31	3	1.68
7	148.91	94.79	2	1
8	158.13	25.26	3	0.54
9	154.22	98.83	2	1.82
10	177.88	12.51	4	0.68
11	15.3	165.1	3	0.79
12	170.76	22.75	3	0.98
13	59.73	98.38	3	1.5
14	24.93	70.94	2	0.51
Period: 3
Tasks:21
id	x	y	end	c
38	100.07	52.46	4	47.54
39	107.5	77.06	6	24.13
40	195.65	26.92	6	120.37
41	114.22	37.43	6	64.17
42	161.44	161.99	4	87.28
43	50.86	31.33	7	84.44
44	153.23	87.46	5	54.69
45	161.78	46.63	4	81.64
46	120.86	75.37	3	32.28
47	41.79	165	4	87.25
48	59.27	145.51	6	61.07
49	67.88	130.81	4	44.51
50	114.73	41.82	5	60.02
51	146.94	135.15	6	58.64
52	0.24	2.31	6	139.63
53	9.06	132.21	9	96.48
54	65.24	184.81	6	91.66
55	8.17	20.67	5	121.35
56	53.82	89.47	7	47.37
57	165.12	198.05	6	117.7
58	118.09	120.56	4	27.39
Drivers: 6
id	x	y	end	sensitivity
15	4.31	87.61	5	0.85
16	137.82	78.44	3	1.04
17	175.92	56.85	3	0.97
18	134.62	156.76	4	1.02
19	196.75	62.59	5	0.74
20	10.66	10.71	5	1.3
Period: 4
Tasks:22
id	x	y	end	c
59	73.89	59.54	4	48.15
60	183.79	129.74	7	88.91
61	160.92	10.08	6	108.61
62	157.31	73.43	6	63.17
63	96.44	9.45	5	90.62
64	160.13	196.41	9	113.62
65	121.82	61.93	7	43.88
66	113.9	82.37	6	22.45
67	183.73	128.43	8	88.42
68	192.78	129.06	6	97.22
69	36.42	125.35	6	68.45
70	191.54	188.07	5	127.03
71	45.48	128.67	8	61.6
72	63.71	103.07	5	36.42
73	74.48	132.68	7	41.46
74	145.5	191.12	8	101.85
75	155.1	43.82	4	78.69
76	132.12	148.42	5	58.1
77	159.39	78.63	5	63.12
78	151.47	83.53	6	54.04
79	87.35	23.06	9	77.97
80	145	90.73	6	45.94
Drivers: 4
id	x	y	end	sensitivity
21	152.23	47.45	4	0.9
22	180.11	39.03	5	1.47
23	73.21	193.86	5	0.7
