NUM_DRIVERS: 50
NUM_TASKS: 100
PENALTY: 0%
UTILITY: 50%
DRIVERS
ID             X              Y              
1              134.66         133.05         
2              181.9          147.55         
3              26.98          29.67          
4              104.89         90.85          
5              127.22         90.98          
6              54.13          50.64          
7              7.27           198.36         
8              10.06          189.69         
9              101.2          108.1          
10             114.8          164.4          
11             88.01          70.59          
12             65.29          147.55         
13             64.09          86.1           
14             180.88         81.71          
15             5.53           77.72          
16             149.44         131.08         
17             69.18          134.53         
18             120.04         162.85         
19             162.25         9.8            
20             157.86         167.59         
21             83.75          83.63          
22             126.54         30.93          
23             174.85         190.99         
24             10.59          57.02          
25             54.05          120.58         
26             166.02         129.83         
27             20.96          155.84         
28             115.71         185.02         
29             87.21          23.97          
30             94.57          104.5          
31             84.2           98.05          
32             75.3           158.41         
33             163.41         187.01         
34             43.8           58.45          
35             160.61         3.68           
36             191.86         28.68          
37             153.04         79.52          
38             3.54           79.78          
39             77.22          66             
40             185.09         192.28         
41             197.88         43.32          
42             162.89         76.64          
43             100.95         80.07          
44             176.52         16.07          
45             34.82          171.76         
46             42.86          79.58          
47             120.06         86.95          
48             106.04         11.11          
49             196.97         62.33          
50             121.67         7.54           
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              43.19          108.6          57.4573        57.4573        
2              12.63          111.77         88.1592        88.1592        
3              104.37         157.39         57.5561        57.5561        
4              100.72         129.22         29.2289        29.2289        
5              24.1           94.22          76.1198        76.1198        
6              17.46          113.91         83.7039        83.7039        
7              86.71          168.34         69.6203        69.6203        
8              38.62          178            99.2547        99.2547        
9              6.22           33.43          115.005        115.005        
10             62.77          77.34          43.5838        43.5838        
11             90.41          30.8           69.8613        69.8613        
12             57.26          192.73         102.106        102.106        
13             159.12         195.71         112.497        112.497        
14             164.96         188.21         109.548        109.548        
15             176.6          117.39         78.5492        78.5492        
16             26.07          17.47          110.801        110.801        
17             27.51          74.84          76.7322        76.7322        
18             57.03          52.8           63.8299        63.8299        
19             70.76          101.62         29.2848        29.2848        
20             66.99          18.62          87.8201        87.8201        
21             35.12          73.25          70.1782        70.1782        
22             110.14         28.99          71.7303        71.7303        
23             102.65         131.2          31.3123        31.3123        
24             115.52         72.21          31.8301        31.8301        
25             109.72         54.75          46.2822        46.2822        
26             178.29         124.7          82.0939        82.0939        
27             199.01         7.25           135.667        135.667        
28             187.16         158.11         104.755        104.755        
29             78.75          51.24          53.1893        53.1893        
30             181.57         26.67          109.686        109.686        
31             37.44          115.93         64.5563        64.5563        
32             175.19         99.27          75.1935        75.1935        
33             135.39         180.11         87.5789        87.5789        
34             9.9            142.9          99.7919        99.7919        
35             109.19         55.52          45.4195        45.4195        
36             191.89         12.84          126.652        126.652        
37             81.7           47.26          55.8247        55.8247        
38             176.3          47.31          92.725         92.725         
39             157.18         56.32          71.9548        71.9548        
40             8.7            40.42          109.02         109.02         
41             164.69         58.73          76.7334        76.7334        
42             129.34         8.55           96.0413        96.0413        
43             120.66         136.55         41.985         41.985         
44             196.48         152.72         109.944        109.944        
45             80.61          62.54          42.1808        42.1808        
46             27             142.29         84.3649        84.3649        
47             13.97          118.05         87.9031        87.9031        
48             113.27         1.96           98.934         98.934         
49             23.4           82.46          78.5825        78.5825        
50             60.15          184            92.9732        92.9732        
51             154.17         146.2          71.1957        71.1957        
52             164.18         149.89         81.2901        81.2901        
53             61.15          158.08         69.8757        69.8757        
54             13.98          136.27         93.3539        93.3539        
55             176.45         66.46          83.4837        83.4837        
56             81.36          136.92         41.3586        41.3586        
57             165.92         158.35         88.035         88.035         
58             106.81         39.59          60.7926        60.7926        
59             110.71         178.75         79.4749        79.4749        
60             59.52          138.41         55.8029        55.8029        
61             30.43          159.14         91.31          91.31          
62             101.22         7.36           92.648         92.648         
63             151.38         176.77         92.3771        92.3771        
64             125.91         45.73          60.1378        60.1378        
65             144.7          82.61          47.9635        47.9635        
66             62.21          46.18          65.7623        65.7623        
67             133.65         5.15           100.642        100.642        
68             187.57         41.55          105.285        105.285        
69             99.14          0.33           99.6737        99.6737        
70             53.94          10.1           101.013        101.013        
71             52.74          171.7          85.8743        85.8743        
72             110.82         101.6          10.9377        10.9377        
73             126.7          167.6          72.6818        72.6818        
74             166.1          187.18         109.405        109.405        
75             179.63         10.4           119.871        119.871        
76             119.93         22.28          80.2347        80.2347        
77             3.19           43.45          112.116        112.116        
78             111.11         197.21         97.8428        97.8428        
79             120.51         21.4           81.2319        81.2319        
80             76.06          142.5          48.7788        48.7788        
81             124.87         64.87          43.0422        43.0422        
82             84.45          54.14          48.4246        48.4246        
83             170.37         14.8           110.503        110.503        
84             148.58         14.26          98.5463        98.5463        
85             110.35         114.73         18.0026        18.0026        
86             126.65         106.9          27.5288        27.5288        
87             63.69          112.56         38.421         38.421         
88             78.53          2.42           99.914         99.914         
89             116            104.25         16.5548        16.5548        
90             178.63         136.7          86.7731        86.7731        
91             96.07          64.41          35.8063        35.8063        
92             42.33          176.3          95.6427        95.6427        
93             171.71         35.38          96.5301        96.5301        
94             22.33          134.84         85.1261        85.1261        
95             106.53         21.33          78.9405        78.9405        
96             53.81          181.99         94.1057        94.1057        
97             31.76          21.6           103.939        103.939        
98             82.29          61.01          42.8236        42.8236        
99             137.16         148.94         61.4491        61.4491        
100            93.22          149.15         49.6154        49.6154        
ALPHA
0.157395       0.234957       0.367233       0.0426382      0.100044       0.289345       0.438503       0.437829       0.035457       0.222877       0.136633       0.287905       0.218373       0.209666       0.457153       0.175834       0.245745       0.217677       0.258269       0.238647       0.109747       0.215867       0.276871       0.418668       0.341914       0.19891        0.441225       0.265522       0.252201       0.0323498      0.0797569      0.271666       0.267838       0.324742       0.264752       0.257012       0.166159       0.462816       0.182736       0.282463       0.250949       0.184969       0.0818542      0.258422       0.40003        0.350831       0.0871382      0.256831       0.238549       0.256094       
0.112936       0.181305       0.295566       0.0283832      0.0700703      0.207914       0.386415       0.382303       0.0231566      0.162685       0.0912365      0.193878       0.132173       0.160036       0.394747       0.129013       0.155192       0.159268       0.20354        0.182511       0.0700481      0.162381       0.219251       0.346995       0.192896       0.149307       0.36379        0.201429       0.189562       0.0206908      0.0494307      0.190696       0.209733       0.233094       0.20965        0.20352        0.122417       0.405864       0.122297       0.225366       0.197981       0.138343       0.0548162      0.204315       0.318636       0.229292       0.0603049      0.197565       0.186424       0.198671       
0.248365       0.348921       0.245009       0.0418004      0.1122         0.191933       0.4148         0.403887       0.0382822      0.471163       0.108854       0.300804       0.138076       0.251017       0.263029       0.266064       0.232537       0.444825       0.253587       0.397165       0.0859746      0.198966       0.434328       0.254474       0.209955       0.289586       0.343222       0.49449        0.200698       0.0316683      0.0662057      0.365968       0.435501       0.201342       0.257203       0.272757       0.190302       0.266663       0.133838       0.431367       0.275795       0.213275       0.0739251      0.26263        0.376989       0.193563       0.0922403      0.218535       0.273384       0.227843       
0.377789       0.421079       0.331063       0.0764817      0.189269       0.279407       0.464614       0.459526       0.0813079      0.49223        0.177987       0.425863       0.224377       0.338705       0.353061       0.374419       0.378057       0.48496        0.335014       0.453682       0.148097       0.282734       0.468579       0.342764       0.32825        0.383185       0.427023       0.496851       0.284827       0.0644606      0.123398       0.466748       0.470184       0.291097       0.33805        0.352562       0.280381       0.356412       0.211667       0.466415       0.355868       0.303149       0.127282       0.343292       0.4502         0.287675       0.158039       0.302102       0.355197       0.310956       
0.123879       0.195112       0.360189       0.0330447      0.0799695      0.261084       0.372168       0.367919       0.0265067      0.173162       0.110081       0.205119       0.164661       0.177641       0.480688       0.141216       0.169421       0.16995        0.230221       0.194535       0.0843656      0.188246       0.230789       0.428723       0.216985       0.162845       0.351093       0.210769       0.226022       0.0239328      0.0583823      0.2004         0.221073       0.298795       0.237163       0.226939       0.138072       0.486728       0.150164       0.237172       0.21988        0.155284       0.0646714      0.229533       0.31394        0.30365        0.0694245      0.231019       0.206485       0.229794       
0.118277       0.188239       0.300871       0.0297912      0.0732142      0.214825       0.400493       0.397317       0.0244218      0.17087        0.0953803      0.207031       0.139519       0.165668       0.398416       0.134683       0.166031       0.167125       0.209121       0.1901         0.0736546      0.167589       0.227493       0.351769       0.208228       0.155388       0.384701       0.210889       0.195165       0.0218492      0.052264       0.202378       0.217999       0.240838       0.215229       0.209304       0.127152       0.408733       0.127656       0.233531       0.203839       0.143453       0.057404       0.209979       0.336368       0.240011       0.0630478      0.20304        0.192308       0.204127       
0.185402       0.283449       0.229779       0.0347645      0.0913554      0.175709       0.437352       0.425696       0.0311161      0.337187       0.0948751      0.295921       0.124283       0.209849       0.25371        0.204787       0.214865       0.318994       0.223448       0.316013       0.0747043      0.17395        0.366759       0.24258        0.197476       0.229572       0.354363       0.4194         0.180144       0.0263259      0.056875       0.374163       0.36236        0.186287       0.227512       0.237884       0.15752        0.257851       0.118695       0.367302       0.238704       0.177637       0.0627317      0.230469       0.398539       0.179927       0.0759347      0.195355       0.233695       0.202765       
0.116642       0.192693       0.204365       0.0248509      0.0641679      0.148058       0.494671       0.488099       0.0212052      0.187044       0.0730199      0.210655       0.0989275      0.152971       0.236906       0.132965       0.151858       0.181158       0.177913       0.203183       0.0565729      0.136721       0.249511       0.221993       0.158615       0.153842       0.37924        0.2447         0.14783        0.0184011      0.041613       0.225144       0.239926       0.159631       0.182365       0.185649       0.113614       0.242092       0.0939875      0.254693       0.183718       0.129205       0.0463286      0.182044       0.454872       0.153411       0.0540422      0.159526       0.176111       0.164374       
0.0862756      0.145922       0.372444       0.0226357      0.0575828      0.203068       0.241445       0.23408        0.0173614      0.115874       0.0775239      0.120881       0.0996255      0.139969       0.304649       0.101263       0.0988519      0.114784       0.20086        0.140126       0.0556159      0.157198       0.170365       0.356857       0.117407       0.120091       0.203053       0.143144       0.196133       0.015439       0.0368038      0.122995       0.160804       0.218203       0.209016       0.193372       0.105725       0.305255       0.10596        0.177177       0.184261       0.120869       0.0452247      0.198429       0.189149       0.174434       0.0496915      0.205014       0.168917       0.203507       
0.177992       0.260367       0.491219       0.0590698      0.130985       0.470243       0.382462       0.378741       0.0441147      0.227847       0.227799       0.258571       0.367128       0.256289       0.481337       0.200593       0.228829       0.225145       0.334489       0.254669       0.176113       0.302128       0.289909       0.498108       0.287066       0.227232       0.365124       0.264282       0.376885       0.041288       0.108467       0.252426       0.279745       0.496708       0.342673       0.320304       0.212341       0.479062       0.330302       0.296837       0.309185       0.233422       0.121869       0.328662       0.341219       0.476892       0.117686       0.363073       0.291203       0.351948       
0.132097       0.21702        0.380272       0.0394079      0.102116       0.302949       0.263084       0.256175       0.0276802      0.160643       0.144728       0.15551        0.146853       0.238732       0.290872       0.156793       0.131682       0.160744       0.378678       0.20005        0.0936808      0.349054       0.234755       0.322347       0.150992       0.18628        0.227285       0.191161       0.498026       0.0245419      0.0579337      0.159853       0.222183       0.281695       0.392105       0.339385       0.190526       0.290576       0.190439       0.244158       0.317612       0.215551       0.0829658      0.361197       0.218945       0.21988        0.0897251      0.468917       0.287394       0.436319       
0.119824       0.201769       0.189178       0.0241756      0.0635579      0.13795        0.443469       0.425083       0.0207341      0.198743       0.0696321      0.198897       0.0921406      0.154556       0.212655       0.137083       0.143281       0.192176       0.175059       0.216164       0.0537981      0.133027       0.268129       0.201949       0.144407       0.159052       0.31449        0.268404       0.140946       0.0178178      0.0396918      0.22508        0.258299       0.147414       0.179183       0.185004       0.113533       0.216913       0.0888157      0.272951       0.184044       0.129484       0.0447488      0.180135       0.364944       0.140352       0.0531516      0.153526       0.177395       0.159243       
0.133209       0.28564        0.156116       0.0224999      0.0645912      0.115551       0.255664       0.242698       0.018822       0.198124       0.0619318      0.135047       0.0747504      0.181405       0.158506       0.164178       0.104585       0.201667       0.183617       0.316303       0.0465863      0.131911       0.456953       0.157112       0.10417        0.202661       0.188797       0.274991       0.129063       0.0157251      0.0337881      0.155252       0.440534       0.119772       0.186848       0.205684       0.124225       0.160767       0.0769575      0.452521       0.209659       0.14482        0.0412341      0.193831       0.202739       0.1096         0.0524674      0.14626        0.207112       0.15601        
0.138831       0.308285       0.158546       0.0231632      0.0670473      0.117717       0.252611       0.24015        0.0193183      0.200151       0.0634941      0.135527       0.0760756      0.190861       0.159892       0.173031       0.105505       0.2047         0.190283       0.33867        0.0476655      0.136292       0.491651       0.158913       0.105132       0.215694       0.188175       0.272053       0.132352       0.016107       0.03452        0.155412       0.482762       0.121729       0.193457       0.214307       0.129875       0.162097       0.0787058      0.482462       0.219088       0.151689       0.042414       0.201322       0.201357       0.111143       0.0543112      0.150401       0.217241       0.160777       
0.194181       0.433735       0.201164       0.033464       0.106563       0.154528       0.253866       0.244165       0.0264964      0.211524       0.088844       0.151829       0.0985678      0.362153       0.190947       0.267967       0.123537       0.218271       0.292891       0.33668        0.0650309      0.207316       0.387135       0.194369       0.125157       0.381779       0.20257        0.254965       0.185469       0.0218222      0.0460241      0.168809       0.360303       0.156119       0.29425        0.344965       0.230843       0.192758       0.107457       0.407755       0.363417       0.275984       0.0612405      0.315719       0.210383       0.139472       0.0838149      0.216125       0.378962       0.235801       
0.0888892      0.150902       0.412004       0.0237417      0.0607943      0.218425       0.230946       0.223809       0.017916       0.116977       0.0825371      0.119334       0.101729       0.148921       0.278184       0.104838       0.0982477      0.116178       0.221676       0.143245       0.058079       0.174374       0.173586       0.32362        0.115669       0.124789       0.194121       0.143705       0.223752       0.0159155      0.0378756      0.121914       0.163629       0.224801       0.231264       0.209944       0.112756       0.278315       0.112862       0.180807       0.19875        0.129082       0.0478708      0.217365       0.182678       0.17323        0.0525538      0.233204       0.180927       0.229479       
