NUM_DRIVERS: 150
NUM_TASKS: 100
PENALTY: 15%
UTILITY: 80%
DRIVERS
ID             X              Y              
1              26.86          6.64           
2              113.32         21.86          
3              181.29         138.08         
4              0.8            86.1           
5              92.67          192.26         
6              75.74          23.19          
7              69.49          77.69          
8              164.67         38.68          
9              56.46          174.19         
10             13.64          62.91          
11             95.38          101.29         
12             51.05          13.72          
13             37.25          73.21          
14             64.74          153.83         
15             81.22          60.6           
16             7.58           65.71          
17             174.59         115.95         
18             131.38         140.39         
19             35.59          186.38         
20             20.38          105.68         
21             172.96         147.55         
22             90.07          119.08         
23             71.17          4.17           
24             167.08         7.22           
25             188.34         94.68          
26             121.06         87.94          
27             16.16          87.02          
28             139.4          95.67          
29             23.11          108.81         
30             141.45         61.94          
31             149.48         88.78          
32             151.71         2.35           
33             5.63           62.81          
34             103.43         20.52          
35             76.68          59.74          
36             194.54         120.84         
37             14.27          101.87         
38             42.43          10.08          
39             76.96          75.97          
40             50.44          130.28         
41             27.77          59.33          
42             143.73         70.47          
43             71.12          173.34         
44             98.61          86.73          
45             50.13          47.5           
46             53.58          172.01         
47             190.42         128.19         
48             188.28         79.67          
49             191.73         158.35         
50             170.2          54.71          
51             124.41         108.87         
52             7.62           69.94          
53             13.31          166.73         
54             175.17         64.65          
55             133.42         161.88         
56             125.09         104.94         
57             87.13          182.3          
58             126.79         68.14          
59             123.66         151.07         
60             68.06          137.1          
61             75.01          133.52         
62             136.81         31.71          
63             150.29         191.63         
64             24.16          101.54         
65             188.1          14.21          
66             158.4          169.73         
67             159.17         95.11          
68             5.14           86.59          
69             158.67         93.13          
70             93.2           196.8          
71             121.1          117.2          
72             43.1           109.34         
73             197.8          93.59          
74             33.59          79.18          
75             74.4           43.68          
76             31.89          56.85          
77             94.11          186.82         
78             52.75          95.56          
79             151.93         74.78          
80             86.94          55.96          
81             119.52         40.62          
82             139.93         9.29           
83             172.45         114.98         
84             89.61          193.51         
85             74.65          152.95         
86             46.82          178.37         
87             93.91          3.18           
88             149.3          187.9          
89             152.84         81.87          
90             24.17          89.83          
91             180.58         28.66          
92             101.53         17.53          
93             58.38          92.82          
94             168.16         81.87          
95             134.56         191.98         
96             44.98          99             
97             188.3          140.35         
98             168            158.14         
99             178.32         56.31          
100            171.57         187.5          
101            47.64          111.86         
102            160.19         123.99         
103            186.21         174.46         
104            0.67           140.47         
105            105.03         44.09          
106            138.14         180.75         
107            40.78          55.76          
108            113.45         74.5           
109            188.42         157.3          
110            114.12         28.23          
111            106.14         73.87          
112            18.49          66.9           
113            185.49         105.63         
114            151.65         117.83         
115            4.77           171.2          
116            46.85          99.19          
117            49.02          68.18          
118            38.13          169.62         
119            100.89         82.92          
120            98.99          155.05         
121            15.54          160.52         
122            119.65         41.1           
123            56.81          112.91         
124            27.77          44.27          
125            39.88          77.35          
126            47.91          106.57         
127            190.18         197.19         
128            1.39           74.06          
129            97.85          24.69          
130            114.47         168.59         
131            150.79         64.34          
132            196.3          39.88          
133            64.01          53.21          
134            43.21          189.02         
135            153.06         42.37          
136            166.8          16.64          
137            116.58         163.03         
138            89.91          194.5          
139            101.55         151.95         
140            58.02          73.93          
141            139.91         16.71          
142            96.12          12.56          
143            20.52          87.91          
144            78.94          88.45          
145            8.93           133.68         
146            8.95           188.34         
147            56.73          9.57           
148            162.32         39.76          
149            14.81          189.53         
150            108.67         90.45          
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              72.89          101.55         27.1543        31.2274        
2              154.5          7.19           107.629        123.773        
3              146.98         124.33         52.9062        60.8422        
4              194.51         69.49          99.3126        114.21         
5              148.03         188.39         100.597        115.686        
6              40.14          139.87         71.9224        82.7108        
7              75.46          188.27         91.6177        105.36         
8              49.4           198.29         110.55         127.132        
9              170.99         52.22          85.5717        98.4074        
10             76.66          117.64         29.2562        33.6446        
11             125.12         167.27         71.8072        82.5782        
12             85.28          110.57         18.1219        20.8402        
13             95.16          133.87         34.2141        39.3462        
14             8.78           163.04         110.883        127.516        
15             185.24         82.62          86.9938        100.043        
16             20.31          80.77          81.9774        94.274         
17             144.08         167.75         80.8276        92.9518        
18             2.91           40.33          113.96         131.054        
19             58.63          105.3          41.7081        47.9643        
20             122.21         148.81         53.6256        61.6694        
21             164.81         113.49         66.1991        76.1289        
22             172.13         184.09         110.787        127.406        
23             79.04          199.27         101.459        116.677        
24             8.31           50.01          104.432        120.097        
25             142.47         137.4          56.5903        65.0788        
26             9.15           110.78         91.4873        105.21         
27             86.25          177.41         78.6217        90.4149        
28             91.11          84.62          17.7645        20.4291        
29             87.34          11             89.8959        103.38         
30             56.22          40.65          73.7503        84.8129        
31             80.27          30.16          72.5734        83.4594        
32             170.99         162.69         94.7081        108.914        
33             176.63         107.12         76.9601        88.5041        
34             4.39           91.56          95.9818        110.379        
35             10.05          148.2          102.05         117.358        
36             116.48         4.39           97.0199        111.573        
37             22.9           163.48         99.8705        114.851        
38             190.2          134.82         96.6875        111.191        
39             59.04          130.88         51.2962        58.9906        
40             36.91          100.61         63.0929        72.5569        
41             58.16          156.09         69.9762        80.4727        
42             1.37           113.04         99.4883        114.412        
43             88.23          107.16         13.7767        15.8432        
44             47.68          36.08          82.6024        94.9927        
45             60.25          111.15         41.2842        47.4768        
46             33.6           32.73          94.521         108.699        
47             11.77          4.79           129.806        149.276        
48             126.73         118.74         32.6448        37.5415        
49             160.8          120.53         64.1726        73.7985        
50             11.61          31.53          111.808        128.579        
51             50.33          40.3           77.6608        89.3099        
52             132.83         191.2          96.9291        111.468        
53             23.72          88.97          77.0733        88.6343        
54             143.6          21.28          89.9878        103.486        
55             157.96         124.43         62.8982        72.333         
56             126.13         199.21         102.593        117.982        
57             19.78          86.9           81.2826        93.475         
58             147.37         188.66         100.521        115.599        
59             77.07          177.18         80.5142        92.5913        
60             65.69          71.36          44.6926        51.3965        
61             180.78         67.74          86.9834        100.031        
62             74.22          11.94          91.756         105.519        
63             29.52          73.27          75.3785        86.6853        
64             149.59         134.1          60.1829        69.2103        
65             52.91          112.72         48.7777        56.0944        
66             96.74          6.5            93.5568        107.59         
67             88.56          96.74          11.8954        13.6797        
68             168.18         44.63          87.8314        101.006        
69             144.66         102.82         44.7489        51.4613        
70             96.79          57.65          42.4715        48.8422        
71             94.51          111.87         13.0781        15.0398        
72             22.84          44.72          94.9186        109.156        
73             53.25          40.81          75.4256        86.7394        
74             102.32         120.73         20.8594        23.9883        
75             127.13         92.22          28.2235        32.457         
76             152.09         43.04          77.1868        88.7649        
77             173.42         17.75          110.252        126.79         
78             43.02          26.9           92.684         106.587        
79             41.72          15.6           102.567        117.952        
80             116.12         132.79         36.5382        42.0189        
81             70.13          140.58         50.388         57.9462        
82             19.59          91.45          80.8633        92.9928        
83             175.29         147.86         89.2141        102.596        
84             108.87         109.21         12.7868        14.7048        
85             30.83          181.78         107.11         123.176        
86             63.14          87.49          38.9251        44.7638        
87             167.31         94.8           67.5106        77.6371        
88             199.68         40.42          116.129        133.548        
89             111.29         32.63          68.3095        78.5559        
90             167.17         1.39           119.314        137.211        
91             34.61          80.29          68.2959        78.5403        
92             196.55         150.56         108.987        125.335        
93             34.84          194.89         115.108        132.375        
94             33.07          167.42         95.0004        109.25         
95             163.39         56.8           76.7107        88.2173        
96             97.71          175.78         75.8146        87.1868        
97             128.79         199.76         103.831        119.406        
98             164.36         99.06          64.3669        74.0219        
99             124.56         132.85         41.016         47.1685        
100            191.62         64.82          98.142         112.863        
ALPHA
0.715324       0.54426        0.50736        0.794352       0.617026       0.610424       0.589937       0.515134       0.677149       0.768106       0.0772951      0.674482       0.750925       0.642973       0.506469       0.775794       0.469867       0.42025        0.7194         0.799959       0.507462       0.332838       0.642782       0.570813       0.495769       0.251456       0.791818       0.337612       0.7993         0.423369       0.387293       0.574546       0.774501       0.559508       0.538376       0.515205       0.799769       0.691279       0.501973       0.730366       0.745548       0.403909       0.637159       0.187797       0.675149       0.68395        0.513119       0.501192       0.547443       0.49451        0.262367       0.779709       0.75799        0.489037       0.499598       0.257441       0.610536       0.367688       0.459111       0.621344       0.565055       0.509427       0.573047       0.799698       0.572857       0.532999       0.417837       0.793925       0.416922       0.623313       0.279773       0.796072       0.514766       0.769296       0.58196        0.734571       0.605222       0.78824        0.417561       0.490896       0.481372       0.56153        0.463782       0.624002       0.597629       0.699758       0.607531       0.56596        0.408172       0.792181       0.54772        0.569242       0.766371       0.453439       0.575406       0.797805       0.521557       0.519299       0.505675       0.572302       0.789099       0.441937       0.562876       0.785817       0.482929       0.550533       0.71179        0.303843       0.542297       0.52589        0.304942       0.767898       0.490174       0.406331       0.763562       0.797826       0.705112       0.719317       0.225094       0.508154       0.759724       0.479568       0.769873       0.729328       0.754885       0.798009       0.594228       0.786183       0.558257       0.528845       0.437475       0.550044       0.618904       0.706758       0.494231       0.555793       0.508294       0.624989       0.488393       0.675515       0.546206       0.587787       0.791366       0.462089       0.786771       0.752032       0.665316       0.510402       0.745738       0.159693       
0.403276       0.419005       0.297696       0.285787       0.244557       0.342771       0.13866        0.50665        0.228419       0.290188       0.0175415      0.375601       0.225377       0.184147       0.176078       0.296721       0.27962        0.168511       0.267136       0.233035       0.279576       0.072684       0.419123       0.761938       0.351478       0.0995489      0.253866       0.160647       0.226187       0.27465        0.214333       0.780787       0.304435       0.396754       0.184692       0.339496       0.247807       0.388722       0.126055       0.172845       0.271041       0.245686       0.214826       0.052109       0.263895       0.227791       0.324014       0.386327       0.33031        0.423868       0.0972412      0.290697       0.272923       0.393932       0.213318       0.097552       0.225707       0.190748       0.176733       0.148534       0.130206       0.450177       0.286251       0.225985       0.69301        0.269282       0.242739       0.276906       0.244006       0.25295        0.0978349      0.178261       0.383841       0.224193       0.252964       0.268857       0.234287       0.15663        0.263506       0.192448       0.320515       0.648043       0.272868       0.246842       0.171511       0.244523       0.460995       0.279547       0.245114       0.233659       0.608855       0.408341       0.142951       0.307408       0.267833       0.175713       0.316989       0.276151       0.442274       0.313196       0.16698        0.230825       0.327955       0.275758       0.26519        0.253383       0.255683       0.123687       0.322306       0.382059       0.113018       0.274739       0.325094       0.200237       0.288509       0.170621       0.209509       0.242358       0.0682714      0.165863       0.264255       0.3179         0.143348       0.304518       0.212366       0.16578        0.35244        0.296944       0.361086       0.204731       0.301074       0.565179       0.225793       0.263311       0.438742       0.693994       0.194538       0.248656       0.158837       0.175747       0.590856       0.421165       0.243577       0.0879061      0.258518       0.298493       0.390401       0.491342       0.29309        0.0509146      
0.429175       0.394455       0.799095       0.392815       0.529323       0.364857       0.210935       0.507936       0.440436       0.376493       0.0350713      0.398147       0.313772       0.366989       0.241676       0.386327       0.746344       0.54343        0.477795       0.353055       0.793951       0.156349       0.410592       0.533351       0.682107       0.198957       0.359215       0.38412        0.348334       0.389633       0.458404       0.50519        0.391894       0.384595       0.25086        0.769903       0.365862       0.411104       0.192986       0.310517       0.351454       0.395019       0.440279       0.0934917      0.328151       0.434424       0.78504        0.637202       0.797041       0.529179       0.258864       0.383786       0.453138       0.558862       0.606083       0.249027       0.489181       0.295712       0.509439       0.294792       0.266603       0.424849       0.695157       0.341264       0.577142       0.72968        0.561654       0.383824       0.548067       0.542299       0.273074       0.292212       0.6982         0.318241       0.306631       0.346192       0.516585       0.250719       0.449687       0.255381       0.354632       0.471496       0.739471       0.527165       0.359349       0.454477       0.419123       0.691951       0.466656       0.339154       0.557971       0.390516       0.229939       0.562241       0.645975       0.278621       0.798843       0.771947       0.561394       0.749284       0.280666       0.783958       0.78183        0.428809       0.31306        0.649398       0.329781       0.204164       0.796231       0.378825       0.182252       0.363443       0.716075       0.717662       0.469418       0.272344       0.289936       0.436241       0.119117       0.400844       0.439256       0.353523       0.250789       0.371412       0.302584       0.273531       0.770774       0.394199       0.367515       0.52011        0.439286       0.602645       0.291174       0.482186       0.463901       0.526205       0.510577       0.530363       0.391978       0.254803       0.459613       0.398516       0.348581       0.148008       0.406115       0.494937       0.403209       0.499368       0.493636       0.0991732      
0.340853       0.327817       0.424519       0.272816       0.286065       0.284142       0.134627       0.501363       0.252474       0.268247       0.0188644      0.313384       0.212705       0.202612       0.16397        0.275467       0.407179       0.210651       0.290637       0.230398       0.386425       0.0800616      0.335138       0.547285       0.565282       0.110914       0.243683       0.197784       0.225009       0.294417       0.273694       0.49402        0.281457       0.313942       0.171095       0.514047       0.242886       0.32529        0.122708       0.181719       0.248963       0.281231       0.24198        0.054252       0.236097       0.250524       0.479087       0.651452       0.462089       0.523104       0.115611       0.271549       0.286989       0.557268       0.267823       0.115409       0.261275       0.199353       0.217143       0.161366       0.142402       0.368807       0.364811       0.222572       0.634833       0.353467       0.332237       0.264784       0.332216       0.296286       0.116543       0.180277       0.634182       0.213714       0.222773       0.245796       0.274363       0.155952       0.324737       0.176905       0.278318       0.439093       0.394917       0.287561       0.191404       0.267922       0.353088       0.356654       0.313          0.225971       0.604392       0.320598       0.142308       0.43935        0.333523       0.174885       0.455668       0.373085       0.596938       0.411939       0.170317       0.316615       0.44539        0.280652       0.2335         0.318889       0.233136       0.127758       0.449949       0.308514       0.114347       0.255599       0.5019         0.266676       0.302368       0.170147       0.196384       0.26144        0.0705682      0.193573       0.276984       0.276923       0.147982       0.272382       0.202234       0.167654       0.467077       0.278891       0.292798       0.247376       0.346369       0.704163       0.20459        0.289163       0.421032       0.537519       0.235859       0.289845       0.185971       0.167602       0.4216         0.328758       0.234492       0.0887846      0.262712       0.317482       0.321365       0.484453       0.313447       0.0549824      
0.297393       0.234254       0.446307       0.286328       0.47434        0.229389       0.127947       0.283789       0.356089       0.264326       0.0189619      0.264192       0.209611       0.269851       0.142638       0.274699       0.343293       0.27026        0.404593       0.252702       0.469332       0.0901163      0.266676       0.323914       0.349442       0.0948901      0.254269       0.163691       0.248941       0.198129       0.202725       0.308355       0.279374       0.232029       0.150262       0.424116       0.263949       0.277479       0.114011       0.216935       0.2394         0.193113       0.352343       0.0499647      0.212846       0.348883       0.434901       0.334703       0.566133       0.283069       0.113197       0.273371       0.369205       0.29239        0.429924       0.109315       0.411867       0.149528       0.310174       0.200223       0.174268       0.240856       0.79982        0.240926       0.352189       0.596699       0.244153       0.277649       0.240555       0.497417       0.12324        0.198858       0.377565       0.215151       0.188211       0.233645       0.450472       0.162513       0.215538       0.149119       0.19915        0.283292       0.332577       0.472671       0.257923       0.37453        0.264379       0.79077        0.215664       0.236426       0.326611       0.237646       0.145867       0.269969       0.686301       0.185741       0.475654       0.523028       0.303871       0.728403       0.189345       0.312011       0.645231       0.335768       0.1788         0.631717       0.218082       0.105016       0.556128       0.221396       0.0964932      0.252988       0.358025       0.255258       0.388442       0.180587       0.187556       0.351322       0.0633094      0.275475       0.35224        0.19822        0.164673       0.253153       0.20108        0.1827         0.738341       0.284679       0.221741       0.401827       0.220969       0.353726       0.1818         0.411227       0.254026       0.312611       0.369789       0.478063       0.260422       0.160567       0.271175       0.246614       0.244602       0.0865197      0.310629       0.423445       0.266111       0.277459       0.422831       0.0500549      
