NUM_DRIVERS: 150
NUM_TASKS: 100
PENALTY: 25%
UTILITY: 40%
DRIVERS
ID             X              Y              
1              66.55          115.49         
2              56.85          53.3           
3              12.95          110.96         
4              194.89         181.67         
5              193.89         77.42          
6              3.48           50.22          
7              111.68         162.25         
8              184.31         19.9           
9              187.6          145.93         
10             128.57         70.09          
11             47.43          186.74         
12             69.23          164.15         
13             78.41          48.95          
14             35.69          117.56         
15             190.05         101.16         
16             94.66          140.94         
17             162.52         51.06          
18             56.58          123.68         
19             159.5          10.56          
20             19.36          149.09         
21             159.44         4.97           
22             39.58          123.11         
23             90.18          166.62         
24             43.32          199.03         
25             110.98         20.12          
26             17.83          147.95         
27             79.95          51.97          
28             118.69         150.94         
29             126.98         105            
30             47.09          131.39         
31             160.2          48.08          
32             192.35         163.41         
33             181.39         124.12         
34             181.41         123.87         
35             177.76         58.57          
36             172.26         123.85         
37             166.73         175.44         
38             66.6           53.79          
39             135.38         123.18         
40             10.95          155.59         
41             13.53          12.75          
42             135.41         61.23          
43             36.59          195.69         
44             2.79           143.65         
45             47.39          24.27          
46             40.8           190.32         
47             9.84           93.49          
48             119.03         69.5           
49             168.79         77.11          
50             181.34         171.63         
51             143.15         156.21         
52             13.32          28.56          
53             9.94           147.85         
54             58.17          3.49           
55             95.85          191.66         
56             195.67         34.99          
57             82.05          13.34          
58             86.09          93.62          
59             193.26         35.77          
60             1.08           79.94          
61             63.38          21.23          
62             170.72         36.4           
63             178.66         174.65         
64             50.92          19.07          
65             38.5           175.13         
66             99.65          138.72         
67             187.81         157.47         
68             2.19           112.94         
69             23.31          195.39         
70             107.3          197.93         
71             30.53          69.3           
72             117.67         48.07          
73             183.97         78.3           
74             176.64         12.02          
75             149.75         161.23         
76             181.72         125.91         
77             123.27         170.87         
78             147.57         107.36         
79             21.36          188.94         
80             48.95          69.54          
81             141.83         70             
82             15.09          66.45          
83             37.42          98.43          
84             1.84           116.48         
85             37.02          81.93          
86             116.81         140.11         
87             9.95           49.64          
88             109.04         30.15          
89             27.14          49.52          
90             147.72         58.97          
91             155.77         93.46          
92             61.5           71.17          
93             196.47         104.31         
94             12.84          96.97          
95             36.11          37.18          
96             187.11         163.07         
97             115.1          140.89         
98             85.08          90.58          
99             40.21          23.33          
100            51.58          90.57          
101            33.63          100.57         
102            171.33         88.78          
103            24.01          160.33         
104            159.12         56.94          
105            65.5           62.62          
106            37.28          85.95          
107            35             73.93          
108            148.06         124.69         
109            110.26         186.73         
110            184.58         3.35           
111            144.08         144.53         
112            9.29           37.9           
113            66.52          126.06         
114            141.67         2.95           
115            86.28          73.2           
116            196.88         127.64         
117            180.14         186.54         
118            66.75          0.38           
119            72.84          170.45         
120            123.78         97.62          
121            90.27          120.44         
122            47.51          89.4           
123            152.72         153.27         
124            105.22         55.52          
125            134.26         32.97          
126            171.21         54.53          
127            82.78          8.44           
128            184.43         127.1          
129            152.37         138.7          
130            57.22          115.28         
131            17.85          139.58         
132            127.02         160.21         
133            60.78          88.22          
134            22.88          135.78         
135            119.32         117.33         
136            73.78          194.53         
137            158.95         117.36         
138            105.08         34.56          
139            136.48         119.74         
140            57.05          87.86          
141            190.67         5.8            
142            163.64         34             
143            144.57         195.48         
144            136.56         86.95          
145            141.73         124.68         
146            110.91         79.31          
147            32.14          189.64         
148            118.45         95.76          
149            19.41          128.39         
150            75.18          121.81         
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              114.33         85.47          20.4076        25.5095        
2              98.58          65.71          34.3194        42.8992        
3              156.74         78.55          60.6591        75.8239        
4              108.07         58.1           42.6701        53.3376        
5              17.6           111.99         83.2678        104.085        
6              84.13          176.28         77.9134        97.3917        
7              195.27         74.94          98.5108        123.138        
8              66.06          94.95          34.3136        42.8921        
9              178.45         101.16         78.4586        98.0732        
10             83.58          9.72           91.7611        114.701        
11             177.01         88.16          77.9149        97.3936        
12             133.33         7.56           98.2652        122.831        
13             162.98         91.11          63.6043        79.5054        
14             87.32          131.64         34.0862        42.6078        
15             120.03         84.79          25.1504        31.4381        
16             181.59         162.38         102.704        128.38         
17             141.74         121.64         47.0161        58.7702        
18             72.8           118.46         32.8727        41.0908        
19             194.3          96.9           94.3509        117.939        
20             169.35         48.92          86.1312        107.664        
21             185.14         30.18          110.107        137.634        
22             122.67         62.66          43.683         54.6038        
23             109.18         105.65         10.7794        13.4742        
24             123.9          122.68         32.9483        41.1854        
25             53.05          139.45         61.3238        76.6547        
26             71.97          53.21          54.5434        68.1793        
27             20.43          198.79         126.85         158.562        
28             80.1           179.55         82.0013        102.502        
29             81.98          175.1          77.2317        96.5396        
30             88.97          29.53          71.328         89.16          
31             79.45          55.6           48.9251        61.1563        
32             180.08         131.39         86.0124        107.516        
33             11.55          157.42         105.454        131.817        
34             166.32         6.15           114.918        143.648        
35             192.06         30.28          115.481        144.352        
