NUM_DRIVERS: 50
NUM_TASKS: 100
PENALTY: 5%
UTILITY: 20%
DRIVERS
ID             X              Y              
1              172.69         182.27         
2              153.46         70.57          
3              176.16         82.05          
4              44.83          173.5          
5              144.26         8.7            
6              138.45         24.6           
7              171.74         53.33          
8              46.62          153.32         
9              174.35         81.22          
10             82.6           58.37          
11             155.23         18.46          
12             74.38          168.57         
13             111.68         119.35         
14             15.24          89.83          
15             171.3          58.34          
16             137.38         178.3          
17             67.17          27.48          
18             83.68          84.44          
19             70.78          111.95         
20             0.97           58.4           
21             29.36          180.55         
22             147.94         136.99         
23             19.82          31.53          
24             73.89          102.8          
25             139.86         16.43          
26             56.15          152.12         
27             93.54          41.13          
28             18.24          91.94          
29             28.31          61.11          
30             52.59          30.43          
31             133.2          91.28          
32             138.8          70.32          
33             84.27          23.74          
34             147.61         90.18          
35             47.41          127.52         
36             78.69          16.87          
37             76.16          137.95         
38             177.59         146.45         
39             79.31          43.85          
40             13.17          102.82         
41             103.11         36.21          
42             93             155.36         
43             104.98         9.56           
44             30.1           15.95          
45             142.15         170.81         
46             74.07          118.5          
47             90.67          84.72          
48             123.55         115.51         
49             56.76          82.45          
50             41.44          168.01         
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              61.55          14.81          93.4652        98.1384        
2              51.53          22.37          91.5192        96.0951        
3              110.46         124.79         26.9064        28.2517        
4              11.28          134.22         95.0907        99.8453        
5              93.71          73.18          27.5477        28.9251        
6              96.75          36.64          63.4433        66.6155        
7              162.48         5.34           113.421        119.092        
8              74.06          98.09          26.0102        27.3107        
9              109.31         119.19         21.3291        22.3956        
10             34.05          191.23         112.571        118.2          
11             125            71.68          37.776         39.6647        
12             176.43         35.89          99.7579        104.746        
13             56.07          198.5          107.852        113.245        
14             79.7           6.14           96.0301        100.832        
15             152.51         144.62         68.9075        72.3529        
16             133.8          8.88           97.1869        102.046        
17             40.92          56.45          73.3965        77.0663        
18             71.5           11.58          92.8997        97.5446        
19             71.9           131.57         42.2643        44.3776        
20             138.06         180.2          88.7728        93.2114        
21             107.16         96.39          8.01858        8.41951        
22             142.16         143.63         60.6716        63.7052        
23             107.67         134.07         34.9227        36.6688        
24             149.79         73.91          56.2115        59.0221        
25             84.02          197.46         98.7614        103.699        
26             34.28          71.59          71.5978        75.1777        
27             154.06         55.78          69.8419        73.334         
28             176.39         59.04          86.6785        91.0124        
29             109.82         145.11         46.1665        48.4748        
30             55.54          104.74         44.712         46.9476        
31             97.66          179.74         79.7743        83.763         
32             185.7          110.91         86.3917        90.7112        
33             69.74          36.19          70.6214        74.1525        
34             190.83         197.54         133.282        139.946        
35             139.05         16.9           91.8178        96.4087        
36             177.89         56.03          89.4439        93.9161        
37             36.08          77.36          67.811         71.2016        
38             125.88         133.52         42.3481        44.4655        
39             197.91         106.49         98.1249        103.031        
40             26.06          46.19          91.4475        96.0198        
41             66.13          126.46         42.9803        45.1293        
42             173.02         107.74         73.4291        77.1005        
43             155.52         142.87         70.1449        73.6521        
44             165.46         155.53         85.8405        90.1325        
45             120.66         35.02          68.1853        71.5946        
46             98.25          156.8          56.827         59.6683        
47             156.07         191.58         107.381        112.75         
48             176.85         176.28         108.28         113.694        
49             41.54          188.78         106.299        111.614        
50             61.42          33.91          76.5265        80.3528        
51             66.11          29.95          77.8173        81.7082        
52             39.74          30.23          92.1907        96.8002        
53             47.14          128.83         60.2109        63.2214        
54             54.98          133.55         56.1463        58.9536        
55             118.26         133.91         38.5138        40.4395        
56             50.68          42.04          76.104         79.9092        
57             24.7           37.99          97.5466        102.424        
58             45.98          95.46          54.2104        56.921         
59             119.52         155.33         58.6723        61.6059        
60             42.28          154.66         79.4941        83.4688        
61             92.74          105.13         8.88957        9.33405        
62             129.42         195.93         100.34         105.357        
63             192.11         197.85         134.383        141.102        
64             135.28         105.32         35.6789        37.4628        
65             89.03          19.36          81.3827        85.4519        
66             71.55          113.71         31.5811        33.1602        
67             91.15          28.03          72.5121        76.1377        
68             89.08          118.01         21.062         22.1151        
69             49.02          186.33         100.259        105.272        
70             138.87         39.93          71.5492        75.1266        
71             82.45          81.75          25.3193        26.5852        
72             65.55          73.89          43.2265        45.3879        
73             114.51         149.4          51.4869        54.0612        
74             193.4          22.6           121.303        127.368        
75             132.36         24.59          82.06          86.163         
76             124.94         143.94         50.5245        53.0507        
77             171.33         172.05         101.386        106.456        
78             154.96         48.18          75.5375        79.3144        
79             166.81         132.86         74.4537        78.1764        
80             18.3           63.78          89.3688        93.8372        
81             91.91          156.23         56.809         59.6494        
82             119.88         131.94         37.6215        39.5026        
83             183.94         46.98          99.2826        104.247        
84             196.56         49.15          109.131        114.587        
85             7.56           138.93         100.303        105.318        
86             115.59         48.73          53.5879        56.2673        
87             146.66         112.29         48.2514        50.664         
88             49.75          159.32         77.7427        81.6298        
89             60.15          124.29         46.6693        49.0028        
90             146.69         94.06          47.0663        49.4196        
91             181.39         124.84         85.0962        89.351         
92             41.96          199.97         115.597        121.377        
93             71.63          152.09         59.3146        62.2804        
94             89.66          24.07          76.6308        80.4623        
95             181.29         64.38          88.7516        93.1892        
96             77.89          154.4          58.7215        61.6576        
97             103.49         191.05         91.1169        95.6727        
98             25.05          79.75          77.6374        81.5193        
99             6.03           38.87          112.104        117.709        
100            154.36         196.62         110.862        116.405        
ALPHA
0.0745678      0.0607318      0.0691398      0.0726402      0.115036       0.0989998      0.0814339      0.0648244      0.0683582      0.0636189      0.105209       0.0590895      0.0215869      0.0940033      0.0780766      0.063405       0.148343       0.0270814      0.0330493      0.127798       0.0816897      0.0498158      0.152343       0.0288068      0.107792       0.0590022      0.0878092      0.0903199      0.108412       0.151048       0.0346278      0.0518054      0.132113       0.0467732      0.0573319      0.155006       0.0412168      0.067248       0.0938636      0.0896106      0.0910994      0.046992       0.132026       0.174999       0.0612552      0.0321897      0.0211626      0.0266375      0.0578713      0.0723831      
0.0751581      0.0597494      0.0681291      0.0757026      0.10954        0.0948494      0.0793728      0.0678001      0.0673532      0.0648869      0.100858       0.0611288      0.0219822      0.101555       0.0762592      0.0643847      0.147454       0.027938       0.0344746      0.139857       0.0852847      0.050189       0.169342       0.0300112      0.102849       0.0615424      0.0861258      0.0974318      0.119339       0.168971       0.0346069      0.0511267      0.125299       0.0464925      0.0603359      0.143953       0.0427449      0.0673853      0.0945088      0.0961832      0.0881371      0.048349       0.123669       0.191971       0.0620912      0.0334843      0.021683       0.0269513      0.0614726      0.0755743      
0.196706       0.126994       0.148638       0.16919        0.137281       0.129284       0.141411       0.155834       0.147134       0.0912135      0.13844        0.17504        0.139167       0.133033       0.141158       0.199904       0.119338       0.0598635      0.092022       0.13864        0.170973       0.182599       0.134352       0.075482       0.133046       0.155321       0.105511       0.131658       0.124663       0.122368       0.101852       0.110636       0.118611       0.12516        0.131878       0.12312        0.140835       0.185606       0.105322       0.137194       0.110312       0.17968        0.127334       0.134795       0.19909        0.0997964      0.0500112      0.131302       0.0979445      0.165675       
0.0833261      0.0486514      0.0583871      0.125251       0.0730067      0.0643668      0.0622917      0.111559       0.0575374      0.0453001      0.0703931      0.087699       0.0229944      0.122254       0.0606773      0.0758856      0.0738527      0.02465        0.0398043      0.125183       0.147955       0.0522495      0.106429       0.0318025      0.0687201      0.094997       0.0540068      0.119119       0.0958628      0.0814203      0.0306003      0.0410981      0.0684518      0.0407893      0.0900438      0.0744869      0.0559938      0.0690711      0.0574824      0.137301       0.0556809      0.0621733      0.0721618      0.101763       0.0713531      0.0398615      0.0189806      0.0269961      0.0569094      0.127861       
0.135344       0.139719       0.141657       0.132098       0.185353       0.180868       0.158398       0.125227       0.141241       0.195911       0.179254       0.117236       0.0586365      0.158434       0.155013       0.122742       0.198034       0.105796       0.0869781      0.176872       0.140301       0.108819       0.187664       0.0831171      0.183902       0.11849        0.198742       0.156021       0.173434       0.19384        0.0967093      0.134336       0.19996        0.115654       0.119985       0.19998        0.0946968      0.130189       0.198733       0.153263       0.194434       0.101705       0.196568       0.193289       0.120711       0.0827993      0.0906922      0.0710846      0.142181       0.132148       
0.0964341      0.0942269      0.101016       0.0876005      0.171158       0.158429       0.12203        0.0792373      0.100283       0.100969       0.157974       0.0742181      0.0306487      0.106197       0.11706        0.0823139      0.168638       0.0399104      0.0441202      0.132884       0.0963676      0.0687714      0.150043       0.0393577      0.166744       0.0732974      0.171755       0.103034       0.119829       0.15585        0.053167       0.0832779      0.191334       0.070817       0.0711468      0.19024        0.0537293      0.0905215      0.145394       0.102176       0.18295        0.0612447      0.197451       0.164103       0.0803618      0.0429323      0.0319969      0.0384329      0.0751145      0.0871412      
0.075544       0.0680815      0.0817877      0.057682       0.153792       0.117376       0.105467       0.0500717      0.0806263      0.043115       0.153389       0.0489782      0.0189743      0.0602924      0.0988081      0.0602132      0.0753591      0.020037       0.0248534      0.0757967      0.0642567      0.0492548      0.0815872      0.0214254      0.133594       0.0462301      0.0619824      0.0583371      0.0630482      0.0744574      0.0336181      0.0535107      0.0803705      0.0487208      0.0422072      0.0866846      0.032996       0.0708327      0.0583601      0.0595581      0.0708294      0.0400366      0.105891       0.0887951      0.0588328      0.0247862      0.0162416      0.0244921      0.0382077      0.0567696      
0.141036       0.110911       0.120973       0.171961       0.145289       0.136824       0.128258       0.172097       0.120093       0.135418       0.140975       0.151724       0.0653026      0.199908       0.126016       0.135357       0.164209       0.105592       0.156853       0.19676        0.17885        0.110591       0.188496       0.170943       0.141486       0.164263       0.137395       0.199972       0.192273       0.173593       0.0802564      0.101291       0.1541         0.0972396      0.180649       0.159866       0.135962       0.128931       0.148665       0.199523       0.135352       0.129272       0.151233       0.18346        0.131186       0.137238       0.0756486      0.0718651      0.189191       0.173988       
0.198253       0.140283       0.160008       0.174001       0.147888       0.140704       0.152726       0.162766       0.158701       0.102831       0.149182       0.178941       0.190697       0.142429       0.15265        0.199999       0.130225       0.06991        0.104303       0.147587       0.175474       0.18963        0.143843       0.087014       0.144069       0.162439       0.117313       0.141176       0.134808       0.132932       0.118228       0.124606       0.129766       0.140142       0.141681       0.133952       0.150849       0.190683       0.116851       0.14619        0.122184       0.182934       0.138238       0.144357       0.199747       0.112603       0.0591685      0.156498       0.109225       0.171056       
0.0873019      0.04323        0.0536342      0.137865       0.0622865      0.0547454      0.0556751      0.0989415      0.0527302      0.0355242      0.0608674      0.0921731      0.0207006      0.0791539      0.0543972      0.0800757      0.0569345      0.0195797      0.0315776      0.0861167      0.172473       0.0507308      0.0772704      0.0250616      0.0584341      0.0864956      0.0432239      0.0771015      0.0671772      0.0613536      0.0270969      0.0358473      0.0541807      0.0367465      0.0668164      0.0586679      0.0496632      0.0687862      0.0448674      0.0854179      0.0452502      0.0614625      0.0588933      0.0759427      0.0740448      0.0325721      0.0153547      0.0245413      0.0417224      0.131077       
