Periods: 100
Task Arrival Rate: 15
Task Average Time: 1
Driver Arrival Rate: 15
Driver Average Time: 3
Period: 1
Tasks:18
id	x	y	end	c
1	75.67	96.44	2	24.59
2	70.39	116.69	1	33.99
3	18.49	120.26	1	83.99
4	188.9	78.79	2	91.4
5	193.7	198.85	2	136.2
6	182.41	145.44	1	94.11
7	94.71	77.31	3	23.3
8	112.8	99.09	3	12.83
9	80.42	48.2	2	55.38
10	111.43	108.91	1	14.49
11	37.72	0.93	1	117.02
12	1.22	11.95	1	132.33
13	149.87	55.78	1	66.65
14	107.15	138.03	1	38.7
15	177.7	23.94	3	108.73
16	145.94	155.22	2	71.83
17	31.62	145.71	3	82.25
18	150.02	10.38	3	102.63
Drivers: 18
id	x	y	end	sensitivity
1	13.09	146.67	2	0.9
2	152.09	156.79	4	1.94
3	42.57	168.86	2	1.05
4	182.82	177.43	5	0.81
5	70.51	100.94	3	0.88
6	28.6	20.92	7	1.72
7	54.43	53.15	6	0.79
8	59.53	174.84	6	0.58
9	94.5	179.19	4	1.35
10	137.07	126.82	4	1.01
11	163.76	14.79	6	1.34
12	152.06	5.58	5	0.75
13	187.87	40.37	3	0.59
14	128.41	100.28	4	1.21
15	107.27	22.47	1	0.54
16	34.29	100.82	4	0.82
17	93.75	198.69	5	1.35
18	160.64	198.13	4	1.8
Period: 2
Tasks:9
id	x	y	end	c
19	36.08	7.58	2	112.37
20	100.12	143.61	4	43.61
21	45.47	148.75	3	73.14
22	55.53	35.83	5	78.07
23	77.53	35.77	2	68.05
24	199.47	150.34	3	111.48
25	198.82	146.57	5	109.24
26	85.7	180.95	4	82.2
27	4.04	100.12	3	95.96
Drivers: 13
id	x	y	end	sensitivity
19	34.55	182.06	6	0.86
20	80.9	119.98	5	0.93
21	4.34	182.27	7	0.68
22	40.13	0.8	3	0.62
23	13.91	150.8	5	0.77
24	136.24	97.58	4	1.43
25	102.19	109.95	3	0.82
26	178.36	134.38	6	0.95
27	54.09	160.69	9	0.75
28	11.1	18.75	3	1.78
29	11.79	163.7	7	1.71
30	169.99	116.83	5	1.5
31	109.29	175.69	3	0.75
Period: 3
Tasks:13
id	x	y	end	c
28	190.07	133.69	4	96.16
29	38.19	54.86	3	76.54
30	197.02	93.83	4	97.22
31	19.68	69.45	3	85.93
32	80.08	55.38	3	48.86
33	31.83	162.78	4	92.67
34	177.49	155.69	6	95.43
35	86.37	98.45	4	13.72
36	133.07	184.57	3	90.81
37	64.97	80.3	4	40.19
38	87.16	55.21	3	46.59
39	108.51	162.06	5	62.64
40	187.46	63.32	4	94.84
Drivers: 14
id	x	y	end	sensitivity
32	164.92	100.88	3	1.58
33	144.12	141.84	5	1.23
34	139.52	75.65	8	1.44
35	50.4	179.11	9	0.62
36	199.4	20.03	5	1.76
37	65.44	38.12	3	0.89
38	85.56	107.89	6	0.94
39	148.32	59.87	4	1.58
40	168.62	82.98	4	1.46
41	121.44	139.62	4	1.96
42	137.53	98.78	6	1.93
43	43.7	191.14	6	1.74
44	139.99	107.28	8	0.96
45	6.09	41.83	6	0.98
Period: 4
Tasks:14
id	x	y	end	c
41	64.28	175.87	4	83.86
42	177.93	0.34	6	126.51
43	146.98	189.57	6	101.14
44	142.57	165.92	4	78.47
45	83.98	125.81	8	30.38
46	153.82	184.53	6	100.21
47	114.1	184.02	4	85.19
48	118.06	128.97	6	34.14
49	167.05	43.32	4	87.8
50	192.86	23.31	5	120.43
51	141.16	126.87	7	49.15
52	114.72	18.87	6	82.45
53	119.18	134.21	6	39.22
54	77.41	59.53	4	46.35
Drivers: 12
id	x	y	end	sensitivity
46	6.87	113.45	8	1.89
47	5.79	50.99	7	0.53
48	103.65	15.54	6	0.81
49	5.43	143.48	7	1.35
50	40.72	163.71	5	1.45
51	132.35	168.87	8	0.85
52	18.9	48.52	13	0.61
53	168.85	53.65	7	1.86
54	0.7	148.34	5	1.93
55	119.89	160.51	5	0.83
56	147.24	137.41	6	1.65
57	167.47	2.44	8	1.03
Period: 5
Tasks:13
id	x	y	end	c
55	28.25	169.23	6	99.7
56	63.81	74.33	6	44.37
57	67.8	109.78	6	33.65
58	176.07	164.2	5	99.54
59	18.94	186.47	5	118.52
60	129.16	107.41	5	30.09
61	73.28	148.27	5	55.17
62	106.96	84.96	6	16.57
63	111.79	156.46	7	57.68
64	193.32	4.62	6	133.44
65	58.21	181.58	5	91.66
66	175.91	11.96	7	116.25
67	53.42	124.09	5	52.44
Drivers: 9
id	x	y	end	sensitivity
58	109.76	73.3	9	1.74
59	118.89	53.31	10	1.3
60	32.35	45.37	8	0.64
61	19.61	172.36	11	1.92
62	130.81	4.45	7	1.16
63	110.09	128.49	6	1.06
64	132.28	65.68	6	1.71
65	107.12	90.5	5	1.52
66	114.97	115.65	8	0.97
Period: 6
Tasks:10
id	x	y	end	c
68	92.6	156.4	6	56.88
69	154.07	183.94	6	99.85
70	0.46	67.67	6	104.66
71	61.52	161.35	7	72.42
72	78.7	198.32	8	100.6
73	110.11	45.83	9	55.11
74	193.83	33.54	6	114.98
75	56.76	120.9	7	48.03
76	13.02	65.48	6	93.58
77	103.37	195.05	7	95.11
Drivers: 11
id	x	y	end	sensitivity
67	180.33	124.22	8	0.52
68	190.05	198.62	7	1.16
69	177.62	66.42	8	1.91
70	48.43	8.52	8	1.43
71	173.28	23.87	9	1.47
72	185.89	145.52	11	1.12
73	179.7	42.66	8	1.37
74	9.27	193.93	9	1
75	140.53	184.32	9	0.56
76	29.12	95.44	8	1.85
77	88.6	184.68	8	1.38
Period: 7
Tasks:11
id	x	y	end	c
78	49.3	154.5	7	74.44
79	165.23	190.92	8	111.9
80	112.75	22.79	8	78.26
81	72.25	157.19	7	63.57
82	21.2	109.16	9	79.33
83	197.93	20.65	9	126.04
84	1.21	70.78	7	103.02
85	87.55	159.03	9	60.33
86	191.27	149.44	8	103.8
87	117.51	183.13	8	84.95
88	54.16	129.26	10	54.38
Drivers: 19
id	x	y	end	sensitivity
78	162.45	10.11	9	0.67
79	147.04	107.49	11	0.91
80	7.31	107.42	9	1.2
81	164.83	91.51	9	1.9
82	194.1	57.34	9	1.38
83	2.71	58.43	10	1.13
84	159.05	195.56	10	0.78
85	67.23	164.47	12	1.78
86	176.17	177.46	8	1.06
87	76.15	117.97	8	1.85
88	84.92	176.87	9	1.71
89	176.67	14.38	10	1.27
90	180.29	137.12	14	1.57
91	79.63	180.64	10	1.26
92	78.13	140.39	10	1.92
93	126.49	61.09	9	1.21
94	165.48	101.57	9	1.14
95	46.21	72.69	9	1.05
96	65.11	132.56	9	1.27
Period: 8
Tasks:18
id	x	y	end	c
89	14.14	137.42	8	93.66
90	117.23	73.21	8	31.85
91	55.39	121.47	10	49.51
92	70.6	61.09	9	48.77
93	172.19	30.17	8	100.44
94	94.46	48.09	9	52.2
95	76.29	109.49	9	25.54
96	192.41	114.69	12	93.57
97	21.55	87.62	9	79.42
98	29.29	169.23	9	98.96
99	107.07	191.74	9	92.01
100	181.58	130.58	10	87.12
101	185.91	169.47	11	110.48
102	83.95	163.71	9	65.7
103	143.12	21.33	9	89.71
104	134.08	108.96	8	35.24
105	34.37	82.52	9	67.92
106	160.6	151.32	8	79.41
Drivers: 21
id	x	y	end	sensitivity
97	9.38	81.8	11	1.16
98	31.1	119.27	11	0.78
99	34.8	173.86	9	0.78
100	8.62	162.97	12	1.84
101	38.82	149.08	12	1.69
102	87.32	81.55	13	1.56
103	35.7	81.04	10	1.1
104	136.94	75.16	9	1.97
105	129.44	25.93	12	1.17
106	101.28	83.76	10	1.86
107	118.71	183.92	11	0.6
108	141.58	143.91	11	1.99
109	128.07	156.7	11	1.95
110	179.55	140.95	10	1.35
111	111.87	62.87	13	1.69
112	189.01	87.52	9	1.64
113	19.45	23.86	10	1.22
114	86.85	126.1	10	1.18
115	115.65	159.81	17	1.26
116	74.99	100.84	12	1.3
117	193.37	43.91	9	1.28
Period: 9
Tasks:14
id	x	y	end	c
107	90.54	35.44	12	65.25
108	139.05	199.2	10	106.61
109	97.63	99.33	9	2.46
110	180.32	94.97	9	80.48
111	120.14	74.47	9	32.52
112	189.19	13.09	9	124.53
113	116.62	69.46	10	34.77
114	87.62	143.62	11	45.34
115	103.56	43.26	9	56.85
116	78.45	140.49	10	45.87
117	181.72	95.2	10	81.86
118	59.39	98.53	10	40.64
119	180.41	106.35	10	80.66
120	119.9	107.63	9	21.31
Drivers: 15
id	x	y	end	sensitivity
118	44.17	160.48	12	1.75
119	72.76	65.95	13	0.79
120	13.57	163.84	14	1.69
121	179.77	28.61	11	0.9
122	186.46	88.73	12	0.91
123	179.62	65.72	11	1.55
124	108.16	147.73	12	1.75
125	172.92	191.43	13	1.27
126	184.34	20.93	13	1.34
127	70.82	141.45	9	1.66
128	74.09	92.68	12	1.77
129	29.74	191.21	13	1.21
130	185.37	104.35	13	0.73
131	182.55	84.5	13	1.95
132	47.04	22.47	12	1.22
Period: 10
Tasks:21
id	x	y	end	c
121	95.98	79.1	10	21.28
122	20.19	156.15	12	97.58
123	154.81	174.73	12	92.68
124	92.41	197.72	12	98.01
125	124.78	160.68	10	65.54
126	56.41	182.72	11	93.5
127	126.98	151.59	10	58.22
128	4.15	4.57	12	135.26
129	93.3	26.77	11	73.54
130	115.62	180.99	11	82.48
131	38.59	144.4	10	75.78
132	125.09	100.22	11	25.09
133	119.47	172.3	11	74.88
134	61.39	61.31	11	54.66
135	22.01	40.16	10	98.3
136	156.64	181.26	10	99.05
137	29.54	44.32	12	89.8
138	15.6	172.31	11	111.14
139	131.87	149.93	11	59.23
140	138.71	193.34	10	101.05
141	98.18	125.26	11	25.33
Drivers: 14
id	x	y	end	sensitivity
133	93.43	62.89	14	1.05
134	8.76	145.52	10	1.07
135	135.38	50.28	12	0.6
136	30.27	103.05	12	1.83
137	147.56	87.87	15	1.66
138	159.37	43.61	13	1.28
139	152.23	186.45	12	1.21
140	25.79	162.07	13	1.91
141	126.45	10.22	13	1.9
142	187.89	7.46	10	1.58
143	83.76	158.53	13	1.59
144	67.15	112.01	13	1.4
145	117.96	28.58	11	1.95
146	165.62	108.54	14	0.93
Period: 11
Tasks:14
id	x	y	end	c
142	28.56	120.45	11	74.31
143	164.98	63.26	11	74.65
144	196.52	18.97	13	126.02
145	40.64	32.57	11	89.84
146	189.27	105.22	11	89.42
147	87.53	41.92	11	59.4
148	190.47	194.97	12	131.16
149	111.35	44.31	13	56.83
150	103.81	48.7	12	51.44
151	101.23	183.73	14	83.74
152	173.51	159.98	12	94.88
153	94.68	103.45	14	6.34
154	120.42	14.71	11	87.7
155	168.67	154.89	12	87.91
Drivers: 31
id	x	y	end	sensitivity
147	11.36	15.19	13	1.6
148	79.53	2.83	14	1.76
149	36.38	25.15	16	1.5
150	173.54	166.98	16	1.09
151	70.34	96.58	14	1.38
152	145.02	53.4	13	1.2
153	73.84	85.04	15	1.78
154	107.16	152.7	15	0.5
155	100	122.85	13	1.67
156	77.55	136.25	13	0.64
157	158.72	13.26	17	1.91
158	94.65	27.03	13	0.67
159	34.7	154.75	13	1.3
160	76.56	188.24	15	1.25
161	27.18	11.25	15	0.57
162	87.44	45.52	13	1.43
163	188.64	38.93	12	1.47
164	19.21	5.55	14	1.69
165	36.36	16.74	15	1.01
166	60.57	100.01	17	1.11
167	149.19	136.03	14	1.54
168	194.93	0.59	12	1.84
169	124.38	157.32	19	1.78
170	153.16	136.7	15	1.19
171	161.99	47.74	15	1.19
172	114.64	95.06	13	1.17
173	113.14	31.47	15	1.38
174	105.48	152.46	14	0.61
175	105.1	186.7	16	1.48
176	48.91	50	14	1.96
177	2.01	40.4	13	1.09
Period: 12
Tasks:17
id	x	y	end	c
156	32.41	19.93	12	104.78
157	161.95	87.7	13	63.16
158	133.54	104.14	13	33.79
159	190.9	86.01	14	91.97
160	107.5	166.72	12	67.14
161	171.24	77.49	12	74.71
162	158.76	178.5	12	98.06
163	182.16	180.71	12	115.17
164	49.6	8.48	13	104.48
165	82.83	71.34	12	33.41
166	117.52	36.74	15	65.64
167	59.61	196.6	12	104.7
168	182.12	174.64	14	110.97
169	23.31	127.2	12	81.37
170	78.89	170.16	13	73.27
171	132.92	39.59	12	68.8
172	192.67	47.9	12	106.31
Drivers: 15
id	x	y	end	sensitivity
178	161.88	151.82	16	0.62
179	82.88	23.65	16	0.88
