Periods: 100
Task Arrival Rate: 15
Task Average Time: 1
Driver Arrival Rate: 10
Driver Average Time: 2
Period: 1
Tasks:17
id	x	y	end	c
1	127.9	123.58	2	36.53
2	157.01	44.23	1	79.75
3	15.94	17.15	4	118.03
4	45.55	135.57	2	65.04
5	172.11	106.52	2	72.4
6	94.04	99.91	2	5.96
7	167.96	131.49	1	74.9
8	31.6	29.88	2	97.96
9	91.99	113.28	1	15.51
10	178.08	191.57	1	120.34
11	90.45	100.3	1	9.55
12	67.78	60.69	1	50.83
13	44.36	196.41	2	111.31
14	44.57	2.45	2	112.2
15	150.62	135.58	1	61.87
16	112.67	174.61	2	75.68
17	146.14	42.3	1	73.88
Drivers: 6
id	x	y	end	sensitivity
1	143.32	96.66	3	0.71
2	51.4	166.69	2	1.8
3	56.87	121.58	2	1.97
4	155.02	35.46	5	0.87
5	112.81	74.15	5	1.36
6	123.8	9	2	1.82
Period: 2
Tasks:12
id	x	y	end	c
18	88.49	184.92	4	85.7
19	180.35	90.11	4	80.96
20	94.05	58.76	4	41.67
21	14.83	97.29	3	85.21
22	149.87	21.42	2	93.07
23	22.14	65.55	3	85.14
24	128.25	163.28	3	69.3
25	137.13	45.5	2	65.95
26	26.6	36.4	3	97.12
27	108.17	105.25	7	9.71
28	22.57	5.49	5	122.18
29	95.84	115.38	2	15.93
Drivers: 12
id	x	y	end	sensitivity
7	27.22	194.67	3	1.35
8	22.28	2.62	2	1.7
9	31.57	139.59	4	1.39
10	155.46	151.23	10	1.72
11	172.1	18.34	4	1.45
12	149.76	13.85	5	1.69
13	84.97	35.73	3	1.74
14	5.85	119.48	4	0.92
15	135.1	189.58	4	1.86
16	168.44	166.04	2	0.65
17	101.15	6	5	0.73
18	160.17	181.73	7	1.01
Period: 3
Tasks:16
id	x	y	end	c
30	144.8	145.77	5	64.05
31	5.41	122.36	5	97.2
32	85.69	110.5	4	17.75
33	14.3	164.24	4	107.1
34	166.37	13.9	4	108.71
35	40.88	164.62	4	87.58
36	91.93	150.86	5	51.5
37	134.46	120.81	7	40.26
38	178.62	38.06	5	100.09
39	4.84	195.5	4	134.82
40	148.05	164.51	4	80.44
41	87.41	89.19	3	16.59
42	131.41	190.04	6	95.36
43	5.02	97.1	4	95.02
44	189.79	31.1	4	113.18
45	145.32	12.5	3	98.54
Drivers: 12
id	x	y	end	sensitivity
19	20.84	181.98	6	1.3
