Periods: 100
Task Arrival Rate: 10
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 3
Period: 1
Tasks:13
id	x	y	end	c
1	54.26	90.04	3	46.81
2	178.65	112.21	2	79.59
3	129.37	113.81	4	32.45
4	96.79	125.76	5	25.96
5	43.64	101.9	4	56.39
6	185.98	171.16	3	111.61
7	69.64	167.83	1	74.31
8	128.42	142.45	5	51.09
9	144.19	0.53	6	108.84
10	82.05	67.22	1	37.37
11	25.59	25.43	7	105.34
12	112.44	178.39	1	79.37
13	184.66	151.03	3	98.85
Drivers: 18
id	x	y	end	sensitivity
1	86.69	58.81	1	1.3
2	48.88	138.88	4	1.72
3	150.01	107.17	4	1.95
4	7.61	25.11	3	1.73
5	56.33	39.3	5	1.51
6	26.35	169.26	4	1.74
7	58.58	60.08	4	1.04
8	24.97	174.04	2	0.53
9	59.84	196.13	4	1.73
10	178.36	44.47	6	0.78
11	38.6	52	2	0.64
12	16.69	191.51	4	1.98
13	114.25	15.88	4	1.8
14	118.65	179.31	5	1.41
15	154.65	58.43	2	0.68
16	63.4	193.72	2	1.02
17	130.28	137.16	2	0.97
18	126.99	124.88	5	1.99
Period: 2
Tasks:15
id	x	y	end	c
14	76.88	77.34	3	32.37
15	102.74	165.42	4	65.48
16	24.74	177.08	3	107.73
17	193.81	145.79	3	104.39
18	39.13	10.68	5	108.09
19	47.53	60.6	6	65.62
20	46.35	92.22	2	54.21
21	75.1	53	4	53.19
22	114.86	67.68	6	35.57
23	111.68	99.5	3	11.69
24	177.69	136.9	4	86.01
25	183	84.79	2	84.38
26	143.5	127.44	4	51.43
27	25.21	68.02	3	81.34
28	63.11	170.13	2	79.24
Drivers: 10
id	x	y	end	sensitivity
19	56.3	188.54	4	1.28
20	86.22	37.6	3	1.87
21	88.29	75.05	3	1.01
22	96.15	182.58	3	1.36
23	70.16	182.15	4	1.28
24	23.6	168.53	5	1.98
25	30.49	97.57	7	0.66
26	61.86	67.49	6	0.57
27	139.29	46.92	4	0.86
28	133.94	131.33	5	1.98
Period: 3
Tasks:10
id	x	y	end	c
29	185.47	116.28	6	87.01
30	75.27	156.69	6	61.85
31	166.39	109.66	5	67.09
32	96.47	19.02	7	81.06
33	20.85	189.29	4	119.32
34	145.33	127.75	4	53.15
35	103.74	72.55	4	27.7
36	50.38	110.89	4	50.8
37	32.71	43.39	4	87.94
38	50.32	122.3	5	54.46
Drivers: 15
id	x	y	end	sensitivity
29	115.42	79.44	5	1.08
30	144.99	61.93	8	1.96
31	26.82	95.36	6	1.22
32	118.64	1.92	8	1.68
33	179.55	49.92	6	1.96
34	57.76	191.5	7	1.34
35	9.57	141.04	9	1.63
36	103.26	62.39	8	0.75
37	88.44	43.92	6	1.58
38	96.92	81.17	6	1.72
39	46.42	114.36	7	1.04
40	118.03	24.27	5	1.63
41	83.21	177.19	6	1.03
42	65.77	78.15	6	0.81
43	180.48	43.72	4	1.71
Period: 4
Tasks:5
id	x	y	end	c
39	55.14	61.34	5	59.22
40	164.76	3.21	7	116.46
41	95.73	65.8	6	34.47
42	24.46	20.43	6	109.72
43	170.52	177.57	7	104.83
Drivers: 17
id	x	y	end	sensitivity
44	78.47	92.95	6	1.96
45	148.6	46.77	5	1.59
46	89.13	181.46	6	1
