Periods: 100
Task Arrival Rate: 5
Task Average Time: 2
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:7
id	x	y	end	c
1	109.59	5.44	6	95.05
2	6.76	11.91	4	128.27
3	54.17	22.14	2	90.35
4	19.12	165.3	4	103.95
5	90.53	41.08	2	59.68
6	164.22	122.71	3	68.12
7	20.2	88.01	3	80.7
Drivers: 23
id	x	y	end	sensitivity
1	112.84	159.26	1	1.74
2	143.51	164.85	4	1.08
3	105.26	151.49	3	1.75
4	128.06	57.51	4	1.12
5	96.17	125.94	2	0.99
6	158.21	159.99	5	1.4
7	29.3	82.63	2	0.61
8	115.08	88.87	3	1.91
9	7.12	135.05	4	1.64
10	94.42	112.21	4	1.73
11	179.19	73.37	1	1.14
12	40.18	38.41	2	1.1
13	42.84	169.13	5	1.31
14	171.24	53.36	4	0.82
15	148.74	20.73	1	1.07
16	92.06	26.78	3	1.72
17	78.8	96.47	4	0.72
18	172.21	35.02	1	0.76
19	150.59	0.04	2	0.9
20	54.67	128.63	1	1.47
21	117	121	4	1.53
22	126.7	4.13	2	0.81
23	99.51	155.21	4	1.25
Period: 2
Tasks:6
id	x	y	end	c
8	46.53	173.98	7	91.28
9	2.25	53.81	4	108.11
10	189.02	125.09	3	92.49
11	116.45	12.1	4	89.43
12	148.27	74.31	2	54.68
13	138.37	25.58	5	83.73
Drivers: 19
id	x	y	end	sensitivity
24	86.19	65.88	4	1.38
25	120.77	176.71	5	1.22
26	104.66	153.2	4	1.37
27	57.33	66.7	2	1.41
28	166.9	194.64	5	1.1
29	199.44	122.86	4	1.71
30	48.46	169.55	4	1.83
31	129.41	105.23	3	1.57
32	35.46	191.84	2	1.1
33	114.64	177.06	4	1.61
34	117.07	123.54	4	1.65
35	21.75	37.39	4	1.7
36	178.8	43.77	4	0.79
37	57.22	0.32	5	1.61
38	58.08	137.24	3	1.07
39	91.02	45.91	3	1.41
40	186.93	153.29	2	0.55
41	186.54	67.11	4	1
42	3.84	102.85	3	1.06
Period: 3
Tasks:2
id	x	y	end	c
14	122.39	107.74	6	23.69
15	97.89	160.74	6	60.78
Drivers: 12
id	x	y	end	sensitivity
43	27.81	199.05	4	0.52
44	115.38	179.01	3	1.16
45	184.55	179.31	5	1.32
46	19.95	177.72	3	1.84
47	129.51	8.57	8	0.71
48	114.98	7.8	4	1.08
49	77.51	5.76	5	0.53
