Periods: 100
Task Arrival Rate: 10
Task Average Time: 1
Driver Arrival Rate: 15
Driver Average Time: 1
Period: 1
Tasks:10
id	x	y	end	c
1	37.54	42.01	1	85.23
2	61.85	69.19	1	49.04
3	14.59	100.15	4	85.41
4	95.03	37.27	2	62.93
5	159.68	35.3	2	88.02
6	37.27	103.29	1	62.82
7	118.01	122.43	3	28.77
8	10.09	73.8	3	93.65
9	105.42	43.5	3	56.76
10	14.11	93.03	1	86.17
Drivers: 9
id	x	y	end	sensitivity
1	147.54	168.3	3	1.49
2	150.74	139.07	1	1.16
3	159.23	82.59	1	1.88
4	8.77	183.23	1	1.33
5	49.99	86.09	1	1.61
6	1.47	136.66	3	1
7	124.02	91.23	1	0.51
8	143.63	110.8	4	1.85
9	69.3	69.68	1	1.65
Period: 2
Tasks:11
id	x	y	end	c
11	150.89	20.84	4	94.11
12	7.2	97.34	4	92.84
13	188.84	100.53	3	88.84
14	100.78	148.18	3	48.19
15	26.85	6.24	3	118.92
16	22.58	191.43	5	119.81
17	9.33	73.55	2	94.45
18	4.19	159.49	3	112.78
19	140.03	56.71	5	58.96
20	77.25	113.61	4	26.51
21	169.41	1.5	4	120.5
Drivers: 23
id	x	y	end	sensitivity
10	66.11	52.7	3	1.3
11	108.82	150.23	3	1.17
12	56.55	54.27	4	0.5
13	82.74	25.37	2	0.7
14	167.91	132.83	2	0.86
15	68.89	35.91	4	1.44
16	49.73	43.01	2	1.16
17	26	127.97	5	1.57
18	83.32	15.82	3	1.91
19	126.76	41.33	3	1.56
20	68.92	60.64	3	1.69
21	198	22.61	2	0.61
22	33.75	70.28	6	1.35
23	141.04	101.33	4	0.62
24	168.49	91.65	3	1.47
25	185.84	179.87	2	1.78
26	109.86	155.56	3	1.17
27	128.1	134.02	3	1.12
28	77.62	77.04	5	0.99
29	171.06	107.69	2	1.73
30	34.7	118.34	3	1.52
31	52.45	120.43	4	0.71
32	83.1	142.51	4	0.84
Period: 3
Tasks:11
id	x	y	end	c
22	28.88	145.91	3	84.65
23	62.49	12.59	3	95.12
24	169.05	69.23	5	75.6
25	160.7	127.74	6	66.74
26	83.55	128.79	4	33.16
27	146.51	185.69	3	97.5
28	23.65	56.24	5	88
29	88.9	101.72	6	11.23
30	21.31	52.9	6	91.71
31	83.58	186.71	3	88.25
32	97.77	174.87	3	74.9
Drivers: 13
id	x	y	end	sensitivity
33	43.5	136.04	3	0.89
34	24.57	149.82	3	1.22
35	144.36	184.5	4	1.31
36	27.45	192.05	5	1.65
37	177.2	141.97	5	1.4
38	17.17	5.27	3	0.58
39	81.24	34.07	3	1.17
40	20.96	23.39	4	1.79
41	116.06	67.81	4	1.82
42	44.87	37.82	3	1.06
43	117.88	110.94	3	1.14
44	134.71	10.41	4	0.63
45	53.43	34.82	6	1.94
Period: 4
Tasks:12
id	x	y	end	c
