Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 10
Driver Average Time: 1
Period: 1
Tasks:15
id	x	y	end	c
1	25.33	7.71	3	118.71
2	30.45	78.22	6	72.88
3	9.91	99.43	3	90.09
4	133.98	11.19	2	95.09
5	83.12	75.43	3	29.81
6	29.36	185.66	2	111.03
7	126.69	133.58	4	42.89
8	26.84	90.79	5	73.74
9	113.61	57.79	2	44.35
10	72.92	63.55	3	45.41
11	141.65	173.66	2	84.62
12	155.23	4.33	3	110.47
13	68.48	89.75	2	33.14
14	57.33	180.27	2	90.91
15	148.78	141.96	3	64.34
Drivers: 10
id	x	y	end	sensitivity
1	111.62	112.66	2	0.97
2	7.9	189.83	1	1.4
3	184.57	187.69	1	1.68
4	14.38	109.6	1	0.72
5	102.5	187.63	2	1.68
6	17.49	153.48	2	1.85
7	186.44	16.52	2	1.16
8	163.48	123.47	3	1.34
9	180.28	69.68	1	1.44
10	73.12	61.55	1	0.79
Period: 2
Tasks:15
id	x	y	end	c
16	170.39	182.54	4	108.48
17	180.13	131.14	4	85.97
18	107.14	46.34	5	54.13
19	96.1	49.42	6	50.73
20	57.24	159.56	5	73.32
21	160.52	44.93	6	81.83
22	56.5	126.05	3	50.7
23	17.14	194.93	6	126.01
24	38.43	35.86	5	88.91
25	197.68	199.53	4	139.45
26	88.38	92.94	5	13.6
27	45.64	129.09	4	61.65
28	149.95	69.86	3	58.34
29	196.77	82.15	2	98.4
30	55.39	182.43	3	93.73
Drivers: 13
id	x	y	end	sensitivity
11	50.45	104.1	3	0.84
12	125.87	19.62	4	1.91
13	68.72	64.39	2	1.98
14	101.22	181.82	5	1.05
15	50.94	106.57	5	1.52
16	74.03	80.16	2	1.21
17	169.34	6.78	7	0.56
18	46.88	136.56	3	0.61
19	119.98	61.7	2	1.95
20	137.28	74.29	3	1.2
21	185.47	97.34	2	1.01
22	197.24	80.58	2	1.1
23	121.24	40.31	3	1.59
Period: 3
Tasks:19
id	x	y	end	c
31	56.52	180.03	4	91.08
32	54.61	63.63	6	58.16
33	69.69	159.96	7	67.19
34	140.38	23.33	3	86.65
35	159.86	195.07	5	112.35
36	110.64	108.73	5	13.76
37	93.34	161.89	4	62.25
38	179.83	26.57	5	108.47
39	86.63	35.78	4	65.6
40	119.06	196.96	4	98.82
41	77.67	199.56	7	102.03
42	75.43	96.51	4	24.82
43	28.54	64.54	4	79.77
44	94.81	89.34	4	11.86
45	62.76	59.72	7	54.86
46	106.16	57.98	6	42.47
47	82.23	1.33	5	100.26
48	88.36	139.09	5	40.79
49	75.44	10.61	5	92.7
Drivers: 4
id	x	y	end	sensitivity
24	26.87	19.7	3	1.01
25	36.21	158.58	4	1.04
26	116.91	148.94	4	0.93
27	199.93	176.79	4	0.62
Period: 4
Tasks:14
id	x	y	end	c
50	174.25	102.82	5	74.3
51	173.76	82.44	6	75.82
52	36.84	163.99	6	89.91
53	65.06	107.3	6	35.69
54	23.63	22.19	7	109.03
55	34.05	69.38	5	72.71
56	119.47	69.64	6	36.07
57	186.16	79.33	6	88.6
58	139.29	162.69	7	73.98
59	72.02	165.69	7	71.4
60	55.3	35.35	5	78.6
61	142.73	87.52	8	44.52
62	123.85	92.69	7	24.95
63	46.68	70.21	5	61.08
Drivers: 10
id	x	y	end	sensitivity
28	27.45	14.18	4	1.49
29	43.79	89.69	6	0.83
30	122.96	88.18	5	1.03
31	63.99	180	4	0.77
32	164.73	40.9	4	1.51
33	183.96	130.78	5	1.24
34	21.26	175.61	4	0.61
35	185.1	62.92	5	0.72
36	37.66	162.28	6	0.84
37	101.09	111.68	5	1.45
Period: 5
Tasks:16
id	x	y	end	c
64	151.58	37.65	8	80.92
65	17.36	58.64	5	92.41
66	133.95	121.2	6	40.03
67	127.82	124.61	7	37.14
68	125.12	49.31	6	56.57
69	86.78	187.27	7	88.27
70	138.23	105.11	6	38.57
71	13.27	93.96	10	86.94
72	141.34	169.42	7	80.8
73	135.37	126.55	6	44.23
74	146.85	185.53	8	97.52
75	127.42	87.09	6	30.31
76	139.8	85.88	6	42.23
77	93.8	47.76	9	52.61
78	96.67	33.22	8	66.86
79	161.39	52.6	8	77.56
Drivers: 11
id	x	y	end	sensitivity
38	60.04	72.4	5	1.52
39	64.5	16.86	6	1.43
40	23.87	171.48	5	0.89
41	118.14	61.2	6	1.01
42	177.09	129.23	5	1.54
43	64.57	36.58	7	0.52
44	72.73	183.76	5	1.58
45	34.62	59.42	5	1.42
46	170.61	87.93	6	1.74
47	115.02	43.89	9	1.72
48	135.33	191.52	7	1.56
Period: 6
Tasks:11
id	x	y	end	c
80	45.9	134.43	7	64.13
81	29.88	112.75	7	71.27
82	142.13	176.65	9	87.47
83	35.45	43.21	8	85.98
84	149.13	43.47	10	74.9
85	41.25	173.97	6	94.46
86	105.44	183.48	8	83.66
87	54.36	65.95	9	56.94
88	28.56	107.51	8	71.83
89	113.8	187.98	8	89.06
90	124.06	76.78	9	33.44
Drivers: 8
id	x	y	end	sensitivity
49	14.04	61.88	6	1.66
50	25.3	148.19	6	0.69
51	163.75	131.57	8	1.77
52	96.24	182.42	7	1.03
53	173.25	181.19	8	0.95
54	142.84	137.54	6	0.59
55	192.33	74.81	9	1.54
56	36.43	130.9	6	0.94
Period: 7
Tasks:11
id	x	y	end	c
91	59.96	182.18	9	91.42
92	94.68	101.42	8	5.51
93	145.52	26.87	9	86.14
94	98.99	198.82	11	98.83
95	151.17	167	7	84.31
96	65.44	69.85	7	45.86
97	76.41	67.33	10	40.3
98	6.93	181.3	8	123.58
99	17.98	169.89	10	107.76
100	34	67.06	9	73.76
101	151.81	30.55	11	86.65
Drivers: 10
id	x	y	end	sensitivity
57	105.45	121.77	7	1.62
58	69.62	49.95	7	1.54
59	59.75	105.16	7	1.38
60	8.63	61.54	8	0.68
61	113.85	148.84	8	0.91
62	82.28	129.74	7	1.51
63	12.75	163.52	8	0.54
64	62.94	120.69	8	1.64
65	196.33	46.89	8	1.58
66	96.6	149.66	8	1.83
Period: 8
Tasks:13
id	x	y	end	c
102	135.87	68.53	9	47.72
103	133.41	27.12	11	80.17
104	135.04	118	9	39.39
105	74.36	140.35	9	47.81
106	160.24	180.46	9	100.51
107	54.55	157.86	11	73.58
108	99.77	65.85	10	34.15
109	188.82	147.47	9	100.71
110	172.47	26.31	12	103.35
111	53.35	1.76	11	108.75
112	41.68	109.52	11	59.09
113	15.1	64.62	8	91.98
114	163.38	87.85	8	64.53
Drivers: 8
id	x	y	end	sensitivity
67	85.43	115.38	8	1.03
68	87.33	83.22	10	1.96
69	189.82	90.16	8	1.39
70	116.54	128.67	9	1.69
71	103.97	107.9	9	1.14
72	74.91	83.03	9	0.8
73	112.97	130.57	11	1.68
74	128.97	86.92	9	1.17
Period: 9
Tasks:12
id	x	y	end	c
115	194.66	116.49	12	96.09
116	75.5	162.74	10	67.35
117	117.01	42.21	9	60.24
118	90.51	69.61	12	31.84
119	21.65	52.1	14	91.83
120	44.19	62.48	11	67.25
121	63.45	164.35	9	74.01
122	75.1	87.99	11	27.65
123	118.85	1.81	10	99.98
124	174.06	38.39	12	96.34
125	155.6	191.51	12	107.08
126	122.34	1.8	12	100.71
Drivers: 15
id	x	y	end	sensitivity
75	110.44	51.14	11	1.8
76	167.73	161.47	13	0.92
77	39.93	181.65	12	0.74
78	3.83	9.64	10	1.84
79	65.69	139.56	9	0.53
80	78.55	109.09	9	0.66
81	189.33	43.17	11	0.58
82	172.03	109.67	10	0.65
83	53.96	59.8	12	1.62
84	147.57	199.13	9	1.85
85	162.82	147.76	11	0.57
86	67.26	0.72	11	0.97
87	14.43	3.35	12	0.67
88	191.4	47.98	9	1
89	40.75	13.85	10	1.24
Period: 10
Tasks:14
id	x	y	end	c
127	130.35	187.54	12	92.65
128	22.79	167.92	13	102.83
129	151.18	64.89	12	62.07
130	130.39	130.59	15	43.12
131	170.74	166.93	11	97.38
132	189.34	69.86	13	94.29
133	59.06	72.71	17	49.2
134	183.19	157.06	13	100.88
135	3.22	92.22	16	97.09
136	76.52	97.47	11	23.62
137	52.67	15.95	13	96.46
138	25.99	54.29	11	86.99
139	117.85	160.57	13	63.15
140	92.29	81.85	12	19.72
Drivers: 9
id	x	y	end	sensitivity
90	139.28	130.65	10	0.83
91	165.23	166.6	12	2
92	13.14	83.72	10	1.31
93	55.92	63.95	10	1.49
94	125.5	135.74	10	1.09
95	44.32	130.84	12	1.29
96	158.49	54.1	11	1.56
97	179.99	195.27	11	0.54
98	133.6	128.34	10	1.99
Period: 11
Tasks:11
id	x	y	end	c
141	111.74	112.74	16	17.32
142	50.61	79.84	15	53.35
143	16.79	104.22	14	83.32
144	94.6	19.11	12	81.07
145	154.52	145.8	13	71.2
146	168.92	138.24	12	78.82
147	5.51	128.81	12	98.78
148	93.07	2.73	13	97.52
149	136.53	44.99	15	66.03
150	16.49	79.44	12	86
151	5.11	130.91	14	99.8
Drivers: 8
id	x	y	end	sensitivity
99	159.27	101.62	11	1.86
100	133.41	193.01	12	1.62
101	110.01	32.31	11	1.39
102	188.79	50.14	13	0.88
103	190.04	83.65	11	0.66
104	32.8	153.29	14	0.97
105	23.38	178.39	12	1.67
106	83.15	187.49	11	0.6
Period: 12
Tasks:18
id	x	y	end	c
152	139.68	180.09	14	89.38
153	64.71	112.19	12	37.34
154	9.46	94.84	13	90.69
155	63.96	95.11	14	36.37
156	67.27	110.52	14	34.38
157	170.35	187.5	13	112.27
158	143.74	59.3	18	59.75
159	172.44	150.94	16	88.56
160	15.95	186.38	13	120.52
161	90.04	155.52	16	56.41
162	71.16	198.08	17	102.23
163	49.36	145.62	13	68.16
164	190.88	4.59	14	131.77
165	147.74	66.2	14	58.49
166	178.72	68.89	15	84.64
167	19.47	72.08	16	85.23
168	81.47	53.13	12	50.4
169	194.8	165	17	114.94
Drivers: 12
id	x	y	end	sensitivity
107	172.97	181.65	13	0.68
108	7.94	87.43	13	0.67
109	174.32	11.97	12	0.69
110	143.23	114.24	13	1.21
111	178.39	178.49	13	1.19
