Periods: 100
Task Arrival Rate: 15
Task Average Time: 3
Driver Arrival Rate: 10
Driver Average Time: 2
Period: 1
Tasks:13
id	x	y	end	c
1	38.72	56.42	3	75.2
2	38.27	99.37	3	61.73
3	181.95	130.51	5	87.45
4	15.34	121.64	6	87.38
5	192.17	43.53	4	108.09
6	35.46	68.46	4	71.83
7	39.22	135.58	6	70.43
8	8.3	124.17	2	94.83
9	16.37	154.7	4	99.93
10	10.88	84.78	4	90.41
11	103.72	65.93	3	34.27
12	22.84	3.35	4	123.67
13	83.17	80.06	4	26.09
Drivers: 11
id	x	y	end	sensitivity
1	156.84	163.35	2	1.92
2	41.22	95.9	3	0.55
3	67.79	136.96	2	0.82
4	80.28	43.14	3	0.51
5	162.68	147.67	5	1.99
6	158.1	192.66	2	1.26
7	39.93	126.97	4	1.24
8	190.81	192.37	1	1.97
9	66.77	100	2	1.41
10	177.66	136.57	4	0.56
11	88.41	51.17	3	1.31
Period: 2
Tasks:12
id	x	y	end	c
14	1.46	0.65	4	139.93
15	148.31	163.51	4	79.8
16	113.15	62.25	8	39.97
17	188.25	133.75	7	94.48
18	114.63	182.75	4	84.03
19	24.41	85.54	6	76.96
20	166.99	62.62	6	76.71
21	174.02	38.72	4	96.09
22	189.78	174.49	5	116.66
23	128.45	52.18	7	55.64
24	30.37	8.16	4	115.25
25	164.17	79.69	7	67.31
Drivers: 13
id	x	y	end	sensitivity
12	179.14	108.34	2	0.83
13	172.12	61.35	3	1.86
14	108.38	71.6	3	1.03
15	133.67	28.71	5	1.74
16	196.18	65.32	2	1.01
17	134.12	7.25	4	1.42
18	47.13	112.69	5	1.03
19	46.28	187.37	4	0.84
20	178.01	54.31	6	1.99
21	129.06	80.37	4	1.02
22	51.87	0.82	2	1.76
23	149.56	49.64	6	1
24	17.26	62.91	3	1.9
Period: 3
Tasks:17
id	x	y	end	c
26	54.74	199.75	4	109.54
27	119.51	0.66	4	101.24
28	111.24	107.6	6	13.57
29	22.72	156.03	8	95.45
30	144.68	9.36	3	101.05
31	38.02	171.71	4	94.78
32	129.27	23.09	6	82.29
33	4.88	54.97	5	105.24
34	94.88	26.23	4	73.95
35	160.54	4.2	6	113.33
36	87.61	172.95	4	73.99
37	92.15	9.23	5	91.11
38	74.34	111.97	7	28.31
39	145.27	56.68	6	62.66
40	198.33	2.74	8	138.31
41	32.32	111.59	6	68.67
42	182.89	175.69	6	112.25
Drivers: 7
id	x	y	end	sensitivity
25	158.94	53.41	4	1.62
26	18.64	135.93	6	1.09
27	34.41	109.41	6	0.57
28	151.83	32.55	5	1.99
29	150.82	89.38	3	1.02
30	69.3	9.09	3	1.65
31	138.14	192.02	3	1.57
Period: 4
Tasks:22
id	x	y	end	c
43	126.52	52.19	10	54.67
44	46.96	96.24	11	53.17
45	59.46	110.21	7	41.81
46	120.22	152.58	8	56.33
47	2	150.11	6	110.07
48	139.49	117.64	6	43.25
49	40.1	58.89	6	72.65
50	18.83	65.01	7	88.39
51	194.21	170.52	10	117.68
52	117.87	70.01	6	34.91
53	9.31	155.66	5	106.41
54	187.86	1.95	5	131.66
55	176.43	121.67	10	79.44
56	99.22	169.92	8	69.92
57	99.84	37.09	7	62.91
58	20.36	18.28	6	114.11
59	134.12	8.69	4	97.48
