Periods: 100
Task Arrival Rate: 15
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 3
Period: 1
Tasks:20
id	x	y	end	c
1	84.64	90.14	3	18.25
2	111.67	62.46	5	39.31
3	17.87	134.99	4	89.27
4	21.5	173.11	4	107.27
5	129.24	31.69	3	74.31
6	107.47	18.59	3	81.75
7	107.14	27	4	73.35
8	147.33	156.96	5	74.06
9	142.41	178.65	7	89.36
10	122.66	177.7	4	80.94
11	87.65	107.94	3	14.68
12	72.51	20.12	2	84.48
13	198.58	98.25	4	98.6
14	144.21	189.11	4	99.47
15	182.7	72.31	3	87.21
16	120.52	119.85	7	28.55
17	7.02	80.56	4	94.99
18	29.41	28.58	5	100.42
19	43.13	10.67	1	105.9
20	125.4	92.35	5	26.53
Drivers: 11
id	x	y	end	sensitivity
1	183.03	54.2	7	0.78
2	155.15	186.83	4	0.73
3	22.87	195.92	5	0.59
4	183.31	193.22	2	0.82
5	107.58	40.07	4	0.75
6	59.96	38.04	6	0.84
7	0.61	187.72	4	1.27
8	185.11	80.16	5	1.33
9	64.06	81.49	3	0.73
10	156.69	172	4	1.65
11	48.21	102.59	6	1.23
Period: 2
Tasks:12
id	x	y	end	c
21	141.65	194.02	4	102.83
22	143.82	56.39	7	61.82
23	15.18	92.33	3	85.17
24	183.87	47.68	4	98.85
25	121.44	69.09	5	37.62
26	56.93	143.62	7	61.3
27	30.58	40.69	6	91.31
28	6.62	64.42	8	99.93
29	66.26	189.31	2	95.47
30	166.56	166.42	7	94.03
31	189.97	60.95	8	98.08
32	170.9	24.63	6	103.48
Drivers: 11
id	x	y	end	sensitivity
12	30.65	172.11	5	1.57
13	47.35	64.69	3	1.78
14	99	111.61	7	0.57
15	196.41	141.52	5	0.87
16	20.15	167.55	5	0.81
17	70.73	56.12	7	0.52
18	30.47	80.54	4	0.9
19	150.58	82.2	4	1.98
20	65.15	81.71	5	0.57
21	166.24	164.85	6	0.74
22	111.62	35.08	5	1.64
Period: 3
Tasks:21
id	x	y	end	c
33	163.52	144.54	3	77.58
34	181.51	73.71	10	85.64
35	55.89	39.44	7	74.92
36	8.91	77.49	3	93.83
37	46.53	27.81	4	89.84
38	62.03	43.51	8	68.06
39	129.26	167.62	6	73.68
40	80.86	5.42	5	96.5
41	46.49	34.69	6	84.43
42	141.38	10.19	8	98.88
43	138.42	4.76	5	102.7
44	109.56	155.14	6	55.96
45	70.56	150.02	9	58.04
46	107.65	100.23	4	7.65
47	133.86	57.69	8	54.19
48	163.73	197.92	7	116.83
49	83.61	32.75	5	69.22
50	111.83	101.71	9	11.95
51	131.22	78.32	5	38.01
52	60.8	16.19	7	92.52
53	180.66	39.16	5	101.03
Drivers: 18
id	x	y	end	sensitivity
23	21.43	54.46	3	1.15
24	21.98	11.13	8	0.96
25	45.23	101.73	6	1.38
26	51.02	91.79	4	1.93
27	141.67	66.34	4	0.52
28	74.99	138.89	3	0.67
29	48.63	51.34	3	1.99
30	123.58	91.73	3	0.78
31	73.62	51.64	5	0.9
32	191.31	66.79	5	0.59
33	194.32	54.69	6	1.63
34	156.26	144.92	6	1.41
35	29.2	24.4	4	0.78
36	7.9	69.4	4	1.96
37	98.71	126.97	5	0.56
38	2.09	19.28	4	1.84
39	49.71	15.89	4	1.54
40	130.7	9.55	4	1.17
Period: 4
Tasks:13
id	x	y	end	c
54	76.17	154.79	8	59.75
55	81.85	11.91	7	89.94
56	148.66	40.69	7	76.72
57	96.96	44.86	9	55.22
58	124.95	133.43	6	41.71
59	30.51	17.38	6	107.96
60	132.86	195.09	7	100.61
61	111.1	154.96	5	56.07
62	181.15	51.43	6	94.57
63	99.85	89.45	8	10.55
64	150.63	22.85	7	92.28
65	89.44	9.95	7	90.67
66	34.64	12.25	9	109.42
Drivers: 21
id	x	y	end	sensitivity
41	21.43	121.82	6	1.22
42	122.37	117.57	9	0.55
43	24.98	123.39	5	0.7
44	49.18	98.95	5	1.91
45	186.67	194.52	5	1.79
46	198.44	11.5	10	0.54
47	168.91	197.47	5	0.98
48	53.59	162.93	9	0.77
49	178.46	8.72	7	1.22
50	68.34	99.95	6	1.69
51	29.11	176.04	5	1.9
52	99.29	82.75	5	0.74
53	151.61	34.77	10	1.47
54	71.36	2.02	6	1.18
