Periods: 100
Task Arrival Rate: 10
Task Average Time: 3
Driver Arrival Rate: 15
Driver Average Time: 2
Period: 1
Tasks:11
id	x	y	end	c
1	34.95	51.3	3	81.26
2	114.62	155.24	2	57.14
3	163.96	159.45	3	87.32
4	146.39	147.86	4	66.65
5	61.24	184.95	6	93.37
6	8.05	22.55	5	120.22
7	68.63	181.09	1	86.95
8	162.3	38.87	3	87.28
9	53.02	94.84	3	47.26
10	62.93	90.69	4	38.22
11	182.68	181.37	3	116
Drivers: 17
id	x	y	end	sensitivity
1	149.97	52.52	6	1.2
2	149.34	132.01	3	0.55
3	51.79	64.39	4	1.22
4	11.18	127.28	5	0.92
5	42.47	31.27	2	0.6
6	17.77	173.08	4	1.93
7	7.41	53.91	3	0.6
8	98.34	61.36	1	1.03
9	155.53	53.76	5	1.23
10	7.62	90.32	3	1.81
11	118.95	79.88	3	1.94
12	79.36	129.04	2	1.72
13	98.69	190.65	2	0.62
14	86.85	82.75	1	1.04
15	52.66	162.05	3	0.67
16	122.19	1.96	5	1.64
17	70.79	55.56	3	1.55
Period: 2
Tasks:12
id	x	y	end	c
12	70.82	176.26	5	81.65
13	94.42	36.95	5	63.3
14	114.31	111.18	5	18.16
15	131.8	33.8	3	73.44
16	32.92	166.72	2	94.61
17	153.87	75.82	2	59.05
18	177.85	139.09	3	87.11
19	169.51	134.66	4	77.67
20	46.17	81.63	7	56.88
21	66.31	2.14	4	103.5
22	92.18	101.86	10	8.04
23	62.88	84.03	12	40.41
Drivers: 18
id	x	y	end	sensitivity
18	115.87	79.45	4	0.97
19	169.97	157.33	2	1.01
20	16.76	140.87	4	1.13
21	81.17	177.13	4	1.24
22	178.11	163.64	7	1.55
23	116.87	179.8	5	0.56
24	28.96	142	4	0.52
25	99.16	166.92	5	0.61
26	62.6	178.98	5	1.52
27	98.01	116.48	5	1.19
28	165.06	98	3	1.08
29	30.43	140.69	5	0.82
30	118.54	3.5	6	0.55
31	135.95	187.81	3	1.77
32	92.83	109.74	7	1.69
33	124.8	179.71	6	1.4
34	48.26	8.1	4	1.08
35	115.52	56	2	0.67
Period: 3
Tasks:9
id	x	y	end	c
24	27.01	71.42	4	78.39
25	14.67	190.17	5	124.14
26	78.39	103.72	5	21.93
27	50.69	172.12	9	87.37
28	168.22	91.03	8	68.81
29	67.62	104.61	7	32.71
30	115.4	135.07	6	38.3
31	113.97	182.53	6	83.7
32	57.96	170.6	9	82.17
Drivers: 14
id	x	y	end	sensitivity
36	186.34	150.58	8	1.18
37	87.79	33.73	6	1.06
38	46.06	83.21	8	1.92
39	67.54	64.31	5	0.59
40	94.21	159.52	5	1.24
41	143.06	66.78	3	1.16
42	13.37	89.8	4	1.63
43	104.02	72.5	4	1.64
44	49	181.91	3	0.54
45	148.03	38.41	6	1.48
46	198.01	184.99	6	0.81
47	170.46	153.9	7	0.98
48	116.02	72.73	5	0.6
49	171.84	94.88	6	1.86
Period: 4
Tasks:3
id	x	y	end	c
33	187.52	23.65	9	116.14
34	188.75	193.03	8	128.57
35	150	34.48	4	82.42
Drivers: 17
id	x	y	end	sensitivity
50	56.16	132.7	6	0.64
51	101.52	61.79	6	1.22
52	96.8	118.06	6	1.55
53	85.29	85.38	6	1.71
54	11.31	194.19	5	1.63
55	169.47	189.97	5	1.49
56	16.39	28.08	5	0.66
57	4.74	127.96	4	1.82
58	98.52	119.08	6	0.88
59	79.56	82.44	5	1.47
60	0.03	59.26	6	1.66
61	144.61	115.96	6	1.36
62	148.43	48.05	4	1.68
63	168.86	54.72	6	1.35
64	2.57	178.01	10	0.67
65	70.49	162.6	7	1.59
66	13.27	70.32	6	0.57
Period: 5
Tasks:11
id	x	y	end	c
36	192.77	120.79	6	95.07
37	129.95	164.25	8	70.89
38	36.83	96.23	7	63.28
39	195.56	165.51	8	115.86
40	56.17	124.6	8	50.26
41	41.84	178.5	8	97.7
42	41.96	182.61	8	100.96
43	3.57	113.56	7	97.38
44	155.03	179.93	8	97.04
45	7.5	22	7	121
46	33.41	25.71	9	99.77
Drivers: 19
id	x	y	end	sensitivity
67	34.91	153.5	9	1.09
68	51.97	10.72	6	1.01
69	190.02	74.07	6	1.69
70	120.51	124.96	8	1.81
71	58.64	131.07	6	1.96
72	192.1	86.08	6	1.9
73	86.07	136.94	7	1.95
74	94.05	61.4	7	1.6
75	72.93	140.7	11	1.72
76	62.81	91.56	6	1.95
77	15.93	64.46	7	1.2
78	121.31	127.4	7	1.6
79	132.05	177.98	8	1.03
80	41.69	163.76	6	1.68
81	8.68	81.68	11	1.08
82	56.94	111.82	8	1.79
83	35.26	54.74	6	1.36
84	104.74	69.74	5	1.16
85	103.6	39.11	10	1.48
Period: 6
Tasks:7
id	x	y	end	c
47	94.33	35.4	8	64.85
48	79.84	168.52	8	71.42
49	1.37	57.23	8	107.5
50	75.53	69.61	11	39.02
51	185.15	33.18	8	108.24
52	112.85	101.3	8	12.92
53	116.06	76.03	8	28.85
Drivers: 11
id	x	y	end	sensitivity
86	24.59	195.45	7	0.74
87	151.1	39.34	7	0.98
88	69.91	167.31	8	1.85
89	84.71	77.95	7	1.35
90	9.48	174.66	9	1.69
91	151.09	100.74	9	0.96
92	126.35	109.4	11	0.71
93	174.21	134.7	9	0.83
94	154.14	154.63	9	1.88
95	38.63	159.75	8	1.97
96	84.34	145.57	6	1.62
Period: 7
Tasks:9
id	x	y	end	c
54	158.28	151.2	13	77.58
55	124.75	79.5	9	32.14
56	89.04	172.51	11	73.33
57	194.27	39.8	10	111.85
58	106.28	49.37	9	51.02
59	29.59	175.15	9	102.98
60	26.79	33.81	9	98.7
61	31.45	3.48	11	118.39
62	183.52	185.42	9	119.47
Drivers: 16
id	x	y	end	sensitivity
97	189.52	14.09	9	0.93
98	187.34	86.56	8	0.89
99	114.28	95.82	8	1.2
100	193.43	144.25	8	0.97
101	122.15	73.28	9	0.62
102	27.82	194.49	9	1.41
