Periods: 100
Task Arrival Rate: 15
Task Average Time: 3
Driver Arrival Rate: 10
Driver Average Time: 1
Period: 1
Tasks:15
id	x	y	end	c
1	89.41	165.22	5	66.07
2	56.41	66.46	4	55
3	164.89	92.19	4	65.36
4	102.1	122.45	3	22.55
5	165.17	109.04	6	65.79
6	8.54	11.65	3	127.16
7	115.06	173.05	3	74.59
8	169.52	187.94	4	112.1
9	80.2	45.12	6	58.34
10	61.4	144.88	3	59.2
11	103.67	0.32	4	99.75
12	69.42	80.68	4	36.17
13	19.06	8	3	122.54
14	62.17	99.41	5	37.83
15	162.01	103.66	5	62.12
Drivers: 12
id	x	y	end	sensitivity
1	6.06	199.02	3	1.69
2	43.39	142.89	2	0.74
3	42.24	80.31	2	1.75
4	156.38	186.79	1	1.77
5	111.59	168.29	2	1.17
6	156.73	37.73	1	0.91
7	6.49	141.3	1	1.87
8	128.32	122.47	2	1
9	93.15	29.56	2	1.92
10	107.44	127.17	3	0.99
11	167.15	124.39	2	0.66
12	6.43	7.36	2	1.44
Period: 2
Tasks:17
id	x	y	end	c
16	5.56	177.98	5	122.47
17	176.6	50.65	4	91.12
18	106.9	60.19	2	40.4
19	54.4	193.91	5	104.4
20	197.54	189.38	6	132.3
21	32.55	58.02	6	79.45
22	165.01	144.82	2	78.96
23	145.79	160.51	6	75.88
24	44.15	82.35	4	58.57
25	25.78	20.73	5	108.59
26	53.44	136.74	6	59.31
27	23.73	65.28	4	83.8
28	91.55	108.67	5	12.11
29	97.4	74.64	5	25.49
30	5.95	18.09	4	124.72
31	110.5	0.81	6	99.74
32	16.81	14.18	6	119.52
Drivers: 9
id	x	y	end	sensitivity
13	86.77	45.52	4	1.24
14	62.93	20.38	4	1.72
15	191.09	183.96	2	1.09
16	109.3	188.05	4	1.34
17	141.13	142.55	3	1.06
18	69.01	164.6	3	1.44
19	135.46	24.94	3	0.66
20	141.8	99.7	3	1.93
21	155.11	90.32	2	0.6
Period: 3
Tasks:13
id	x	y	end	c
33	13.56	4.7	7	128.66
34	36.55	69.88	5	70.24
35	54.41	42.77	6	73.17
36	154.8	74.93	4	60.26
37	165.92	49.59	3	82.99
38	185.06	75.3	8	88.57
39	54.92	183	8	94.45
40	195	149	6	106.89
41	108.55	65.96	6	35.1
42	92.05	53.39	8	47.28
43	182.29	19.48	4	115.13
44	99.16	17.39	6	82.61
45	100.88	129.51	8	29.52
Drivers: 10
id	x	y	end	sensitivity
22	26.15	82.63	5	1.41
23	12.01	50.23	3	1.72
24	100.51	160.28	3	0.52
25	106.46	145.65	3	0.65
