Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 10
Driver Average Time: 3
Period: 1
Tasks:16
id	x	y	end	c
1	142.26	36.95	4	75.9
2	53.4	60.59	3	61.03
3	140.88	141.51	3	58.26
4	46.7	97.47	5	53.36
5	146.62	171.37	6	85.25
6	53.98	55.36	3	64.11
7	144.11	74.27	3	51.07
8	169.38	55.64	3	82.35
9	149.68	110.73	7	50.83
10	151.8	4.39	2	108.74
11	154.87	28.81	5	89.88
12	192.26	132.6	4	97.85
13	107.23	73.34	3	27.62
14	98.93	133.76	3	33.78
15	60.03	179.19	5	88.71
16	194.83	82.2	4	96.49
Drivers: 6
id	x	y	end	sensitivity
1	113.76	87.99	5	1.51
2	183.14	45.42	3	1.6
3	195.73	198.26	2	1.27
4	61.52	103.91	3	1.16
5	121.62	5.78	4	1.04
6	108.99	167.24	3	1.81
Period: 2
Tasks:15
id	x	y	end	c
17	11.58	16.67	3	121.5
18	52.8	15.29	3	96.97
19	152	117.05	6	54.72
20	132.53	136.34	3	48.77
21	81.29	26.44	6	75.9
22	29.79	162.53	5	94.02
23	12.82	77.54	3	90.03
24	178.48	90.89	4	79.01
25	176.13	16.08	2	113.31
26	190.01	170.59	3	114.39
27	68.9	184.13	3	89.69
28	171.44	9.78	3	115.08
29	145.42	37.97	3	76.88
30	49.5	16.73	7	97.39
31	66.11	152.54	5	62.52
Drivers: 7
id	x	y	end	sensitivity
7	82.85	113.36	2	0.51
8	96.03	19.8	4	0.72
9	67.11	83.59	9	0.59
10	37.85	134.88	5	1.88
11	199.55	2.26	5	0.62
12	133.72	171.34	6	1.25
13	26.92	188.69	4	1.07
Period: 3
Tasks:16
id	x	y	end	c
32	130.04	128.69	3	41.54
33	0.42	104.65	3	99.69
34	59.16	93.69	4	41.32
35	84.97	18.46	6	82.91
36	57.28	0.11	4	108.64
37	80.11	107.2	6	21.15
38	33.66	77.48	6	70.06
39	178.5	7.58	4	121.26
40	119.28	117.19	4	25.83
41	86.11	183.95	4	85.09
42	169.84	144.27	4	82.69
43	52.36	168.62	4	83.54
44	94.06	192.91	5	93.1
45	132.66	14.03	4	91.96
46	148.31	65.04	4	59.63
47	173.63	71.71	4	78.88
Drivers: 9
id	x	y	end	sensitivity
14	79.85	64.97	6	1.4
15	174.55	1.56	9	1.55
16	163.38	32.66	8	0.59
17	124	93.26	5	1.51
18	63.83	182.76	7	1.39
19	10.01	151.78	5	0.84
20	7.98	15.96	9	0.75
21	65.31	139.62	10	1.06
22	171.35	159.18	7	1.06
Period: 4
Tasks:17
id	x	y	end	c
48	135.14	37.47	7	71.73
49	177.07	104.42	7	77.2
50	167.84	171.85	7	98.82
51	171.35	99.85	4	71.35
52	138.48	48.07	8	64.63
53	171.68	38.9	7	94.19
54	6.71	119.71	5	95.35
55	119.67	45.94	5	57.53
56	52.57	80.6	7	51.24
57	189.9	92.91	8	90.18
58	145.93	186.27	7	97.73
59	101.34	160.74	5	60.75
60	66.87	15.66	8	90.61
61	163.67	132.58	4	71.52
62	81.53	198.87	8	100.58
63	93.09	56.77	4	43.78
64	114.81	44.03	6	57.9
Drivers: 11
id	x	y	end	sensitivity
23	84.01	153.53	7	1.14
24	52.04	71.02	7	0.97
25	111.84	110.64	9	1.61
26	56.87	90.56	7	0.66
27	182.92	95.9	5	1.51
28	5.73	149.66	8	0.69
29	23.7	182.46	7	1.62
30	100.13	61.38	7	1.21
31	106.51	190.56	6	1.12
32	51.39	82.02	7	1.42
33	43.03	142.09	8	0.65
Period: 5
Tasks:15
id	x	y	end	c
65	57.06	37.06	7	76.19
66	93.08	28.98	7	71.36
67	154.16	109.49	6	54.99
68	23.07	197.32	9	124.05
69	141.74	147.48	9	63.22
70	84.41	195.75	8	97.01
71	63.06	93.87	8	37.45
72	181.58	190.66	7	121.96
73	49.22	100.96	7	50.79
74	107.26	89.16	7	13.05
75	26.36	193.56	9	119.06
76	71.04	162.33	8	68.73
77	118.02	139.66	6	43.56
78	38.97	21.92	7	99.1
79	108.68	193.22	8	93.62
Drivers: 13
id	x	y	end	sensitivity
34	13.11	194.59	9	1.41
35	173.58	40.26	10	0.94
36	20.77	156.42	7	0.89
37	175.92	69.91	9	0.99
38	6.29	48.47	10	0.56
39	63.35	127.35	8	1.37
40	33.4	75.51	6	1.79
41	50.94	170.15	10	1.53
42	63.65	182.28	7	1.13
43	42.69	174.76	9	1.75
44	58.69	154.78	8	1.31
45	157.49	123.52	9	0.66
46	46.24	95.59	11	0.86
Period: 6
Tasks:13
id	x	y	end	c
80	151.12	154.55	9	74.76
81	192.64	155.74	6	108.12
82	39.54	7.79	8	110.26
83	171.58	31.4	6	99.14
84	79.55	163.63	6	66.84
85	59.93	55.07	8	60.2
86	103.91	41.24	8	58.89
87	74.78	92.14	8	26.42
88	180.94	101.91	9	80.96
89	105.83	37.14	10	63.13
90	86.53	182.64	7	83.73
91	111.35	86.94	7	17.3
92	116.4	33.97	7	68.04
Drivers: 7
id	x	y	end	sensitivity
47	161.79	126.72	10	0.53
48	184.15	30.3	10	1.23
49	184.4	169.11	9	0.55
50	77.28	17.92	9	1.43
51	76.42	198.59	6	1.88
52	167.3	94.41	9	1.48
53	186.21	181.85	8	1.58
Period: 7
Tasks:18
id	x	y	end	c
93	143.36	121.59	10	48.44
94	178.51	45.61	9	95.51
95	144.12	114.28	8	46.37
96	99.99	78.16	9	21.84
97	163.94	172.65	9	96.78
98	75.12	86.28	7	28.41
99	91.6	98.05	10	8.62
100	130.78	187.54	9	92.79
101	80.7	138.49	9	43.06
102	110.71	77.07	11	25.31
103	115.8	31.17	10	70.62
104	147.54	44.38	8	73.17
105	117.84	42.21	8	60.48
106	64.82	85.66	9	37.99
107	142.32	168.1	10	80.18
108	131.98	26.67	7	80
109	161.36	125.97	8	66.63
110	135.74	163.13	10	72.54
Drivers: 14
id	x	y	end	sensitivity
54	100.61	71.16	10	1.88
55	4.77	196.68	10	0.72
56	63.5	187.84	11	1.34
57	44.6	0.32	8	1.53
58	43.4	27.98	12	1.03
59	123.52	180.65	12	1.53
60	82.05	42.72	12	1.2
61	179.1	63.38	8	1.1
62	104.46	36.04	8	1.25
63	117.38	67.23	10	1.27
64	71.8	54.73	8	1.49
65	115.69	173.9	12	1.77
66	16.23	34.83	10	1.91
67	65.72	50.27	10	1.95
Period: 8
Tasks:14
id	x	y	end	c
111	160.8	89.73	12	61.66
112	7.91	83.42	11	93.57
113	23.57	55.13	9	88.63
114	172.91	56.85	9	84.72
115	53.05	141.98	12	62.98
116	44.27	187.69	9	103.9
117	141.33	54.51	9	61.46
118	152.03	170.2	8	87.38
119	36.99	10.17	9	109.73
120	78.17	134.18	11	40.56
121	118.09	96.09	13	18.51
122	20.42	187.25	9	118.09
123	23.31	102.64	10	76.74
124	75.32	121.91	9	33
Drivers: 13
id	x	y	end	sensitivity
68	127.58	144.75	10	0.84
69	178.87	95.39	9	1.35
70	94.21	67.98	9	1.14
71	104.75	139.94	8	0.84
72	4.42	135.49	12	1.06
73	69.41	11.31	11	0.84
74	112.5	151.01	11	1.79
75	17.2	135.78	11	0.99
76	43.64	79.5	12	1.18
77	70.43	69.18	10	1
78	63.95	40.44	9	1.58
79	142.6	132.9	11	0.64
80	55.53	93.34	12	1.04
Period: 9
Tasks:17
id	x	y	end	c
125	7.72	199.18	13	135.47
126	183.72	53.34	13	95.84
127	145.26	43.45	11	72.43
128	80.12	34.78	11	68.18
129	66.52	175.19	11	82.31
130	106.01	107.94	11	9.96
131	183.68	19.57	14	116.07
132	109.98	177.03	9	77.67
133	110.27	47.93	10	53.07
134	37.17	71.1	10	69.16
135	100.64	156.09	11	56.09
136	133.83	29.64	10	78.07
137	108.19	22.57	11	77.86
138	23.28	56.83	10	88.03
139	36.45	52.6	11	79.28
140	76.78	186.41	11	89.48
141	100.89	117.15	10	17.17
Drivers: 17
id	x	y	end	sensitivity
81	133.74	99.67	13	1.23
82	71.67	138.58	11	1.53
83	53.04	29.06	10	1.92
84	183.82	86.8	14	0.66
85	7	189.91	12	1.7
86	146.6	79.53	14	1.06
87	6.49	104.11	14	0.93
88	94.68	73.95	13	1.79
89	140.73	179.64	13	0.52
90	118.66	10.37	12	1.36
91	143.39	182.03	11	1.61
92	46.38	137.49	13	1.63
93	62.99	53.17	12	0.92
94	18.24	175.98	12	1.22
95	143.55	9.35	10	1.93
96	93.5	95	11	1.16
97	75.32	137.79	12	0.97
Period: 10
Tasks:16
id	x	y	end	c
142	194.42	133.76	14	100.27
143	88.27	37.48	12	63.61
144	86.9	41.71	14	59.74
145	24.65	172.38	13	104.48
146	175.53	72.98	12	80.22
147	126.45	27.91	12	76.79
148	157.86	117.98	11	60.59
149	96.47	79.07	12	21.23
150	127.56	60.26	12	48.36
151	146.26	86.79	11	48.11
152	138.97	22.63	15	86.63
153	148.57	139.77	10	62.77
154	95.2	189.44	10	89.57
155	77.7	65.1	12	41.42
156	15.79	94.24	10	84.41
157	97.01	170.73	12	70.79
Drivers: 14
id	x	y	end	sensitivity
98	119.73	107.97	11	1.17
99	97.89	116.23	12	1.88
100	137.29	177.1	14	1.26
101	184.14	195.91	13	0.97
102	57.15	108.76	11	1.34
103	0.83	97.51	16	1.22
104	70.64	132.57	13	0.96
105	50.24	59.11	16	1.18
106	179.07	141.3	13	1.84
107	124.91	31.81	11	1.68
108	37.68	176.81	11	1.3
109	113.37	197.87	12	1.65
110	144.97	14.63	13	1.36
111	137.24	132.89	17	1.49
Period: 11
Tasks:12
id	x	y	end	c
158	196.21	137.59	12	103.29
159	167.25	163.08	12	92.2
160	153.61	0.44	11	113.08
161	31.05	8.08	11	114.91
162	109.67	186.97	13	87.51
163	175.92	79.72	15	78.58
164	13.74	144.96	12	97.27
165	171.86	83.26	13	73.78
166	181.58	160.11	12	101.33
167	129.09	156.85	13	63.86
168	40.96	101.15	15	59.05
169	5.9	58.65	15	102.78
Drivers: 9
id	x	y	end	sensitivity
112	28.98	50.09	15	0.76
113	192.6	61.99	13	0.82
114	112.11	110.86	15	2
115	166.8	55.44	14	1.63
116	193.86	51.07	15	1.62
117	96.97	199.72	13	1.38
118	128.05	152.05	13	1.81
119	140.54	84.39	12	1.34
120	117.58	84.14	12	1.86
Period: 12
Tasks:14
id	x	y	end	c
170	111.36	33.84	12	67.13
171	75	37.54	13	67.28
172	37.83	13.73	16	106.34
173	160.26	164.36	13	88.17
174	9.06	57.44	17	100.41
175	85.52	140.47	15	42.98
176	86.93	111.52	17	17.42
177	177.87	57.71	15	88.61
178	46.68	104.18	15	53.48
179	157.59	187.38	14	104.65
180	62.06	176.7	16	85.57
181	112.96	135.07	14	37.39
182	77.01	118.21	12	29.33
183	97.9	45.72	13	54.32
Drivers: 7
id	x	y	end	sensitivity
121	113.95	77.6	13	0.71
122	99.72	172.4	15	1.93
123	15.2	115.89	14	0.79
124	88.36	55.81	15	0.78
125	75.78	122.62	13	0.96
126	105.24	135.47	15	0.79
127	79.36	107.37	14	1.61
Period: 13
Tasks:7
id	x	y	end	c
184	57.03	86.19	16	45.13
185	178.16	76.3	20	81.67
186	95.04	99.79	16	4.96
187	152.2	22.82	15	93.18
188	61.04	188.44	14	96.64
189	100.21	126.83	13	26.83
190	129.16	134.51	15	45.18
Drivers: 5
id	x	y	end	sensitivity
128	196.47	72.4	16	1.86
129	144.9	112.1	15	1.92
130	141.82	149.47	16	1.31
131	97.83	197.83	16	1.68
132	167.21	135.52	14	0.75
Period: 14
Tasks:16
id	x	y	end	c
191	41.7	108.76	16	58.95
192	112.41	102.26	14	12.61
193	69.45	88.81	14	32.53
194	184.07	55.97	15	94.9
195	189.66	10	17	127.04
196	156.64	17.3	15	100.24
197	107.96	22.43	14	77.98
198	129.37	16.79	19	88.24
199	170.26	137.68	15	79.73
200	154.78	1.28	14	112.9
201	159.87	63.14	15	70.31
202	182.43	20.24	16	114.7
203	15.38	57.61	15	94.64
204	189.37	170.88	17	114.07
205	50.83	72.56	15	56.31
206	166.2	187.51	15	109.73
Drivers: 7
id	x	y	end	sensitivity
133	30.11	23.54	20	1.52
134	58.88	150.55	20	1.56
135	107.01	76.66	16	0.63
136	71.02	34.7	18	0.75
137	12.1	108.63	17	1.99
138	67.84	112.9	20	1.34
139	41.9	189.71	17	1.19
Period: 15
Tasks:16
id	x	y	end	c
207	84.23	84.25	18	22.29
208	42.68	191.78	17	108.21
209	181.61	181.97	17	115.67
210	157.97	120.46	16	61.47
211	61.14	190.86	16	98.82
212	6.62	105.15	20	93.52
213	24.51	6.01	16	120.55
214	86.28	97.68	17	13.91
215	44.24	163.91	18	84.82
216	27.57	39.95	15	94.09
217	102.7	50.51	17	49.56
218	150.22	142.58	15	65.84
219	78.11	52.95	17	51.89
220	188.15	75.78	18	91.42
221	94.6	177.43	16	77.62
222	127.28	41.76	18	64.31
Drivers: 8
id	x	y	end	sensitivity
140	181.46	29.92	20	0.91
141	58.75	139.03	15	1.97
142	82.72	120.16	15	1.53
143	7.42	56.82	18	1.1
144	144.18	91.77	20	1.45
145	166.5	47.57	20	1.9
146	191.16	119.3	21	1.77
147	45.47	179.16	16	1.85
Period: 16
Tasks:15
id	x	y	end	c
223	3.57	185.3	16	128.74
224	142.5	30.41	21	81.54
225	84.74	23.77	18	77.74
226	72.1	62.88	17	46.44
227	25.76	165.97	18	99.32
228	4.24	195.42	19	135.18
229	78.55	59.79	17	45.57
230	149.37	133.92	18	59.9
231	34.18	115.84	17	67.7
232	163.43	143.72	17	77.04
233	74.4	107.59	16	26.7
234	173.35	14.37	18	112.75
235	130.84	50.21	18	58.57
236	115.1	174.84	18	76.35
237	23.57	189.76	18	117.89
Drivers: 9
id	x	y	end	sensitivity
148	98.29	14.9	18	1.01
149	40.48	185.43	18	1.71
150	23.2	2.51	19	0.59
151	99.82	168.31	19	1.53
152	157.86	118.53	20	1.74
153	106.87	192.57	18	1.15
154	134.66	181.18	18	0.91
155	95.7	102.2	19	0.74
156	15.55	118.77	17	1.75
Period: 17
Tasks:19
id	x	y	end	c
238	84.35	65.91	19	37.51
239	22.57	186.73	21	116.26
240	118.66	164.47	23	67.12
241	37.18	159.13	21	86.27
242	141.58	79.56	17	46.33
243	22.46	10.56	23	118.37
244	74.91	77.91	17	33.43
245	89.96	50.14	19	50.86
246	67.34	193	20	98.57
247	132.23	16.71	18	89.31
248	156.36	5.47	19	110.06
249	11.46	64.86	18	95.26
250	19.37	105.64	21	80.83
251	156.18	84.17	18	58.37
252	86.13	87.8	20	18.47
253	99.02	69.28	18	30.74
254	147.94	182.24	18	95.19
255	79.35	121.05	19	29.49
256	5.94	159.66	19	111.38
Drivers: 11
id	x	y	end	sensitivity
157	43.36	4.94	20	0.99
158	95.43	133.87	20	0.86
159	103.62	33.36	18	1.54
160	58.34	179.05	19	1.32
161	151.28	19.88	20	1
162	19.61	94.15	20	0.56
163	181.65	126.24	21	1.49
164	98.88	160.22	21	0.61
165	21.7	95.19	21	0.87
166	31.53	134.78	19	1.26
167	153.16	64.39	19	1.13
Period: 18
Tasks:15
id	x	y	end	c
257	108.81	125.55	18	27.03
258	158.59	158.76	22	82.98
259	196.31	95.52	21	96.41
260	24.88	119.12	19	77.52
261	167.4	20.62	19	104.13
