Periods: 100
Task Arrival Rate: 15
Task Average Time: 2
Driver Arrival Rate: 10
Driver Average Time: 3
Period: 1
Tasks:11
id	x	y	end	c
1	6.9	152.14	1	106.71
2	79.1	114.33	4	25.34
3	174.06	113.3	1	75.24
4	180.13	161.53	2	101.03
5	116.26	22.51	2	79.18
6	185.4	1.98	4	130
7	197.86	16.55	3	128.61
8	83.95	40.93	2	61.21
9	86.24	197.8	3	98.76
10	108.55	135.54	2	36.55
11	117.22	158.4	4	60.89
Drivers: 10
id	x	y	end	sensitivity
1	52.09	93.03	4	0.99
2	90.78	177.96	2	1.3
3	196.09	147.89	5	1.55
4	138.98	198.7	5	0.76
5	126.23	54.75	2	0.77
6	115.61	39.34	5	1.59
7	36.36	127.82	3	0.68
8	57.64	83.35	3	1.7
9	182.16	120.38	3	1.76
10	167.47	63.16	3	1.43
Period: 2
Tasks:25
id	x	y	end	c
12	167.04	33.94	2	94.12
13	2.05	125.93	3	101.32
14	87.28	149.57	4	51.18
15	154.17	193.14	4	107.75
16	143.13	64.84	3	55.65
17	125.7	135.18	6	43.57
18	56.98	49.36	4	66.45
19	159.31	181.1	5	100.47
20	71.92	15.81	6	88.75
21	129.87	72.03	4	40.92
22	123.61	93.17	3	24.58
23	184.03	164.99	4	106.23
24	143.37	121.91	4	48.59
25	91.84	189.17	3	89.54
26	179.79	63.55	4	87.72
27	15.58	87.99	4	85.27
28	7.48	107.18	5	92.8
29	132.56	92.01	3	33.53
30	151.27	38.28	4	80.24
31	71.53	146.63	3	54.63
32	80.31	5.72	9	96.31
33	29.6	81.79	3	72.72
34	11.83	193.39	6	128.44
35	144.28	89.86	3	45.43
36	150.22	7.64	2	105.13
Drivers: 11
id	x	y	end	sensitivity
11	121.64	155.27	6	2
12	34.67	118.96	7	0.61
13	131.48	109.01	2	1.22
14	103.44	164.35	3	1.89
15	193.62	135.86	9	1.65
16	137.5	73.56	4	1.72
17	4.07	71.02	9	0.65
18	183.91	160.92	4	1.48
19	70.49	16.72	3	1.63
20	80.36	187.67	3	1.71
21	126.06	101.83	4	1.53
Period: 3
Tasks:16
id	x	y	end	c
37	135.18	39.85	4	69.68
38	116.34	112.4	3	20.51
39	190.17	85.85	3	91.27
40	185.13	181.94	5	118.16
41	120.08	138.59	3	43.5
42	178.59	148.24	5	92.21
43	195.95	134.63	4	102.01
44	133.32	101.31	5	33.35
45	138.77	56.36	3	58.37
46	92.5	21.51	6	78.85
47	94.6	22.87	3	77.32
48	81.96	88.45	5	21.42
49	47.51	199.14	5	112.18
50	83.93	69.08	7	34.85
51	168.02	82.62	4	70.21
52	63.57	174.1	4	82.57
Drivers: 7
id	x	y	end	sensitivity
22	161.58	74.62	8	1.16
23	133.61	190.99	5	1.56
24	23.84	154.22	5	0.68
25	164.52	190.67	5	1.87
26	67.16	15.91	8	1.86
27	44.81	175.12	7	1.78
28	183.13	165.33	4	0.68
Period: 4
Tasks:17
id	x	y	end	c
53	64.7	34.51	7	74.4
54	108.1	131.33	8	32.36
55	121.98	140	7	45.64
56	147.4	83.61	6	50.15
57	94.17	172.46	9	72.69
58	43.26	94.89	5	56.97
59	86.52	1.59	4	99.33
60	95.75	153.01	6	53.18
61	175.03	88.79	5	75.86
62	149	81.68	6	52.31
63	194.5	138.35	6	101.99
64	3.58	30.67	6	118.76
65	82.28	161.44	9	63.94
66	14.82	123.54	5	88.37
67	23.13	164.41	9	100.29
68	63.47	68.9	8	47.98
69	136.49	24.5	7	83.86
Drivers: 10
id	x	y	end	sensitivity
29	20.6	137.44	8	1.5
30	154.91	109.7	10	0.64
31	123.41	77.23	7	0.69
32	62.85	87.06	5	1.75
33	157.85	106.88	4	0.57
34	29.46	149.68	4	0.61
35	55.86	138.22	7	1.45
36	69.36	27.52	6	1.13
37	28.08	149.8	8	0.66
38	73.45	56.3	8	0.82
Period: 5
Tasks:18
id	x	y	end	c
70	179.57	70.76	6	84.77
71	151.31	46.91	8	73.83
72	97.83	46.51	9	53.53
73	158.29	148.21	5	75.64
74	32.8	173.64	5	99.69
75	42.86	182.26	6	100.16
76	32.71	158.46	8	89.14
77	84.54	34.61	6	67.19
78	12.49	107	7	87.79
79	107.36	19.1	8	81.23
80	83.2	150.09	10	52.83
81	92.1	150.54	5	51.15
82	179.75	28.65	5	107.01
83	104.67	155.67	6	55.87
84	47.97	111.86	6	53.36
85	86.13	40.95	8	60.66
86	195.36	108.38	7	95.73
87	37.44	173.31	7	96.37
Drivers: 6
id	x	y	end	sensitivity
39	19.87	177.18	7	1.6
40	131.54	31.77	6	1.8
41	93.79	72.47	9	1.02
42	174.43	74.78	5	0.78
43	75.67	126.71	6	0.57
44	196.85	112.12	9	1.72
Period: 6
Tasks:19
id	x	y	end	c
88	186.01	2.52	7	130
89	73.26	162.08	7	67.59
90	136.9	198.98	6	105.63
91	94.44	4.96	12	95.2
92	100.46	102.46	7	2.5
93	51.81	105.18	13	48.47
94	152.51	171.98	7	89.1
95	130.17	48.74	8	59.48
96	5.75	4.91	9	133.88
97	145.18	17.87	8	93.74
98	150.37	99.52	7	50.37
99	24.3	25.53	11	106.19
100	99.77	76.52	10	23.48
101	89.5	195.62	10	96.19
102	32.59	159.86	12	90.15
103	58.4	155.04	8	68.99
104	87.14	37.99	8	63.33
105	184.91	52.06	6	97.51
106	37.51	168.97	9	93.07
Drivers: 9
id	x	y	end	sensitivity
45	61.67	53.75	9	1.83
46	144.72	166.06	11	0.57
47	18.11	0.72	10	1.53
48	8.44	50.86	11	1.27
49	59	170.67	9	1.95
50	29.42	26.82	11	0.73
51	139.62	93.07	10	1.1
52	189.63	185.07	13	1.61
53	111.49	75.74	8	0.53
Period: 7
Tasks:15
id	x	y	end	c
107	109.12	142.04	9	43.02
108	180.09	20.45	9	112.88
109	118.5	2.08	8	99.65
110	97.89	113.89	9	14.05
111	126.58	122.99	10	35.14
112	89.98	192.01	8	92.55
113	86.52	25	7	76.2
114	167.38	173.87	7	99.98
115	64.94	36.97	7	72.12
116	40.57	91.55	7	60.03
117	84.71	81.62	11	23.91
118	97.48	38.79	10	61.26
119	153.18	143.87	9	68.94
120	100.66	9.34	10	90.66
121	119.97	175.01	8	77.62
Drivers: 10
id	x	y	end	sensitivity
54	158.23	13.15	8	1.72
55	117.41	36.16	8	0.74
56	148.61	120.72	11	1.97
57	168.07	138.09	8	0.52
58	17.85	20.5	11	0.63
59	141.65	127.13	9	1.42
60	16.09	105.74	12	0.55
61	133.6	170.69	8	1.76
62	48.38	120.21	11	0.8
63	27.43	85.99	10	0.99
Period: 8
Tasks:14
id	x	y	end	c
122	93.03	160.11	9	60.51
123	193.39	139.67	11	101.47
124	169.62	74.81	11	74.04
125	6.19	157.3	11	109.93
126	109.24	55.26	9	45.68
127	30.64	171.28	9	99.46
128	192.94	185.93	9	126.58
129	88.52	119.98	11	23.04
130	153.87	2.68	8	111.23
131	172.02	8.16	8	116.71
132	33.61	127.02	10	71.68
133	165.64	161.97	9	90.27
134	188.55	199.49	12	133.19
135	102.68	22.82	11	77.23
Drivers: 4
id	x	y	end	sensitivity
64	131.69	117.29	12	0.69
65	198.33	9.04	10	0.73
66	194.06	152.88	10	0.78
67	22.94	62.53	10	0.51
Period: 9
Tasks:14
id	x	y	end	c
136	94.81	129.55	11	30
137	104.88	168.08	12	68.25
138	196.23	193.3	12	134.03
139	16.86	0.11	9	129.96
140	15.69	175.09	16	112.9
141	40.23	7.92	10	109.78
142	72.45	110.92	10	29.64
143	155.51	12.34	12	103.76
144	78.35	27.34	10	75.82
145	113.24	104.74	10	14.06
146	128.34	186.23	13	90.77
147	113.32	179.76	10	80.86
148	196.76	168.98	11	118.83
149	73.9	88.02	12	28.72
Drivers: 9
id	x	y	end	sensitivity
68	41.18	89.57	11	1.04
69	38.48	142.29	12	1.56
70	32.45	133.84	10	1.06
71	52.42	79.44	13	0.7
72	148.6	53.12	10	1.33
73	173.94	142.04	10	1.14
74	190.71	103.79	12	0.76
75	52.18	46.48	11	1.1
76	26.61	198.53	12	1.93
Period: 10
Tasks:17
id	x	y	end	c
150	163.64	85.55	12	65.26
151	137.06	11.11	12	96.31
152	19.18	43.14	11	98.82
153	13.19	90.46	13	87.33
154	43.87	199.35	11	114.11
155	68.99	35.74	13	71.35
156	47.6	5.91	12	107.7
157	125.52	28.41	13	76
158	29.11	14.57	12	111.01
159	15.3	190.42	14	123.89
160	181.87	96.6	10	81.94
161	196.6	171.77	12	120.34
162	104.93	89.9	13	11.24
163	182.27	92.28	11	82.63
164	98.36	142.06	12	42.09
165	136.8	186.49	12	93.99
166	174.71	123.87	13	78.43
Drivers: 14
id	x	y	end	sensitivity
77	156.94	55.03	14	0.66
78	199.98	100.49	12	1.52
