NUM_DRIVERS: 150
NUM_TASKS: 100
PENALTY: 25%
UTILITY: 100%
DRIVERS
ID             X              Y              
1              134.66         133.05         
2              181.9          147.55         
3              26.98          29.67          
4              104.89         90.85          
5              127.22         90.98          
6              54.13          50.64          
7              7.27           198.36         
8              10.06          189.69         
9              101.2          108.1          
10             114.8          164.4          
11             88.01          70.59          
12             65.29          147.55         
13             64.09          86.1           
14             180.88         81.71          
15             5.53           77.72          
16             149.44         131.08         
17             69.18          134.53         
18             120.04         162.85         
19             162.25         9.8            
20             157.86         167.59         
21             83.75          83.63          
22             126.54         30.93          
23             174.85         190.99         
24             10.59          57.02          
25             54.05          120.58         
26             166.02         129.83         
27             20.96          155.84         
28             115.71         185.02         
29             87.21          23.97          
30             94.57          104.5          
31             84.2           98.05          
32             75.3           158.41         
33             163.41         187.01         
34             43.8           58.45          
35             160.61         3.68           
36             191.86         28.68          
37             153.04         79.52          
38             3.54           79.78          
39             77.22          66             
40             185.09         192.28         
41             197.88         43.32          
42             162.89         76.64          
43             100.95         80.07          
44             176.52         16.07          
45             34.82          171.76         
46             42.86          79.58          
47             120.06         86.95          
48             106.04         11.11          
49             196.97         62.33          
50             121.67         7.54           
51             100.4          69.35          
52             147.41         28.59          
53             37.9           172.69         
54             115.13         133.89         
55             122.66         36.19          
56             12.72          157.63         
57             46.81          128.63         
58             40.15          99.11          
59             12.3           25.7           
60             3.54           127.59         
61             24.73          131.26         
62             148.22         60.28          
63             183.75         49.91          
64             98.47          112.62         
65             181.18         127.04         
66             66.24          191.54         
67             19.62          161.08         
68             150.58         5.13           
69             104.93         136.68         
70             37.19          190            
71             158.47         85.28          
72             151.34         149.55         
73             61.53          119.43         
74             77.69          24.18          
75             32.43          56.86          
76             52.91          12.23          
77             138.96         150.84         
78             88.55          59.28          
79             33.21          4.75           
80             103.25         43.53          
81             29.39          180.4          
82             187.39         107.67         
83             144.14         16.06          
84             139.81         58.05          
85             167.46         44             
86             58.5           180.99         
87             28.12          88.94          
88             111.69         106.15         
89             4.91           142.61         
90             133.18         138.92         
91             67.51          94.73          
92             157.69         83.37          
93             167.5          113.94         
94             50.93          142.48         
95             45.98          40.88          
96             104.2          71.81          
97             55.93          78.84          
98             131.96         69.76          
99             62.61          74.83          
100            133.91         190.18         
101            116.79         107.64         
102            154.34         70.19          
103            154.9          126.32         
104            197.15         122.14         
105            195.77         120.3          
106            100.5          65.75          
107            185.56         72.84          
108            100.63         31.55          
109            47.59          18.49          
110            10.44          176.09         
111            79.12          142.49         
112            101.97         19.16          
113            97.1           183.62         
114            177.77         199.04         
115            147.81         106.2          
116            134.58         44.15          
117            127.27         33.58          
118            168.43         166.85         
119            67.56          84.99          
120            146.69         115.32         
121            132.95         0.48           
122            151.71         91.32          
123            144.4          193.85         
124            140.76         198.27         
125            195.13         158.99         
126            130.94         44.95          
127            74.24          26.79          
128            1.1            14.94          
129            95.76          39.16          
130            9.41           195.94         
131            184.86         25.55          
132            87.9           47.77          
133            175.32         180.73         
134            113.08         194.16         
135            195.27         180.01         
136            166.09         163.71         
137            188.73         75.42          
138            127.23         127.21         
139            55.64          15.39          
140            73.65          84.52          
141            174.15         139.01         
142            34.43          154.92         
143            71.22          37.64          
144            70.98          78.01          
145            93.02          61.02          
146            57.12          123.67         
147            11.85          83.5           
148            165.33         43.96          
149            5.4            4.89           
150            129.21         20.34          
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              43.19          108.6          57.4573        71.8216        
2              12.63          111.77         88.1592        110.199        
3              104.37         157.39         57.5561        71.9452        
4              100.72         129.22         29.2289        36.5361        
5              24.1           94.22          76.1198        95.1497        
6              17.46          113.91         83.7039        104.63         
7              86.71          168.34         69.6203        87.0253        
8              38.62          178            99.2547        124.068        
9              6.22           33.43          115.005        143.757        
10             62.77          77.34          43.5838        54.4798        
11             90.41          30.8           69.8613        87.3267        
12             57.26          192.73         102.106        127.632        
13             159.12         195.71         112.497        140.621        
14             164.96         188.21         109.548        136.935        
15             176.6          117.39         78.5492        98.1865        
16             26.07          17.47          110.801        138.501        
17             27.51          74.84          76.7322        95.9152        
18             57.03          52.8           63.8299        79.7874        
19             70.76          101.62         29.2848        36.6061        
20             66.99          18.62          87.8201        109.775        
21             35.12          73.25          70.1782        87.7227        
22             110.14         28.99          71.7303        89.6629        
23             102.65         131.2          31.3123        39.1404        
24             115.52         72.21          31.8301        39.7876        
25             109.72         54.75          46.2822        57.8527        
26             178.29         124.7          82.0939        102.617        
27             199.01         7.25           135.667        169.584        
28             187.16         158.11         104.755        130.944        
29             78.75          51.24          53.1893        66.4866        
30             181.57         26.67          109.686        137.107        
31             37.44          115.93         64.5563        80.6954        
32             175.19         99.27          75.1935        93.9919        
33             135.39         180.11         87.5789        109.474        
34             9.9            142.9          99.7919        124.74         
35             109.19         55.52          45.4195        56.7743        
36             191.89         12.84          126.652        158.315        
37             81.7           47.26          55.8247        69.7809        
38             176.3          47.31          92.725         115.906        
39             157.18         56.32          71.9548        89.9435        
40             8.7            40.42          109.02         136.276        
41             164.69         58.73          76.7334        95.9167        
42             129.34         8.55           96.0413        120.052        
43             120.66         136.55         41.985         52.4812        
44             196.48         152.72         109.944        137.431        
45             80.61          62.54          42.1808        52.7261        
46             27             142.29         84.3649        105.456        
47             13.97          118.05         87.9031        109.879        
48             113.27         1.96           98.934         123.667        
49             23.4           82.46          78.5825        98.2281        
50             60.15          184            92.9732        116.217        
51             154.17         146.2          71.1957        88.9946        
52             164.18         149.89         81.2901        101.613        
53             61.15          158.08         69.8757        87.3446        
54             13.98          136.27         93.3539        116.692        
55             176.45         66.46          83.4837        104.355        
56             81.36          136.92         41.3586        51.6983        
57             165.92         158.35         88.035         110.044        
58             106.81         39.59          60.7926        75.9908        
59             110.71         178.75         79.4749        99.3437        
60             59.52          138.41         55.8029        69.7536        
61             30.43          159.14         91.31          114.138        
62             101.22         7.36           92.648         115.81         
63             151.38         176.77         92.3771        115.471        
64             125.91         45.73          60.1378        75.1723        
65             144.7          82.61          47.9635        59.9544        
66             62.21          46.18          65.7623        82.2028        
67             133.65         5.15           100.642        125.803        
68             187.57         41.55          105.285        131.606        
69             99.14          0.33           99.6737        124.592        
70             53.94          10.1           101.013        126.266        
71             52.74          171.7          85.8743        107.343        
72             110.82         101.6          10.9377        13.6721        
73             126.7          167.6          72.6818        90.8523        
74             166.1          187.18         109.405        136.757        
75             179.63         10.4           119.871        149.839        
76             119.93         22.28          80.2347        100.293        
77             3.19           43.45          112.116        140.145        
78             111.11         197.21         97.8428        122.304        
79             120.51         21.4           81.2319        101.54         
80             76.06          142.5          48.7788        60.9735        
81             124.87         64.87          43.0422        53.8028        
82             84.45          54.14          48.4246        60.5308        
83             170.37         14.8           110.503        138.129        
84             148.58         14.26          98.5463        123.183        
85             110.35         114.73         18.0026        22.5033        
86             126.65         106.9          27.5288        34.4109        
87             63.69          112.56         38.421         48.0262        
88             78.53          2.42           99.914         124.893        
89             116            104.25         16.5548        20.6935        
90             178.63         136.7          86.7731        108.466        
91             96.07          64.41          35.8063        44.7579        
92             42.33          176.3          95.6427        119.553        
93             171.71         35.38          96.5301        120.663        
94             22.33          134.84         85.1261        106.408        
95             106.53         21.33          78.9405        98.6757        
96             53.81          181.99         94.1057        117.632        
97             31.76          21.6           103.939        129.923        
98             82.29          61.01          42.8236        53.5296        
99             137.16         148.94         61.4491        76.8113        
100            93.22          149.15         49.6154        62.0193        
ALPHA
0.31479        0.469914       0.734465       0.0852765      0.200088       0.578689       0.877006       0.875658       0.0709141      0.445753       0.273266       0.57581        0.436746       0.419332       0.914306       0.351667       0.491491       0.435354       0.516539       0.477295       0.219494       0.431735       0.553743       0.837336       0.683828       0.39782        0.882451       0.531044       0.504401       0.0646996      0.159514       0.543332       0.535675       0.649484       0.529504       0.514023       0.332317       0.925632       0.365473       0.564925       0.501899       0.369937       0.163708       0.516845       0.800061       0.701662       0.174276       0.513662       0.477097       0.512188       0.241669       0.453886       0.785156       0.277565       0.410466       0.908024       0.776306       0.887787       0.78768        0.989232       0.940224       0.36097        0.465188       0.112616       0.43506        0.679717       0.877959       0.520425       0.29541        0.789126       0.344397       0.412196       0.547237       0.531663       0.726782       0.645457       0.395065       0.339849       0.719059       0.387399       0.819508       0.435019       0.487839       0.347341       0.443889       0.692313       0.884436       0.104833       0.958931       0.335549       0.385172       0.343662       0.378951       0.703861       0.639466       0.221452       0.544216       0.285055       0.467495       0.53685        0.140745       0.354054       0.356952       0.469979       0.465106       0.265501       0.439498       0.445768       0.65621        0.887111       0.443087       0.491624       0.558403       0.573422       0.297402       0.388031       0.422006       0.489127       0.391125       0.304881       0.529511       0.313327       0.547051       0.560013       0.514563       0.380734       0.535382       0.81458        0.421907       0.873256       0.509255       0.403257       0.530836       0.56608        0.551787       0.477746       0.445368       0.268195       0.630605       0.317395       0.436606       0.817714       0.513491       0.36858        0.313403       0.628106       0.918772       0.439937       0.799258       0.469539       
