NUM_DRIVERS: 150
NUM_TASKS: 100
PENALTY: 10%
UTILITY: 0%
DRIVERS
ID             X              Y              
1              26.86          6.64           
2              113.32         21.86          
3              181.29         138.08         
4              0.8            86.1           
5              92.67          192.26         
6              75.74          23.19          
7              69.49          77.69          
8              164.67         38.68          
9              56.46          174.19         
10             13.64          62.91          
11             95.38          101.29         
12             51.05          13.72          
13             37.25          73.21          
14             64.74          153.83         
15             81.22          60.6           
16             7.58           65.71          
17             174.59         115.95         
18             131.38         140.39         
19             35.59          186.38         
20             20.38          105.68         
21             172.96         147.55         
22             90.07          119.08         
23             71.17          4.17           
24             167.08         7.22           
25             188.34         94.68          
26             121.06         87.94          
27             16.16          87.02          
28             139.4          95.67          
29             23.11          108.81         
30             141.45         61.94          
31             149.48         88.78          
32             151.71         2.35           
33             5.63           62.81          
34             103.43         20.52          
35             76.68          59.74          
36             194.54         120.84         
37             14.27          101.87         
38             42.43          10.08          
39             76.96          75.97          
40             50.44          130.28         
41             27.77          59.33          
42             143.73         70.47          
43             71.12          173.34         
44             98.61          86.73          
45             50.13          47.5           
46             53.58          172.01         
47             190.42         128.19         
48             188.28         79.67          
49             191.73         158.35         
50             170.2          54.71          
51             124.41         108.87         
52             7.62           69.94          
53             13.31          166.73         
54             175.17         64.65          
55             133.42         161.88         
56             125.09         104.94         
57             87.13          182.3          
58             126.79         68.14          
59             123.66         151.07         
60             68.06          137.1          
61             75.01          133.52         
62             136.81         31.71          
63             150.29         191.63         
64             24.16          101.54         
65             188.1          14.21          
66             158.4          169.73         
67             159.17         95.11          
68             5.14           86.59          
69             158.67         93.13          
70             93.2           196.8          
71             121.1          117.2          
72             43.1           109.34         
73             197.8          93.59          
74             33.59          79.18          
75             74.4           43.68          
76             31.89          56.85          
77             94.11          186.82         
78             52.75          95.56          
79             151.93         74.78          
80             86.94          55.96          
81             119.52         40.62          
82             139.93         9.29           
83             172.45         114.98         
84             89.61          193.51         
85             74.65          152.95         
86             46.82          178.37         
87             93.91          3.18           
88             149.3          187.9          
89             152.84         81.87          
90             24.17          89.83          
91             180.58         28.66          
92             101.53         17.53          
93             58.38          92.82          
94             168.16         81.87          
95             134.56         191.98         
96             44.98          99             
97             188.3          140.35         
98             168            158.14         
99             178.32         56.31          
100            171.57         187.5          
101            47.64          111.86         
102            160.19         123.99         
103            186.21         174.46         
104            0.67           140.47         
105            105.03         44.09          
106            138.14         180.75         
107            40.78          55.76          
108            113.45         74.5           
109            188.42         157.3          
110            114.12         28.23          
111            106.14         73.87          
112            18.49          66.9           
113            185.49         105.63         
114            151.65         117.83         
115            4.77           171.2          
116            46.85          99.19          
117            49.02          68.18          
118            38.13          169.62         
119            100.89         82.92          
120            98.99          155.05         
121            15.54          160.52         
122            119.65         41.1           
123            56.81          112.91         
124            27.77          44.27          
125            39.88          77.35          
126            47.91          106.57         
127            190.18         197.19         
128            1.39           74.06          
129            97.85          24.69          
130            114.47         168.59         
131            150.79         64.34          
132            196.3          39.88          
133            64.01          53.21          
134            43.21          189.02         
135            153.06         42.37          
136            166.8          16.64          
137            116.58         163.03         
138            89.91          194.5          
139            101.55         151.95         
140            58.02          73.93          
141            139.91         16.71          
142            96.12          12.56          
143            20.52          87.91          
144            78.94          88.45          
145            8.93           133.68         
146            8.95           188.34         
147            56.73          9.57           
148            162.32         39.76          
149            14.81          189.53         
150            108.67         90.45          
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              72.89          101.55         27.1543        29.8697        
2              154.5          7.19           107.629        118.392        
3              146.98         124.33         52.9062        58.1969        
4              194.51         69.49          99.3126        109.244        
5              148.03         188.39         100.597        110.656        
6              40.14          139.87         71.9224        79.1147        
7              75.46          188.27         91.6177        100.779        
8              49.4           198.29         110.55         121.605        
9              170.99         52.22          85.5717        94.1288        
10             76.66          117.64         29.2562        32.1818        
11             125.12         167.27         71.8072        78.9879        
12             85.28          110.57         18.1219        19.9341        
13             95.16          133.87         34.2141        37.6355        
14             8.78           163.04         110.883        121.972        
15             185.24         82.62          86.9938        95.6932        
16             20.31          80.77          81.9774        90.1751        
17             144.08         167.75         80.8276        88.9104        
18             2.91           40.33          113.96         125.356        
19             58.63          105.3          41.7081        45.8789        
20             122.21         148.81         53.6256        58.9881        
21             164.81         113.49         66.1991        72.819         
22             172.13         184.09         110.787        121.866        
23             79.04          199.27         101.459        111.604        
24             8.31           50.01          104.432        114.875        
25             142.47         137.4          56.5903        62.2493        
26             9.15           110.78         91.4873        100.636        
27             86.25          177.41         78.6217        86.4839        
28             91.11          84.62          17.7645        19.5409        
29             87.34          11             89.8959        98.8855        
30             56.22          40.65          73.7503        81.1254        
31             80.27          30.16          72.5734        79.8307        
32             170.99         162.69         94.7081        104.179        
33             176.63         107.12         76.9601        84.6561        
34             4.39           91.56          95.9818        105.58         
35             10.05          148.2          102.05         112.255        
36             116.48         4.39           97.0199        106.722        
37             22.9           163.48         99.8705        109.858        
38             190.2          134.82         96.6875        106.356        
39             59.04          130.88         51.2962        56.4258        
40             36.91          100.61         63.0929        69.4022        
41             58.16          156.09         69.9762        76.9739        
42             1.37           113.04         99.4883        109.437        
43             88.23          107.16         13.7767        15.1544        
44             47.68          36.08          82.6024        90.8626        
45             60.25          111.15         41.2842        45.4126        
46             33.6           32.73          94.521         103.973        
47             11.77          4.79           129.806        142.786        
48             126.73         118.74         32.6448        35.9092        
49             160.8          120.53         64.1726        70.5898        
50             11.61          31.53          111.808        122.988        
51             50.33          40.3           77.6608        85.4269        
52             132.83         191.2          96.9291        106.622        
53             23.72          88.97          77.0733        84.7807        
54             143.6          21.28          89.9878        98.9865        
55             157.96         124.43         62.8982        69.188         
56             126.13         199.21         102.593        112.853        
57             19.78          86.9           81.2826        89.4108        
58             147.37         188.66         100.521        110.573        
59             77.07          177.18         80.5142        88.5656        
60             65.69          71.36          44.6926        49.1618        
61             180.78         67.74          86.9834        95.6818        
62             74.22          11.94          91.756         100.932        
63             29.52          73.27          75.3785        82.9164        
64             149.59         134.1          60.1829        66.2012        
65             52.91          112.72         48.7777        53.6555        
66             96.74          6.5            93.5568        102.912        
67             88.56          96.74          11.8954        13.085         
68             168.18         44.63          87.8314        96.6145        
69             144.66         102.82         44.7489        49.2238        
70             96.79          57.65          42.4715        46.7186        
71             94.51          111.87         13.0781        14.3859        
72             22.84          44.72          94.9186        104.41         
73             53.25          40.81          75.4256        82.9681        
74             102.32         120.73         20.8594        22.9454        
75             127.13         92.22          28.2235        31.0458        
76             152.09         43.04          77.1868        84.9055        
77             173.42         17.75          110.252        121.277        
78             43.02          26.9           92.684         101.952        
79             41.72          15.6           102.567        112.823        
80             116.12         132.79         36.5382        40.192         
81             70.13          140.58         50.388         55.4268        
82             19.59          91.45          80.8633        88.9496        
83             175.29         147.86         89.2141        98.1356        
84             108.87         109.21         12.7868        14.0654        
85             30.83          181.78         107.11         117.821        
86             63.14          87.49          38.9251        42.8176        
87             167.31         94.8           67.5106        74.2616        
88             199.68         40.42          116.129        127.742        
89             111.29         32.63          68.3095        75.1404        
90             167.17         1.39           119.314        131.245        
91             34.61          80.29          68.2959        75.1255        
92             196.55         150.56         108.987        119.886        
93             34.84          194.89         115.108        126.619        
94             33.07          167.42         95.0004        104.5          
95             163.39         56.8           76.7107        84.3818        
96             97.71          175.78         75.8146        83.3961        
97             128.79         199.76         103.831        114.214        
98             164.36         99.06          64.3669        70.8036        
99             124.56         132.85         41.016         45.1177        
100            191.62         64.82          98.142         107.956        
ALPHA
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
