NUM_DRIVERS: 150
NUM_TASKS: 100
PENALTY: 20%
UTILITY: 0%
DRIVERS
ID             X              Y              
1              138.44         175.53         
2              155.19         23.69          
3              3.66           66.97          
4              45.95          94.95          
5              92.45          97.79          
6              133.18         147.12         
7              168.86         180.97         
8              139.29         103.5          
9              93.64          136.46         
10             165.67         91.29          
11             79.85          147.61         
12             170.79         115.09         
13             156.42         197.72         
14             90.15          153.8          
15             177.16         38.78          
16             100.74         145.02         
17             36.43          60.68          
18             108.12         2.35           
19             16.11          87.58          
20             169.62         183.9          
21             94.28          107.18         
22             147.52         183.28         
23             170.4          83.17          
24             27.63          163.34         
25             78.95          16.44          
26             141.02         103.35         
27             166.09         88.68          
28             24.67          11.21          
29             32.61          153            
30             64.49          160.18         
31             41.79          72.86          
32             15.72          136.3          
33             2.32           56.29          
34             3.91           189.77         
35             188.45         121.69         
36             193.99         199.86         
37             33.13          124.8          
38             97.12          19.49          
39             30.39          182.38         
40             114.36         41.52          
41             54.57          41.36          
42             71.45          9.12           
43             153.29         4.41           
44             11.15          149.4          
45             65.23          54.56          
46             195.2          0.94           
47             78.75          32.31          
48             115.07         164.06         
49             149.86         81.66          
50             170.59         47.58          
51             53.76          133.46         
52             193.06         111.61         
53             152.34         111.72         
54             184.02         30.95          
55             77.79          2.15           
56             6.35           8.26           
57             158.8          184.31         
58             1.14           165.23         
59             25.87          169.67         
60             161.04         86.43          
61             46.56          22.32          
62             27.92          111.78         
63             172.57         116.32         
64             129.22         119.03         
65             193.95         26.44          
66             184.63         12.62          
67             38.23          176.08         
68             86.39          54.83          
69             185.4          90.84          
70             164.22         74.29          
71             197.48         78.36          
72             134.88         65.24          
73             13.54          49.96          
74             48.95          69.1           
75             38.9           194.09         
76             12.29          172.15         
77             80.72          5.34           
78             93.87          44.96          
79             185.03         199.89         
80             74.72          163.49         
81             100.61         114.47         
82             60.82          19.46          
83             63.61          126.26         
84             171.01         95.25          
85             171.92         172.3          
86             157.81         192.89         
87             18.09          85.31          
88             134.09         141.89         
89             95.87          141.4          
90             70.27          17.64          
91             124.87         97.22          
92             111.22         34.18          
93             181.8          174.7          
94             51.65          26.24          
95             92.82          92.62          
96             44.15          86.12          
97             73.68          184.24         
98             192.92         144.58         
99             97.73          144.73         
100            59.15          65.17          
101            140.25         36.05          
102            7.96           106.47         
103            177.8          140.8          
104            138.45         143.72         
105            154.93         123.94         
106            153.16         96.24          
107            64.14          149.36         
108            132.83         24.69          
109            7.8            88.14          
110            166.47         52.63          
111            101.98         112.54         
112            13.85          54.44          
113            117.56         71.06          
114            68.41          69.65          
115            15.65          117.31         
116            87.84          0.8            
117            80.62          31.14          
118            105.78         167.41         
119            63.98          172.02         
120            129.72         185.81         
121            175.01         127.59         
122            91.53          170.31         
123            143            27.54          
124            75.7           99.03          
125            158.29         197.29         
126            117.51         163.63         
127            184.96         163.96         
128            70.56          151.77         
129            168.27         161.78         
130            158.31         166.42         
131            4.74           77.53          
132            12.78          197.5          
133            128.32         146.72         
134            117.87         151.52         
135            48             114.19         
136            29.15          47.38          
137            125.58         40.39          
138            190.61         126.77         
139            193.15         184.53         
140            182.9          132.47         
141            58.51          133.67         
142            37.79          123.98         
143            115.45         14.53          
144            194.95         177.25         
145            153.07         190.25         
146            111.69         70.35          
147            118.21         151.59         
148            89.05          192.14         
149            70.28          116.04         
150            121.78         191.57         
TASKS
ID             X              Y              COST           PENALIZED_COST 
1              74.44          20.32          83.6792        100.415        
2              8.76           120.45         93.5037        112.204        
3              141.94         50.73          64.7031        77.6438        
4              131.54         108.4          32.6394        39.1673        
5              49.97          76.68          55.198         66.2376        
6              60.01          198.39         106.206        127.448        
7              116.97         56.6           46.5998        55.9198        
8              66.69          171.63         78.9963        94.7955        
9              124.4          97.91          24.4893        29.3872        
10             109.17         95.25          10.3272        12.3927        
11             175.96         120.49         78.675         94.41          
12             141.37         42.57          70.7791        84.9349        
13             146.39         140.63         61.6671        74.0005        
14             186.33         60.33          95.0083        114.01         
15             91.02          58.78          42.1868        50.6242        
16             118.06         123.76         29.8446        35.8135        
17             164.09         126.44         69.3297        83.1956        
18             44.82          100.76         55.1852        66.2223        
19             82.33          81.19          25.8078        30.9694        
20             7.72           119.52         94.3219        113.186        
21             140.14         173.97         84.1593        100.991        
22             191.37         180.63         121.859        146.231        
23             42.67          116.22         59.5803        71.4964        
24             132.21         120.92         38.4074        46.0889        
25             184.66         98.73          84.6695        101.603        
26             159.14         188.06         106.076        127.291        
27             14.24          114.69         87.009         104.411        
28             77.88          85.15          26.6424        31.9709        
29             81.29          108.62         20.6002        24.7202        
30             131.87         158.59         66.697         80.0364        
31             84.67          149.97         52.2686        62.7224        
32             64.2           123.29         42.7091        51.2509        
33             39.55          34.11          89.4186        107.302        
34             32.63          34.64          93.865         112.638        
35             104.66         61.82          38.4633        46.156         
36             182.7          20.56          114.673        137.608        
37             41.35          51.34          76.2077        91.4493        
38             162.86         135.45         72.167         86.6005        
39             4.03           89.97          96.4927        115.791        
40             184.96         62.25          92.9692        111.563        
41             86.99          52.36          49.3845        59.2614        
42             88.41          160.55         61.6493        73.9791        
